Gene = l(2)k05911
index = 1749
Annotated 5SS: [ 875 5056 5248 5623]
Annotated 3SS: [3929 5111 5325 5679]
SMsplice 5SS: [ 875 5056 5248 5623]
SMsplice 3SS: [3929 5111 5325 5679]
top_k =  500
Partition function (log Z): 1.0613965616921854

Sorted 5' Splice Sites (High to Low Probability):
Position 5248: 0.9984248746087329
Position 5623: 0.9849534359768045
Position 5056: 0.7214696055094993
Position 875: 0.45815315988508465
Position 495: 0.39979730183113726
Position 93: 0.10695522275568567
Position 4080: 0.05560428038641001
Position 930: 0.03782091742121549
Position 2582: 0.033450416201382664
Position 113: 0.02484242981929161
Position 1422: 0.024634431546315675
Position 871: 0.02392200815633074
Position 1535: 0.01583323446337083
Position 4482: 0.011919280223911253
Position 51: 0.009042640148988083
Position 4084: 0.006272939577667033
Position 976: 0.004679861838331246
Position 4358: 0.0040129969107471014
Position 922: 0.003964059655673515
Position 1355: 0.003287112937482925
Position 672: 0.003179021537031109
Position 2476: 0.003050359615872721
Position 2613: 0.0027267611329788504
Position 984: 0.002483711602055666
Position 4981: 0.0022809600226153816
Position 490: 0.0022681763213886446
Position 147: 0.00220898623819877
Position 4082: 0.0017369050959526208
Position 5567: 0.0010703668263553421
Position 5597: 0.0009796802471322575
Position 2006: 0.0009369161248276473
Position 4523: 0.0009178877600423161
Position 152: 0.0008854464791035042
Position 450: 0.0008463605410585195
Position 603: 0.0007760124866746359
Position 4111: 0.0007626315200182885
Position 4088: 0.0007023789641876638
Position 134: 0.0005992779784015773
Position 5506: 0.0005853257753927059
Position 157: 0.0005628684288853494
Position 380: 0.00053959700389628
Position 4383: 0.0005302231100735532
Position 481: 0.000496322049534981
Position 1159: 0.0004095945967985097
Position 208: 0.00037493888793253604
Position 5182: 0.00036268078622286924
Position 919: 0.00028907211751093016
Position 5627: 0.0002758203604863756
Position 879: 0.00023039251241167353
Position 5228: 0.00022760122876295846
Position 171: 0.00022027041077089194
Position 5: 0.00021871483823252368
Position 2240: 0.00019143090727344816
Position 5215: 0.00010020182660683409
Position 5440: 9.688611861803515e-05
Position 5768: 9.30913035538262e-05
Position 515: 6.830254317884741e-05
Position 1388: 5.806487867869206e-05
Position 5731: 5.8008716997420465e-05
Position 2730: 5.219804069431365e-05
Position 2726: 4.9695650497924004e-05
Position 5621: 3.9271045213322084e-05
Position 549: 3.811658648537937e-05
Position 1009: 2.7984126105761028e-05
Position 5782: 2.4037601248900416e-05
Position 375: 2.3525113376723096e-05
Position 688: 2.23971629478185e-05
Position 397: 2.033063740857625e-05
Position 1408: 1.988136571989872e-05
Position 5354: 1.8765491571991257e-05
Position 2265: 1.74237816708339e-05
Position 794: 1.61636481792967e-05
Position 277: 1.2610407814902461e-05
Position 197: 1.2136195781609456e-05
Position 4195: 1.0955235658062925e-05
Position 1098: 1.0158783601317792e-05
Position 5449: 1.0099504818210252e-05
Position 5283: 9.328660331327557e-06
Position 1319: 8.359790809296652e-06
Position 407: 7.679583578316077e-06
Position 5432: 7.669390698431378e-06
Position 5555: 7.514891462795889e-06
Position 559: 7.435562942676885e-06
Position 335: 7.2828983563368215e-06
Position 701: 7.225792456164177e-06
Position 588: 7.04474601334461e-06
Position 289: 5.300514753035671e-06
Position 384: 4.160489253676157e-06
Position 487: 4.145943765078004e-06
Position 5794: 4.124536702508582e-06
Position 469: 4.000584315157636e-06
Position 561: 3.6570129557956536e-06
Position 5721: 3.5159774065323105e-06
Position 484: 3.0845429660265126e-06
Position 41: 3.027574176082324e-06
Position 463: 3.011743242819993e-06
Position 5535: 2.676295031158706e-06
Position 173: 2.6084381464203473e-06
Position 419: 2.596358221955748e-06
Position 5465: 2.434237287524483e-06
Position 5153: 2.297140821708725e-06
Position 5756: 2.287825408684866e-06
Position 312: 1.9557601436141547e-06
Position 703: 1.7262569760371639e-06
Position 248: 1.2022340076720263e-06
Position 229: 9.789514819056452e-07
Position 5580: 4.773173778581424e-07
Position 292: 3.22224732980629e-07
Position 776: 2.1721334061491372e-07
Position 868: 2.0208557543475035e-07
Position 5792: 1.497138680420246e-07
Position 57: 6.616346912989464e-08
Position 444: 3.521824033124144e-08
Position 55: 1.4841995327059142e-08
Position 5537: 2.0173144634141617e-11
Position 12: 1.9644692346549154e-13
Position 5643: 3.313204961891993e-14
Position 295: 3.070527943086549e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 5325: 0.9956809155327299
Position 5679: 0.9870248401244627
Position 5111: 0.9615026039493648
Position 3929: 0.8302789802179938
Position 739: 0.06127455256786202
Position 688: 0.021673025553736604
Position 1233: 0.016806217616899346
Position 5082: 0.011045095702045257
Position 1227: 0.009160689285859917
Position 2343: 0.008263763608263912
Position 1460: 0.007764807363648613
Position 327: 0.006048706577568756
Position 2367: 0.005531925500982449
Position 736: 0.004325896883549348
Position 1050: 0.004113319474425073
Position 588: 0.0037040985144739702
Position 1367: 0.0033883186993362365
Position 2436: 0.002466264439762869
Position 1073: 0.002437392145852618
Position 2358: 0.0020468132906672244
Position 769: 0.0020261808264338734
Position 3955: 0.001402273138729111
Position 2140: 0.0013648258218105312
Position 760: 0.0012741358995141479
Position 2072: 0.001025907071564166
Position 5362: 0.0009645843912979501
Position 5415: 0.00087355085168522
Position 5375: 0.0008424579557144139
Position 1189: 0.0008163886305456812
Position 1322: 0.0007797726472115441
Position 5432: 0.000660126455502502
Position 5730: 0.0006536275069513945
Position 5502: 0.0005656288720080237
Position 585: 0.0005115315522600241
Position 4585: 0.0004908412059205479
Position 1388: 0.0004883976251331861
Position 4263: 0.00046853450729288337
Position 407: 0.00039335528899870145
Position 1319: 0.0003818233726138181
Position 2393: 0.0003641747936846384
Position 2396: 0.0003533906590106806
Position 1958: 0.00029868968204578924
Position 412: 0.00023927921409940423
Position 649: 0.00021815382801310503
Position 2652: 0.00021404048940727388
Position 3806: 0.00020822324768662257
Position 5560: 0.00019886606626590684
Position 4562: 0.000197426096463605
Position 844: 0.0001876859523621183
Position 432: 0.00017729889940112836
Position 5852: 0.0001258065948638928
Position 1281: 0.0001088394402082325
Position 1475: 8.17197349599267e-05
Position 347: 7.58010304699254e-05
Position 5840: 5.58383665604501e-05
Position 637: 4.681782105528127e-05
Position 344: 4.632586569155588e-05
Position 1198: 3.943719478251418e-05
Position 5883: 2.7948600223780482e-05
Position 5621: 2.648142037550485e-05
Position 3793: 2.4263261335939984e-05
Position 5662: 1.8890346446435003e-05
Position 3852: 1.8610205192427983e-05
Position 3483: 1.819426778769692e-05
Position 4165: 1.7608913417366817e-05
Position 5354: 1.665879766952094e-05
Position 4221: 1.6215345940584585e-05
Position 5654: 1.4293195153577126e-05
Position 5379: 1.3713984254192989e-05
Position 5601: 5.3299137592956535e-06
Position 5487: 4.6595619114755826e-06
Position 5505: 4.470931079941763e-06
Position 5543: 2.4902590550088074e-06
Position 397: 1.1141640548380657e-06
Position 208: 1.0085955517281921e-06
Position 184: 8.410658331471704e-07
Position 1732: 6.847883913459439e-07
Position 5643: 5.634321102116489e-07
Position 5823: 4.937847972862231e-07
Position 181: 4.48811998257204e-07
Position 152: 3.9182768456155875e-07
Position 5858: 3.8365713953833214e-07
Position 157: 3.746443612709691e-07
Position 530: 2.4900077373789605e-07
Position 164: 1.5405783138690965e-07
Position 222: 1.4086877247000258e-07
Position 371: 1.3149305490413174e-07
Position 484: 6.278192880823488e-08
Position 832: 4.894843384397084e-08
Position 434: 2.3673198923106548e-08
Position 1082: 2.3080761614240725e-08
Position 1029: 1.6856131795984254e-08
Position 1500: 1.3700353598042527e-08
Position 309: 9.546253266278053e-09
Position 147: 4.656337374576995e-09
Position 100: 4.569734932189795e-09
Position 456: 4.2776878425365595e-09
Position 419: 4.143329504942709e-09
Position 655: 3.0002625282448493e-09
Position 197: 2.821882496055469e-09
Position 363: 2.5607833184328884e-09
Position 775: 2.5280420992169058e-09
Position 820: 2.273690865474136e-09
Position 97: 1.8613677651988708e-09
Position 494: 7.975042352165058e-10
Position 438: 7.271516973541925e-10
Position 104: 7.550066385859286e-12
Position 444: 5.268793406554988e-12
