Gene = thoc7
index = 1912
Annotated 5SS: [ 70 243]
Annotated 3SS: [127 307]
SMsplice 5SS: [ 70 243]
SMsplice 3SS: [127 307]
top_k =  500
Partition function (log Z): 2.5622404914975094

Sorted 5' Splice Sites (High to Low Probability):
Position 70: 0.9974489598723265
Position 243: 0.9949047042963062
Position 397: 0.06286824534591882
Position 804: 0.03883974157032303
Position 442: 0.00233831344910259
Position 259: 0.0020898194960613705
Position 403: 0.00016551689058288518
Position 216: 0.00011366989118102462
Position 475: 9.762669416449711e-05
Position 372: 8.728627014782004e-05
Position 224: 8.197786677807423e-05
Position 190: 7.331946456457669e-05
Position 423: 4.997897802839839e-05
Position 848: 4.416525069328317e-05
Position 524: 3.631513653487952e-05
Position 683: 2.8990528511979405e-05
Position 568: 2.835347118496135e-05
Position 447: 2.7648681705525932e-05
Position 618: 2.7123005491934975e-05
Position 74: 1.9536817355711902e-05
Position 647: 1.9405997026203474e-05
Position 930: 1.7913354841205192e-05
Position 317: 1.2967598397713018e-05
Position 42: 8.98136564388192e-06
Position 263: 6.059185228752509e-06
Position 362: 4.788805589330652e-06
Position 54: 4.498408867213772e-06
Position 195: 1.8765384218011234e-06
Position 207: 1.6384361490237174e-06
Position 261: 1.2008657984572557e-06
Position 77: 5.575570799242207e-07
Position 13: 3.3627822474323854e-07
Position 83: 1.63162034061423e-07
Position 193: 2.7268796357124938e-08
Position 277: 1.2614430944177498e-08
Position 279: 1.0268551414067113e-08
Position 11: 5.544711826827043e-09
Position 347: 7.0294048500470955e-12
Position 307: 1.3522244726358562e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 307: 0.9971645063220853
Position 127: 0.837688946257829
Position 130: 0.1583947572622849
Position 459: 0.04747441058897134
Position 848: 0.0194836221956651
Position 885: 0.0158673802964677
Position 503: 0.006829166943770325
Position 475: 0.00397107723601553
Position 551: 0.0033111507949566145
Position 918: 0.0022581521779414583
Position 921: 0.001327938749257909
Position 751: 0.0011895440946844322
Position 144: 0.0008968430579707957
Position 483: 0.0004137661840858439
Position 653: 0.0003776908172368259
Position 500: 0.00036975154946918833
Position 906: 0.00035313241980182853
Position 707: 0.000342911174904333
Position 710: 0.00027654842125556125
Position 989: 0.0002723872772672525
Position 518: 0.0001862780435203448
Position 629: 0.0001834639377739137
Position 141: 0.00015739234362738177
Position 347: 0.0001228204875937132
Position 598: 0.00010036867793910957
Position 568: 8.799885183409768e-05
Position 698: 6.020139238369435e-05
Position 386: 4.751398266525372e-05
Position 835: 3.7102426714374276e-05
Position 578: 2.7755561049386512e-05
Position 626: 2.7039869952795507e-05
Position 442: 2.4613878685536647e-05
Position 512: 2.0936405391336224e-05
Position 207: 2.0233795063737534e-05
Position 423: 1.97835141510277e-05
Position 485: 1.0910294115281194e-05
Position 783: 1.0321831131217235e-05
Position 943: 7.641625814096911e-06
Position 368: 4.7848778081601075e-06
Position 994: 3.969986271394687e-06
Position 635: 3.0285826193950374e-06
Position 438: 3.016510845587626e-06
Position 353: 2.9114423133161612e-06
Position 106: 2.8094915715863018e-06
Position 858: 2.1873577410288156e-06
Position 647: 2.143773764461538e-06
Position 954: 2.0591069938496322e-06
Position 808: 2.0387682847174293e-06
Position 1003: 1.7923360546053157e-06
Position 896: 1.5065526036819543e-06
Position 803: 1.2511510312109026e-06
Position 997: 1.0056255870110118e-06
Position 975: 7.261356857792701e-07
Position 216: 1.7206764301705988e-07
Position 175: 8.674085361230171e-08
Position 719: 4.481986662378553e-08
Position 193: 2.8233634959368547e-08
Position 239: 2.616632068486593e-08
Position 590: 1.9974099333129352e-08
Position 641: 1.668679860704294e-08
Position 724: 1.5361370552590004e-08
Position 177: 1.0452795644530827e-08
Position 601: 6.551371171789571e-09
Position 224: 6.403034198002867e-09
Position 190: 5.180928366186663e-09
Position 524: 5.038841011052126e-09
Position 243: 7.598562761511301e-11
Position 185: 3.148073107927138e-11
Position 74: 7.91012052269096e-12
Position 247: 1.3099520966414665e-12
Position 54: 3.88559282266488e-13
Position 59: 3.847681413534607e-15
