Gene = ics
index = 1732
Annotated 5SS: [ 583 1493 2743]
Annotated 3SS: [1331 2120 2805]
SMsplice 5SS: [ 307 1493 2743]
SMsplice 3SS: [1331 2120 2805]
top_k =  500
Partition function (log Z): 4.8458292773431

Sorted 5' Splice Sites (High to Low Probability):
Position 2743: 0.9990232435237464
Position 1493: 0.9217686991322159
Position 307: 0.6470509779405899
Position 583: 0.4650237563229701
Position 2468: 0.3271967651068612
Position 2394: 0.15516228225634332
Position 961: 0.07846307474687718
Position 1561: 0.03865828032067094
Position 2406: 0.01880979683944684
Position 1611: 0.015932277651511055
Position 375: 0.015013535125615231
Position 1632: 0.00988944277581577
Position 2978: 0.008979539749190236
Position 2943: 0.008806644816867087
Position 587: 0.008668343115837649
Position 335: 0.008325722392094682
Position 22: 0.006071481431614483
Position 247: 0.0050748295952677425
Position 2952: 0.0034632347906637874
Position 237: 0.0026082668744635377
Position 302: 0.001655278010488317
Position 990: 0.0015381979641876826
Position 272: 0.0014228255422057555
Position 774: 0.0014029526123250158
Position 936: 0.0013658141963049676
Position 1497: 0.0010932847512226383
Position 2472: 0.0010759883715037838
Position 1776: 0.0009667286800947736
Position 921: 0.0009425391675204926
Position 2956: 0.0009331547725527404
Position 1119: 0.000894082679024324
Position 593: 0.0008464646977295342
Position 2008: 0.000784958123817726
Position 873: 0.0007385481602783225
Position 422: 0.0007121244756386893
Position 552: 0.0006991595690581636
Position 596: 0.0006981231482544877
Position 1650: 0.0006804697056264888
Position 2452: 0.000656176513446264
Position 2896: 0.0005938326392534149
Position 1549: 0.0005812931344206628
Position 35: 0.000453897142597215
Position 2074: 0.0004479729231536771
Position 1817: 0.00043974433546374776
Position 415: 0.00040941492380901
Position 2537: 0.0003904244975540146
Position 2171: 0.00034108367531124643
Position 1763: 0.0003343085959434211
Position 2339: 0.00030192926972160577
Position 2994: 0.00028015805104370336
Position 2384: 0.00027305227898675826
Position 410: 0.0002534111580001096
Position 428: 0.00023661533417977781
Position 2428: 0.000230914319593811
Position 520: 0.0002177171954378723
Position 932: 0.00018782058572648365
Position 390: 0.0001869954446227508
Position 2941: 0.0001358279691913829
Position 567: 0.00013503446775077192
Position 2959: 0.00012622078959716526
Position 2972: 0.00011253965918953912
Position 1636: 9.513092151034137e-05
Position 191: 8.036672620478913e-05
Position 1565: 7.713737879615723e-05
Position 436: 7.30479419847794e-05
Position 2019: 6.141547663417564e-05
Position 1491: 5.927379162194225e-05
Position 608: 5.712905753703417e-05
Position 892: 5.606875392598851e-05
Position 2505: 5.5323314792186654e-05
Position 1798: 5.214030109511096e-05
Position 956: 4.8558439193186124e-05
Position 534: 4.791500447814208e-05
Position 817: 4.187921126828197e-05
Position 1754: 3.945708846058503e-05
Position 2348: 3.893423071705897e-05
Position 1228: 3.53586092334343e-05
Position 1405: 2.9620980536350842e-05
Position 29: 1.6401124490596537e-05
Position 730: 1.4566047691745175e-05
Position 2747: 1.3099679051672102e-05
Position 2178: 1.3094165968630792e-05
Position 420: 1.2677870326753467e-05
Position 3012: 1.2561794050251088e-05
Position 1796: 1.2334272310619574e-05
Position 292: 9.53071895979331e-06
Position 345: 9.271827343837477e-06
Position 2947: 8.76215922414889e-06
Position 845: 7.735808174224794e-06
Position 311: 7.262590025895164e-06
Position 1746: 6.020064335284148e-06
Position 426: 5.742807158501001e-06
Position 2635: 4.3979402280389615e-06
Position 479: 4.3695781064753156e-06
Position 2549: 3.4992446115117727e-06
Position 3025: 3.2800448320593443e-06
Position 2288: 3.069499886112709e-06
Position 2666: 2.611874532165708e-06
Position 1440: 2.3595441457173183e-06
Position 1375: 1.706963995625148e-06
Position 2708: 1.3972536953053835e-06
Position 2591: 5.705056636314569e-07
Position 1479: 4.834030953536605e-07
Position 44: 3.657598366960554e-07
Position 468: 2.862188720024043e-07
Position 450: 2.524882813445093e-07
Position 2249: 9.257901423640275e-08
Position 2290: 5.779001433013536e-08
Position 2260: 5.687196335658911e-08
Position 460: 2.8679351880444126e-08
Position 2776: 1.07063978330174e-08
Position 61: 4.111744363417671e-09
Position 72: 1.2283657988393528e-09
Position 2703: 1.1041408164107014e-09
Position 2838: 5.318800459882688e-10
Position 2639: 2.0719495411573633e-10
Position 525: 1.1604545465091724e-10
Position 2421: 9.19421969488345e-12
Position 392: 1.053778157651658e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 2805: 0.9986053260925519
Position 2120: 0.9859827342010662
Position 1331: 0.9776152174439898
Position 2583: 0.495399163121683
Position 409: 0.14374113817789014
Position 375: 0.07525906469895842
Position 3040: 0.020178352027620094
Position 895: 0.018414758602787133
Position 2537: 0.005576689220309551
Position 72: 0.004487762403841302
Position 809: 0.0044673307687295594
Position 2464: 0.004131381772573713
Position 2467: 0.003735331799226838
Position 3071: 0.003237142120686292
Position 1260: 0.0030056879814137284
Position 856: 0.0026131206035812466
Position 2383: 0.0025617541373737073
Position 350: 0.002368865796392943
Position 328: 0.0023228954358878234
Position 2233: 0.00158274295950157
Position 744: 0.0015025720337290512
Position 2164: 0.0013601516920989372
Position 436: 0.0011974921882993866
Position 520: 0.0008059636955256483
Position 1579: 0.0007370051367011392
Position 1630: 0.0006919043566620877
Position 2831: 0.000667042527258916
Position 479: 0.0006401068885424702
