Gene = cutlet
index = 1660
Annotated 5SS: [1012 1647 1932 2115 2274 2473 2771 3258 3451 3734 4233]
Annotated 3SS: [1066 1702 1997 2170 2332 2535 3081 3316 3512 4168 4293]
SMsplice 5SS: [1012 1647 1875 2115 2274 2473 2771 3258 3451 3734 4233]
SMsplice 3SS: [1066 1702 1997 2170 2332 2535 3081 3316 3512 4168 4293]
top_k =  500
Partition function (log Z): 27.363184820064927

Sorted 5' Splice Sites (High to Low Probability):
Position 2115: 0.9940791558073343
Position 2473: 0.9932775687554406
Position 4233: 0.9932564947012502
Position 3451: 0.9903801424230398
Position 3258: 0.968150262445813
Position 1012: 0.9635288234553852
Position 1647: 0.9234665564905166
Position 2771: 0.8197109617432922
Position 3734: 0.6522344427915846
Position 2274: 0.632168735308553
Position 2284: 0.19751807065563898
Position 1879: 0.1871885580551836
Position 2242: 0.15510864684366477
Position 2970: 0.11341138265484914
Position 1919: 0.09993286240489267
Position 2673: 0.05231814146149613
Position 4112: 0.03037902968733445
Position 580: 0.028455538285417283
Position 781: 0.02825777809528621
Position 1350: 0.025833098082606316
Position 2944: 0.014747415549801291
Position 1896: 0.008541165124438352
Position 4037: 0.008010380841698958
Position 1289: 0.007014931540763322
Position 1777: 0.0057668664877795475
Position 1670: 0.005277283322253641
Position 1888: 0.005155601931068941
Position 2692: 0.004997634024435727
Position 2697: 0.004569441273951079
Position 971: 0.00431100113609161
Position 34: 0.0037980421417389562
Position 2255: 0.0034929130910702918
Position 1473: 0.00344265688555021
Position 2457: 0.0034019707747281317
Position 4237: 0.003344443700974009
Position 222: 0.003089028452633296
Position 889: 0.0024632693381358086
Position 1234: 0.002394142034939415
Position 2080: 0.0023560953604731174
Position 1448: 0.00210423604484302
Position 3969: 0.0020950121073606952
Position 63: 0.0019579992422283504
Position 28: 0.00191641307505786
Position 2119: 0.0017654349197540437
Position 1962: 0.001510625089630307
Position 2444: 0.0014539931919683527
Position 1159: 0.0014529707943320728
Position 1640: 0.0014438194710253065
Position 1891: 0.0014325918323681596
Position 1042: 0.0013966886779667228
Position 454: 0.001211663797568311
Position 3947: 0.0011434373730513992
Position 3812: 0.0011362284917626443
Position 2435: 0.0011035561239133246
Position 3606: 0.0010279185230019717
Position 2677: 0.0008781713095734536
Position 1023: 0.0008520387732778966
Position 1050: 0.0008003697980176646
Position 415: 0.0006873979846559965
Position 3717: 0.0005728374404140908
Position 584: 0.0005690129078684478
Position 1247: 0.0005383311058509365
Position 3828: 0.0005012807620443874
Position 1607: 0.00046449062700314745
Position 2989: 0.0004633361388749375
Position 374: 0.00045725463621423856
Position 2483: 0.00043215050198244353
Position 3262: 0.0003518799077292328
Position 2620: 0.0003433927743183233
Position 1016: 0.0003415521537817466
Position 2090: 0.00032717091274878004
Position 1810: 0.00032582821691373563
Position 955: 0.0003215947671560353
Position 828: 0.0003089362521320875
Position 2639: 0.00030594557706598355
Position 2602: 0.0003019177770655064
Position 1749: 0.00029829052621606843
Position 3964: 0.00029581806336136573
Position 4097: 0.00027927034909787856
Position 2683: 0.0002675154025481593
Position 1518: 0.0002539559213414497
Position 2253: 0.0002483140852549412
Position 1112: 0.00021758877833869897
Position 2246: 0.00020242201177789347
Position 1103: 0.00018704109633660697
Position 3238: 0.0001772961836849971
Position 446: 0.00015449831500656002
Position 3865: 0.00014614392327178804
Position 1418: 0.00014540438744671056
Position 3354: 0.00014052974091510184
Position 3348: 0.00012933088362732746
Position 952: 0.00011307364547776902
Position 1244: 0.0001121123182149789
Position 3455: 0.00011209200112990812
Position 2551: 9.928518935295341e-05
Position 2719: 9.60379849321055e-05
Position 1846: 8.836402995140633e-05
Position 465: 8.517441017490893e-05
Position 595: 8.134548981927497e-05
