Gene = Mocs1
index = 1283
Annotated 5SS: [ 460  604 1885]
Annotated 3SS: [ 524 1032 2035]
SMsplice 5SS: [ 460  604 1885 2230]
SMsplice 3SS: [ 524 1032 2035 2819]
top_k =  500
Partition function (log Z): 4.753280502436949

Sorted 5' Splice Sites (High to Low Probability):
Position 460: 0.9862850816928256
Position 1885: 0.9757962656949472
Position 604: 0.9255558361152125
Position 2230: 0.8082097354224994
Position 226: 0.2830635041751293
Position 2234: 0.04201829164273523
Position 1680: 0.02485296412168107
Position 812: 0.01970964104842318
Position 1425: 0.01872951669712119
Position 1864: 0.012064258850853351
Position 2750: 0.01186358412826588
Position 1500: 0.007926933187595306
Position 84: 0.00715754046953696
Position 132: 0.005626613731806306
Position 762: 0.003981882139583821
Position 969: 0.0036933932283383496
Position 2758: 0.003322287052746082
Position 608: 0.0031378933843995947
Position 2502: 0.0017095537853165136
Position 104: 0.0016231270101982253
Position 1601: 0.001484536313937233
Position 1675: 0.0012307938808208624
Position 826: 0.0009905288949069828
Position 237: 0.0009508448465000765
Position 1377: 0.000892878611208983
Position 928: 0.0006476352305932432
Position 2614: 0.0005141930832934731
Position 448: 0.0004666284864134231
Position 869: 0.00046323001980335695
Position 1761: 0.0004355839090503522
Position 791: 0.00025093943163564356
Position 2170: 0.00023969179264175038
Position 1520: 0.00021014462843612955
Position 2623: 0.0001792910108474807
Position 122: 0.0001766648553167234
Position 476: 0.00017601801751692555
Position 243: 0.00017415433251930234
Position 2632: 0.000156084332830553
Position 2176: 0.00015086351588527853
Position 1188: 0.00014775219144257798
Position 1173: 0.00012239589140256013
Position 1717: 0.00011790244064083141
Position 2748: 0.00011734112706687182
Position 1568: 0.00011303496220099603
Position 156: 0.00010517550464001491
Position 750: 0.00010423654996435426
Position 770: 0.00010010575588090688
Position 1909: 5.867232830218768e-05
Position 2076: 4.7978465164286755e-05
Position 148: 4.5032057435863234e-05
Position 1832: 4.14099319983902e-05
Position 2293: 3.899661863954832e-05
Position 1999: 3.0537730680396304e-05
Position 1930: 2.381913501003959e-05
Position 2431: 2.272763841186179e-05
Position 464: 2.1904194015145484e-05
Position 1506: 2.1798652417144215e-05
Position 1511: 1.796285503839072e-05
Position 197: 1.3589769053392527e-05
Position 2380: 1.2570242322191765e-05
Position 2029: 1.1576855587782038e-05
Position 1468: 1.0946630704606844e-05
Position 2479: 1.090542624378601e-05
Position 1137: 1.0706888715187293e-05
Position 1257: 8.505819566838967e-06
Position 1818: 6.421202575852859e-06
Position 2455: 6.030510171138838e-06
Position 39: 5.530899123284199e-06
Position 66: 4.876062509295023e-06
Position 2511: 3.341065710878084e-06
Position 2210: 3.3342270315409225e-06
Position 1684: 2.9666477372021317e-06
Position 1889: 1.0991638271930322e-06
Position 349: 7.455945021756615e-07
Position 688: 4.848109278227451e-07
Position 657: 4.572118209668777e-07
Position 421: 3.9263984837114636e-07
Position 642: 3.5220807920754326e-07
Position 651: 2.1228054262457682e-07
Position 683: 1.4694619850848997e-07
Position 419: 1.3291836685575323e-07
Position 625: 1.1144681697978583e-07
Position 714: 9.282788874841399e-08
Position 728: 6.108943855930643e-08
Position 12: 4.225538748813854e-08
Position 395: 3.7200545014378034e-08
Position 24: 3.24227421723745e-08
Position 326: 2.215705124669147e-08
Position 487: 7.181422126490645e-09
Position 493: 6.1000061444320756e-09
Position 1017: 6.630298136926404e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 524: 0.9238823670878632
