Gene = AGO2
index = 2
Annotated 5SS: [ 360 4005 4226 4891 6004 6466]
Annotated 3SS: [2736 4136 4280 4986 6094 6527]
SMsplice 5SS: [ 110  360 4005 4891 5149 6004 6466]
SMsplice 3SS: [ 176 2736 4136 4986 5820 6094 6527]
top_k =  500
Partition function (log Z): 15.392508218216888

Sorted 5' Splice Sites (High to Low Probability):
Position 6004: 0.9948510045437401
Position 360: 0.9853625241395247
Position 4891: 0.9670827560825578
Position 110: 0.9452780357554894
Position 5149: 0.7999272113469785
Position 4005: 0.7713209794433503
Position 6466: 0.6848393893880677
Position 4226: 0.26893515608710966
Position 4451: 0.060084743818846716
Position 4336: 0.049895932416227556
Position 4447: 0.032124263280019646
Position 87: 0.024342105421153674
Position 4877: 0.022552168293328612
Position 4326: 0.016659926345713963
Position 4721: 0.015567560901052437
Position 4495: 0.014429649467108655
Position 3619: 0.012474479761068705
Position 6480: 0.012268440044212653
Position 6434: 0.01140712027411741
Position 5192: 0.011011066329573802
Position 6606: 0.010969473106142894
Position 6624: 0.010421872403470724
Position 4938: 0.009100670610468983
Position 2865: 0.009009322213595895
Position 4048: 0.008953613958769573
Position 5591: 0.00878083895001325
Position 1593: 0.008728995880402894
Position 6260: 0.008414336701304086
Position 3783: 0.008396574614029328
Position 4217: 0.008185736344860072
Position 550: 0.007743931037929125
Position 2649: 0.0071505234987243
Position 573: 0.005495313345873267
Position 6308: 0.004815182125685246
Position 5179: 0.00443210487544526
Position 5700: 0.004396752202924373
Position 5758: 0.004007117130251921
Position 3067: 0.0036515130943256162
Position 5482: 0.0036204499620943213
Position 5274: 0.0030893445443462134
Position 4681: 0.003040040268145599
Position 2178: 0.002858571564535552
Position 2998: 0.002703349286873352
Position 371: 0.0023404460243887054
Position 3136: 0.0021008736706933004
Position 1666: 0.0019540416547271884
Position 1364: 0.0018563268141139901
Position 1762: 0.0018543506521087163
Position 6758: 0.001836115531994833
Position 2137: 0.0017917134881851064
Position 3343: 0.0017253054107414301
Position 554: 0.0015469466831292765
Position 6095: 0.001354651573760517
Position 3205: 0.0012846120390372134
Position 4690: 0.001262374068336979
Position 3412: 0.0012207204640486513
Position 403: 0.001217496434552389
Position 62: 0.00120103280288015
Position 2592: 0.0011636980056579736
Position 5146: 0.0010441343180982443
Position 3481: 0.0009929913533376642
Position 2032: 0.0009434769746421082
Position 3274: 0.0009203457547664522
Position 3550: 0.0008555667463825665
Position 5286: 0.0008446570549565091
Position 3999: 0.0007981600910342016
Position 2060: 0.0007042373216499699
Position 4192: 0.0006922994933554853
Position 6826: 0.0006553336802564933
Position 2389: 0.0005950465689022088
Position 386: 0.0005780199397763369
Position 5025: 0.000541446892768325
Position 6102: 0.0005148235189741249
Position 5979: 0.0004911027899962727
Position 4455: 0.00047760802075292756
Position 1567: 0.00041390215475885835
Position 1507: 0.00024856770717497737
Position 2965: 0.0002335473934633109
Position 2703: 0.00022854057293294125
Position 1692: 0.00022567688833523885
Position 3586: 0.00022101246751108847
Position 730: 0.0002012853394212688
Position 2929: 0.00015198351174447336
Position 6613: 0.00015187242222357446
Position 6452: 0.000149129309130745
