Gene = CSN8
index = 1046
Annotated 5SS: [125 250 474]
Annotated 3SS: [184 297 533]
SMsplice 5SS: [125 250]
SMsplice 3SS: [184 297]
top_k =  500
Partition function (log Z): -2.0458216791947015

Sorted 5' Splice Sites (High to Low Probability):
Position 250: 0.8791961618010874
Position 125: 0.8665014385976045
Position 474: 0.3261958789250711
Position 427: 0.17694781758996234
Position 446: 0.17053141349290202
Position 522: 0.003704928331076634
Position 436: 0.0021011804748282048
Position 92: 0.0005658268590279402
Position 254: 0.00047783659454764824
Position 451: 0.0004476365568491691
Position 433: 0.0002565170774352365
Position 206: 0.00020569431132859197
Position 458: 0.00015017634555194128
Position 704: 0.00014257754682128513
Position 87: 0.00011175778525581253
Position 686: 0.00010983056399650732
Position 188: 2.515290121035226e-05
Position 95: 1.5387967755038358e-05
Position 129: 1.491283492127915e-05
Position 29: 1.0475239276680225e-05
Position 310: 5.102963696465202e-06
Position 326: 4.170954458258813e-06
Position 726: 1.851054675883651e-06
Position 678: 1.337345869489505e-06
Position 135: 1.2349482602064314e-06
Position 40: 4.937887538819413e-07
Position 313: 2.403976347094335e-07
Position 316: 2.2510559799874012e-07
Position 289: 6.625210002647018e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 297: 0.9689025081862724
Position 184: 0.7541387326379289
Position 533: 0.49959299325628465
Position 592: 0.1795681050392034
Position 188: 0.012898778531462457
Position 570: 0.005379268195751354
Position 391: 0.00284315667292371
Position 492: 0.0013441224665904931
Position 154: 0.0006712638148788152
Position 310: 0.000565595014339305
Position 625: 0.0005271184556928207
Position 332: 0.00034378045439153315
Position 538: 0.0003330424644828949
Position 776: 0.00028433189514962405
Position 427: 6.084782090792125e-05
Position 342: 5.092431435475163e-05
Position 548: 5.0680713165642544e-05
Position 697: 3.862573487322685e-05
Position 364: 3.058912849122631e-05
Position 269: 2.8722437916863007e-05
Position 352: 1.68117190829892e-05
Position 742: 1.165248491785276e-05
Position 703: 1.1648603957173294e-05
Position 87: 9.247985656568821e-06
Position 214: 8.223405635534831e-06
Position 166: 5.2494285098588135e-06
Position 254: 3.5906805825806075e-06
Position 206: 2.2947217248962124e-06
Position 751: 1.3499782909713113e-06
Position 785: 1.3372690076040004e-06
Position 474: 1.2684044989771425e-06
Position 709: 7.308056042855575e-07
Position 778: 3.5863136650402257e-07
Position 324: 2.2906430404428392e-07
Position 95: 6.832902174431699e-08
Position 200: 1.1011735601676452e-08
Position 92: 4.127098934295871e-09
Position 326: 3.9192583609678397e-10
Position 444: 3.7565565425170533e-10
Position 115: 2.075218444595441e-10
Position 124: 5.123812930712096e-11
Position 109: 3.267898609140355e-11
Position 129: 2.9404630223601635e-11
Position 100: 6.1823103284874855e-12
