Gene = Patsas
index = 1360
Annotated 5SS: [1791]
Annotated 3SS: [1845]
SMsplice 5SS: [1791]
SMsplice 3SS: [1845]
top_k =  500
Partition function (log Z): -7.928452685084

Sorted 5' Splice Sites (High to Low Probability):
Position 1791: 0.9933927619286104
Position 2127: 0.32323334236263424
Position 477: 0.13832570575508507
Position 237: 0.024024166619529653
Position 682: 0.013684422436619915
Position 1406: 0.012910010914742203
Position 1158: 0.00980575841847187
Position 818: 0.007025975719437987
Position 562: 0.002912629746927762
Position 1562: 0.0027451612297200658
Position 265: 0.002528658529578463
Position 1198: 0.0024064599642670543
Position 1021: 0.002302769136257323
Position 1031: 0.002140427354229233
Position 519: 0.002094188887950709
Position 1137: 0.0019327063258786443
Position 2205: 0.0017599410295307547
Position 2083: 0.001206724192670101
Position 1148: 0.0011194991283460052
Position 441: 0.0010960599489641088
Position 115: 0.000956251819266878
Position 1768: 0.0008587555824546922
Position 1286: 0.0006406636508653121
Position 548: 0.0006309854381896458
Position 123: 0.0006140651331547864
Position 528: 0.0005431766874421977
Position 403: 0.0004981017586499174
Position 247: 0.0003499546087279037
Position 423: 0.00034406166992355174
Position 466: 0.00029645814580328843
Position 1457: 0.00020460661665242378
Position 103: 0.00019400848743660843
Position 184: 0.00018580167344293277
Position 744: 0.00015101572921755613
Position 1188: 0.00014580083084114704
Position 1362: 0.00014465885522211677
Position 2143: 0.0001365557764561224
Position 2138: 0.00013344597087199564
Position 1134: 0.00012490268448935176
Position 731: 0.00012171989897773883
Position 2356: 0.00012011522901275984
Position 269: 9.006668860798663e-05
Position 738: 8.246626565836662e-05
Position 267: 6.971389371291701e-05
Position 950: 6.9713782990838e-05
Position 914: 4.805990020057114e-05
Position 388: 4.552424159425943e-05
Position 2323: 4.524868744880513e-05
Position 2276: 4.355506785245075e-05
Position 2184: 4.138089965259671e-05
Position 1420: 4.0514961648961774e-05
Position 735: 3.8625883108791325e-05
Position 481: 3.767524376153374e-05
Position 1297: 3.475377711232021e-05
Position 1169: 3.433579371990404e-05
Position 2096: 2.9995725122939897e-05
Position 1517: 2.019726806767083e-05
Position 676: 1.4816995473835384e-05
Position 1749: 1.3898113408981077e-05
Position 415: 1.3835638525748689e-05
Position 566: 1.2359791755744475e-05
Position 1795: 9.687143368239998e-06
Position 624: 8.315801223432242e-06
Position 2197: 7.319804922887706e-06
Position 691: 5.584724344013955e-06
Position 2358: 5.1046676456024554e-06
Position 580: 3.312508073961883e-06
Position 27: 3.2746291974975432e-06
Position 218: 2.1383276614618653e-06
Position 1754: 9.700869502054687e-07
Position 1628: 6.056739175222912e-07
Position 1640: 3.2757042697804017e-07
Position 1046: 2.3042066700543332e-07
Position 1055: 1.9302229015225982e-07
Position 826: 1.3211437769465596e-07
Position 54: 1.1278431412432096e-07
Position 199: 8.227165772135591e-08
Position 309: 6.75916278476961e-08
Position 1035: 6.366354589900515e-08
Position 560: 6.309124588821979e-08
Position 1174: 6.256610428629688e-08
Position 207: 2.1845923192877205e-08
Position 275: 1.5898483860550904e-08
Position 62: 9.880188254118988e-09
Position 312: 7.614567506510254e-09
Position 2087: 6.6666285486134485e-09
Position 540: 6.025902576122358e-09
Position 59: 2.456712749053159e-09
Position 64: 1.71807325025385e-09
Position 713: 2.507917721849204e-10
Position 724: 3.784366817032471e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1845: 0.9925548562403752
Position 2184: 0.20709529391574805
Position 1510: 0.18117139349868672
Position 2196: 0.09776137527977395
Position 2416: 0.020109643071745897
Position 689: 0.014644090009073673
Position 743: 0.00682724675872151
Position 1420: 0.005565281445856622
Position 718: 0.004806736986390283
Position 1624: 0.003858198368731176
Position 509: 0.003014194237224483
Position 1188: 0.0015323519135632048
Position 1115: 0.0014833086256504891
Position 629: 0.0014666020899725132
Position 2286: 0.0014361798315478832
Position 2311: 0.0014192705076015333
Position 912: 0.001230127363017003
Position 2156: 0.0009987906164192078
Position 755: 0.0008932563154814204
Position 1451: 0.0008265407495813138
Position 1375: 0.0008123501433714031
Position 1896: 0.0007823048546408397
Position 2252: 0.0006753865623613082
Position 548: 0.0006118947042417084
Position 1055: 0.0004630396652104852
Position 1935: 0.00038380104206031185
Position 1516: 0.00037828558049071264
Position 177: 0.00029901883010529886
Position 2276: 0.00026731261725225513
Position 1475: 0.00021778954414298498
Position 1478: 0.00021573830795118223
Position 2042: 0.00019171624410385836
Position 2446: 0.0001449696220258826
Position 597: 0.00011872301058492239
Position 574: 0.00010203631379032606
Position 1881: 9.601342745884275e-05
Position 974: 6.758819219153217e-05
Position 2365: 4.353709347487124e-05
Position 2049: 4.126762151083102e-05
Position 1085: 3.978940760922511e-05
Position 2025: 3.8676610629867044e-05
Position 2205: 3.504831289037102e-05
Position 609: 3.456849969109112e-05
Position 1061: 2.5972365378225178e-05
Position 560: 2.23918704120736e-05
Position 1124: 1.7603422403759947e-05
Position 455: 1.492279155601314e-05
Position 1130: 1.4563426060602461e-05
Position 788: 1.22064551257739e-05
Position 2265: 1.1138921812991611e-05
Position 523: 7.775748351972187e-06
Position 920: 7.747437675680024e-06
Position 320: 6.8222301577634694e-06
Position 1052: 6.734698109363515e-06
Position 965: 6.098139191750386e-06
Position 265: 4.047139078236049e-06
Position 88: 3.247282254924376e-06
Position 236: 1.7147954976659386e-08
Position 323: 1.5545390892762185e-08
Position 101: 1.273295694831073e-08
Position 527: 7.674859487210022e-09
Position 418: 5.21752766297408e-09
Position 533: 3.1834009424682487e-09
Position 247: 2.494233944147424e-09
Position 73: 1.4960827203188332e-09
