Gene = comm
index = 1652
Annotated 5SS: [734]
Annotated 3SS: [5158]
SMsplice 5SS: [734]
SMsplice 3SS: [5158]
top_k =  500
Partition function (log Z): -9.739017933372692

Sorted 5' Splice Sites (High to Low Probability):
Position 734: 0.9812433247597989
Position 1377: 0.11192488752514794
Position 1600: 0.07987166086750667
Position 5394: 0.03737093530401386
Position 2273: 0.036804861562009746
Position 5800: 0.028979594131167873
Position 5624: 0.02807706041030355
Position 161: 0.019226630097723792
Position 6518: 0.008390027015178025
Position 1910: 0.007858622590867805
Position 5785: 0.007813626988874625
Position 5851: 0.0051075171216941676
Position 1047: 0.004085514953064842
Position 1393: 0.0036752674665858865
Position 2277: 0.003632182892008874
Position 192: 0.0030029906292993284
Position 1753: 0.0024079958178642247
Position 1299: 0.0022488196110631883
Position 558: 0.0017383336972850326
Position 649: 0.0013120797980815425
Position 5644: 0.0012468309699028575
Position 522: 0.0012016852818067451
Position 5890: 0.0011261355859732757
Position 2039: 0.0010885338520581155
Position 2658: 0.0008892315173870488
Position 5778: 0.0008530717834478849
Position 5215: 0.0007544452771122886
Position 2225: 0.000603023612345927
Position 1158: 0.0004766956460107383
Position 2147: 0.00029767085618009653
Position 619: 0.0002460744104805134
Position 1381: 0.00020606632643711202
Position 5: 0.0001828578108039424
Position 165: 0.0001236345304299789
Position 526: 9.779238628570637e-05
Position 661: 6.086102103858212e-05
Position 1019: 5.673194549943322e-05
Position 1306: 5.281901529098149e-05
Position 1420: 4.2807483295685805e-05
Position 291: 4.092195409909696e-05
Position 145: 3.994165712692471e-05
Position 711: 3.7360010035353185e-05
Position 1409: 3.564384411375495e-05
Position 159: 3.310779481204589e-05
Position 156: 3.0269365691412405e-05
Position 744: 2.713000068754702e-05
Position 585: 2.2102121220361673e-05
Position 582: 2.094283445041096e-05
Position 1030: 2.0739372313860063e-05
Position 2810: 1.9913432115691787e-05
Position 636: 1.9908439293758637e-05
Position 738: 1.5296436380410018e-05
Position 919: 1.4800843246466792e-05
Position 1065: 1.3266583305814218e-05
Position 646: 8.53834254287991e-06
Position 1356: 6.334329031730935e-06
Position 835: 5.351470126838623e-06
Position 167: 4.411952377297274e-06
Position 1258: 4.169598656399087e-06
Position 1044: 3.867542070977097e-06
Position 147: 3.758914290782167e-06
Position 1250: 3.7555200754837007e-06
Position 1660: 3.657463028154954e-06
Position 1808: 3.4694563463775046e-06
Position 253: 3.3683192545486514e-06
Position 136: 3.1612060392073027e-06
Position 1525: 2.9485350469058404e-06
Position 320: 2.5592386059878346e-06
Position 1186: 1.912033279970747e-06
Position 814: 1.6318116572463318e-06
Position 453: 1.3279295486049305e-06
Position 676: 1.2910998821330657e-06
Position 377: 9.557363710046355e-07
Position 1088: 9.40557626079303e-07
Position 529: 7.286178661521211e-07
Position 1502: 5.802811130870283e-07
Position 451: 5.487680271677991e-07
Position 125: 3.1120691435451195e-07
Position 9: 2.598346387654342e-07
Position 131: 1.6191286815452393e-07
Position 483: 7.081430825977171e-08
Position 133: 1.7724448496349933e-08
Position 669: 1.9693309216417204e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5158: 0.8346047266177914
Position 6136: 0.11160948898653843
Position 894: 0.07241731545296945
Position 1483: 0.07083339507989574
Position 5677: 0.04156390052621828
Position 1665: 0.0225129084482866
Position 6144: 0.022475943397102422
Position 870: 0.017417408161817628
Position 5105: 0.017380194047423057
Position 1823: 0.014526083275992231
Position 1850: 0.012740622573082857
Position 6182: 0.012023404662406196
Position 1727: 0.010613193786264595
Position 1150: 0.009396642273764728
Position 900: 0.009264423545774815
Position 5460: 0.00860503671857519
Position 1056: 0.00824507405673334
Position 5454: 0.007296576405284404
Position 253: 0.007244677622042597
Position 6577: 0.007056992947669725
Position 5683: 0.006256757902559293
Position 216: 0.00578777957471668
Position 6620: 0.005730331615151244
Position 968: 0.004813510291576419
Position 233: 0.0039911277511497836
Position 5457: 0.003921261896310112
Position 947: 0.003868253659918303
Position 1240: 0.0037126230613603543
Position 846: 0.0036444581674835936
Position 6239: 0.003380008759858477
Position 1488: 0.003144457811399112
Position 6217: 0.00224117740652336
Position 6258: 0.0017335564786282623
Position 692: 0.0012837467729028469
Position 6745: 0.0012000044376234795
Position 2875: 0.000795361798398819
Position 4997: 0.0006486927863999354
Position 5178: 0.0006330261444162898
Position 3960: 0.0006198716543262141
Position 4512: 0.0005889380725037828
Position 5957: 0.0005873456585415393
Position 5253: 0.0005322814389321439
Position 3861: 0.0005275487677467796
Position 2341: 0.0004948599074796839
Position 5032: 0.0004733092849849534
Position 5072: 0.00046777688593261567
Position 1592: 0.0004205339621455015
Position 1425: 0.00039785845425376846
Position 1420: 0.0003470711876683507
Position 1568: 0.0003440040895947002
Position 3457: 0.00033043304184719063
Position 2522: 0.00032261368278585137
Position 707: 0.0003025077548131113
Position 918: 0.00029609984243312394
Position 4648: 0.0002882951330737862
Position 1497: 0.000284122980415562
Position 476: 0.00025566971153303966
Position 1525: 0.00025164464440604684
Position 1342: 0.00023490790965614774
Position 2556: 0.00021070049595771026
Position 3165: 0.00016942278016000506
Position 314: 0.00016514112557162292
Position 3494: 0.00016003037485984967
Position 3115: 0.00013620542406722047
Position 4105: 0.00013159057149827856
Position 432: 0.00012288396740277695
Position 3071: 0.00010279531248485262
Position 377: 8.871151155484046e-05
Position 4176: 7.415914031561201e-05
