Gene = Kaz1-ORFB
index = 1242
Annotated 5SS: [818]
Annotated 3SS: [865]
SMsplice 5SS: [532]
SMsplice 3SS: [594]
top_k =  500
Partition function (log Z): -7.778147263634884

Sorted 5' Splice Sites (High to Low Probability):
Position 532: 0.26553371157910305
Position 536: 0.2378950671059305
Position 257: 0.22727848688968197
Position 540: 0.13297661685031514
Position 818: 0.12314597260081102
Position 485: 0.10659578508725687
Position 205: 0.05442764710384213
Position 1151: 0.038231046167571975
Position 442: 0.02284306721346449
Position 498: 0.01485344632067369
Position 370: 0.006526378715978355
Position 760: 0.0034685409542703533
Position 82: 0.0028534161383443066
Position 701: 0.0016171990427514228
Position 252: 0.00115496825937994
Position 246: 0.0010085410087755876
Position 1198: 0.0006541751457385647
Position 261: 0.0004127652493797554
Position 1301: 0.00038175111178429455
Position 194: 0.00025609585071902996
Position 824: 0.0002274595436723828
Position 516: 0.00021997472325350286
Position 326: 0.0002028009902017935
Position 329: 0.00014962601655149616
Position 1297: 0.00014594466563245688
Position 415: 0.00014135683364603735
Position 400: 0.00012140762724211084
Position 1241: 0.0001180183354362411
Position 544: 0.00011692090807492534
Position 321: 7.43831805508954e-05
Position 489: 7.372554086386662e-05
Position 378: 3.162406356276116e-05
Position 16: 2.7589870891455244e-05
Position 30: 2.5618486963729548e-05
Position 33: 1.2043664566463935e-05
Position 177: 9.24219813771759e-06
Position 197: 8.08000937203577e-06
Position 602: 3.965476996918614e-06
Position 345: 3.8005379105444185e-06
Position 284: 3.563044805154315e-06
Position 86: 3.2890898270130312e-06
Position 753: 2.450725583957853e-06
Position 135: 1.6038056723438897e-06
Position 469: 1.5500406827581328e-06
Position 827: 1.3482396417933503e-06
Position 300: 9.992616472196244e-07
Position 446: 6.772151316678928e-07
Position 187: 3.902441318916669e-07
Position 673: 3.729989709287667e-07
Position 649: 2.9658794264833864e-07
Position 564: 2.7375369900893863e-07
Position 692: 1.1674244796546191e-07
Position 1155: 5.647314556260773e-08
Position 24: 3.514086316222934e-09
Position 608: 8.883669375038489e-10
Position 587: 3.42084738771422e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 594: 0.9070687467313809
Position 871: 0.14669289574628522
Position 442: 0.07509934289103613
Position 1229: 0.02186674958345295
Position 649: 0.02061521794239937
Position 704: 0.01879969039629725
Position 1399: 0.009096615444614058
Position 284: 0.008248890839719282
Position 1287: 0.006850577338118157
Position 291: 0.0030523344759970823
Position 903: 0.002875098257405074
Position 412: 0.002564352060469077
Position 915: 0.0021985904176968656
Position 135: 0.0020313573327290666
Position 723: 0.0019134185788143622
Position 865: 0.0017761336044400664
Position 497: 0.0016036384194435716
Position 420: 0.0012668979391413707
Position 1261: 0.0012402445199434264
Position 527: 0.0010088007869742711
Position 1067: 0.000851940329431428
Position 1267: 0.0008127935265151792
Position 750: 0.0007640690167396721
Position 1305: 0.000708233643011773
Position 821: 0.000636530192902968
Position 446: 0.0005562507741787721
Position 140: 0.0005095553550578878
Position 858: 0.0003896120027879975
Position 1023: 0.0003404216835125943
Position 1091: 0.0002707639707086043
Position 1179: 0.0002445987429095743
Position 489: 0.00023777464178581896
Position 662: 0.00023302288277352384
Position 1240: 0.0002262730796062559
Position 257: 0.000164217933719768
Position 763: 0.00016343459078313892
Position 989: 0.0001526316285783168
Position 424: 0.00015029379987890437
Position 1272: 0.0001249932493244686
Position 681: 9.853393657750654e-05
Position 753: 9.795344897634788e-05
Position 1354: 8.626357417285805e-05
Position 378: 3.551033984468399e-05
Position 246: 2.4134676181123375e-05
Position 261: 1.8458695684516134e-05
Position 125: 1.7168912937248648e-05
Position 86: 1.3610021115087958e-05
Position 673: 1.1151404346097195e-05
Position 68: 9.057177638240541e-06
Position 458: 6.7479446579747485e-06
Position 102: 6.171138432632253e-06
Position 370: 5.754047441376308e-06
Position 197: 5.3148375541622305e-06
Position 923: 1.7363928405325795e-06
Position 1122: 3.958654781589571e-07
Position 177: 2.731599301929755e-07
Position 224: 1.3925143876482628e-08
Position 194: 1.8765125967957975e-10
Position 209: 1.5602110657989299e-19
