Gene = ecd
index = 1690
Annotated 5SS: [362]
Annotated 3SS: [434]
SMsplice 5SS: [362]
SMsplice 3SS: [434]
top_k =  500
Partition function (log Z): -10.285809992250439

Sorted 5' Splice Sites (High to Low Probability):
Position 362: 0.9361024063878773
Position 232: 0.033787239385723304
Position 554: 0.01734866276217679
Position 1866: 0.010087986163052643
Position 375: 0.008942586453430346
Position 292: 0.007262002901022324
Position 1004: 0.007259470947802969
Position 650: 0.006947550723635568
Position 732: 0.005863739968040418
Position 496: 0.004306604453091432
Position 169: 0.003269172949283412
Position 138: 0.0023873580576181832
Position 2063: 0.0020155684821341543
Position 628: 0.0009691191029218858
Position 616: 0.0006886220697596424
Position 1697: 0.0004787300189153088
Position 754: 0.00044236354006341096
Position 1307: 0.00038352479487881327
Position 845: 0.00037226442545026174
Position 654: 0.0003556179890798757
Position 778: 0.00029019223498478927
Position 911: 0.0001756493638203001
Position 781: 0.000163236911523566
Position 111: 0.00015519257894697626
Position 992: 0.00010749298523334957
Position 1896: 0.00010719292150526658
Position 1796: 5.334645772837658e-05
Position 641: 2.6955770600360512e-05
Position 133: 7.3916992443631655e-06
Position 115: 1.6529083084177712e-06
Position 243: 7.793081270254571e-07
Position 493: 5.44400048660636e-07
Position 392: 4.5475019106319143e-07
Position 461: 3.307943818610505e-07
Position 725: 2.583787216289441e-07
Position 528: 1.0673432553841256e-07
Position 500: 9.148712177334965e-08
Position 657: 7.878107312793163e-08
Position 503: 5.601054273709178e-08
Position 17: 5.252512948096534e-08
Position 574: 3.471879674187836e-08
Position 24: 2.5976214772744524e-08
Position 279: 8.892378213568292e-09
Position 26: 1.8953119351036335e-09
Position 264: 6.143011140403964e-10
Position 423: 5.155930520293226e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 434: 0.8639170589154611
Position 844: 0.09123343454503967
Position 1918: 0.02879132119549176
Position 1939: 0.022728055583983765
Position 2139: 0.008608209879498471
Position 291: 0.006213926465420206
Position 769: 0.004604049984833133
Position 1048: 0.0031957876974159937
Position 2104: 0.0027389846005330116
Position 915: 0.0018174116382849693
Position 1045: 0.0015829305455107381
Position 486: 0.0014656503052252932
Position 1388: 0.0014582572113893805
Position 207: 0.001367944920131578
Position 1135: 0.0011935128850048026
Position 1063: 0.00116048527160942
Position 1495: 0.0011511776342012794
Position 285: 0.0007262624687409962
Position 236: 0.0006520359174147361
Position 520: 0.0006504276345360742
Position 1750: 0.0006048815273882303
Position 889: 0.0005835286631448076
Position 1327: 0.0005819637712897387
Position 874: 0.000502519502348261
Position 2117: 0.0004386694255798755
Position 1666: 0.00027688312134073646
Position 250: 0.0002532271965482364
Position 1889: 0.0001713439374287031
Position 811: 0.00015631454630332255
Position 637: 0.0001437015633598233
Position 886: 0.00013776535227012966
Position 1682: 0.0001369193240667452
Position 279: 9.288841217206191e-05
Position 693: 8.606448493774286e-05
Position 1564: 7.777403059309412e-05
Position 1580: 7.64800751772839e-05
Position 1343: 7.520329861972163e-05
Position 667: 7.461791077481804e-05
Position 1192: 7.154151121871665e-05
Position 676: 6.977863473867585e-05
Position 174: 6.249374471903768e-05
Position 864: 5.517944361385121e-05
Position 1960: 5.1058704791215404e-05
Position 1516: 4.913544824199705e-05
Position 1435: 4.745772963379037e-05
Position 1467: 3.5568814813553525e-05
Position 387: 3.47101681587659e-05
Position 1588: 3.43353556787164e-05
Position 1174: 3.263015979422728e-05
Position 1114: 2.8172006351030383e-05
Position 690: 1.3481860451420091e-05
Position 257: 1.2722980465254485e-05
Position 802: 1.2624433582728069e-05
Position 156: 1.2077760376764485e-05
Position 273: 6.245888041791495e-06
Position 243: 3.9654930051062335e-06
Position 312: 1.5948855730672168e-07
Position 351: 1.5112556137400324e-07
Position 219: 1.401388197194356e-07
Position 180: 1.3843200355031563e-07
Position 805: 9.692579576932083e-08
Position 589: 4.7939820120189945e-08
Position 574: 3.450110629252151e-08
Position 296: 2.8844026029724135e-08
Position 778: 2.855572212862747e-08
Position 61: 1.518848964538165e-08
Position 97: 9.204342169289624e-09
Position 348: 8.012414710327812e-09
Position 345: 2.7411269054144e-09
Position 101: 2.073281902548926e-09
Position 73: 2.0215558827252413e-09
Position 64: 1.186455956037731e-09
Position 330: 1.1001476962095063e-09
Position 315: 7.631842009834065e-10
Position 123: 7.059594582906226e-10
Position 90: 1.202336774663584e-10
Position 80: 4.192053111341632e-11
Position 126: 1.939749786914992e-11
Position 493: 1.1151108789204347e-11
Position 67: 2.1712690759692446e-12
Position 111: 8.820620071139674e-13
Position 252: 5.167965715354529e-13
Position 333: 4.99966521360907e-13
Position 86: 1.0710384085058205e-13
Position 138: 8.064380100503596e-14
