Gene = GlyP
index = 1192
Annotated 5SS: [ 442 4155 5832]
Annotated 3SS: [3625 4224 5917]
SMsplice 5SS: [ 442 4155 5832]
SMsplice 3SS: [3625 4224 5917]
top_k =  500
Partition function (log Z): -0.7203474299081144

Sorted 5' Splice Sites (High to Low Probability):
Position 442: 0.9973524112175803
Position 5832: 0.984155103546826
Position 4155: 0.8362518985541455
Position 5154: 0.34125833541850087
Position 2959: 0.08886704350057197
Position 3485: 0.07160725243594682
Position 5676: 0.060842267770595634
Position 2930: 0.028013611035027603
Position 4027: 0.00978133491535392
Position 5379: 0.005268710647134313
Position 3570: 0.0035885772498384116
Position 262: 0.002803486625580233
Position 4909: 0.002621832694151178
Position 4419: 0.002438961367460276
Position 3055: 0.0020485669929831774
Position 5161: 0.0018670805257179862
Position 1667: 0.0018330708507599634
Position 3102: 0.0017057215782938261
Position 4816: 0.0016056135572817094
Position 4452: 0.0013957411313717306
Position 4159: 0.0011447072085203325
Position 3483: 0.0011179510869626143
Position 3459: 0.0010296821679095874
Position 3402: 0.0006056716330665313
Position 391: 0.000549475532365998
Position 3259: 0.0005353231516356049
Position 3222: 0.0005211490629680789
Position 1656: 0.00046988395164144635
Position 3265: 0.00043524578068167123
Position 2921: 0.00040034894076240973
Position 3170: 0.0003888617834046151
Position 2034: 0.0003727056804546583
Position 2272: 0.00027905687184351293
Position 52: 0.00026565509006269163
Position 1312: 0.00023184675551235663
Position 2142: 0.00021595232823083714
Position 811: 0.00021205843578111277
Position 280: 0.0002032623917860589
Position 4097: 0.00018829502433318163
Position 6197: 0.0001743389596984552
Position 1783: 0.00016706496606742273
Position 5998: 0.0001644409830608492
Position 4175: 0.0001623679979852306
Position 3127: 0.00016059561093644624
Position 2622: 0.00015497565094630555
Position 2737: 0.0001404542178349195
Position 244: 0.00012742756429572053
Position 3069: 0.00012358015293001295
Position 46: 0.00011731716116550309
Position 1071: 0.0001167883174275316
Position 1942: 0.00011165911281849758
Position 3195: 9.692506898253279e-05
Position 3453: 9.505529708845355e-05
Position 2963: 9.457754823000311e-05
Position 6171: 8.324423932320148e-05
Position 2488: 7.557551342852106e-05
Position 3358: 7.484312635592575e-05
Position 6020: 5.714391676571175e-05
Position 5141: 4.73706505263726e-05
Position 2024: 4.093344671238867e-05
Position 3911: 4.067041533712472e-05
Position 4150: 3.528252630826186e-05
Position 3876: 3.006460224530346e-05
Position 1954: 2.6001080790376322e-05
Position 5607: 2.4417734333569592e-05
Position 107: 2.4185813006961995e-05
Position 5756: 2.413607919914823e-05
Position 6135: 2.2936315473614634e-05
Position 2634: 2.1932254669255193e-05
Position 6321: 1.9139353092222433e-05
Position 5479: 1.4639898327938278e-05
Position 5667: 1.461335079611732e-05
Position 6367: 1.4549883674508492e-05
Position 1787: 1.4461863850345602e-05
Position 58: 1.3981386369792568e-05
Position 4400: 1.0949651552603204e-05
Position 720: 1.032250187462035e-05
Position 771: 1.0260569755415751e-05
Position 1419: 9.490140021162651e-06
Position 5361: 9.150882346478508e-06
Position 1520: 8.774297801463198e-06
Position 2066: 7.181327361972809e-06
Position 6104: 6.188357036604633e-06
Position 36: 4.302693816425918e-06
Position 4574: 4.237728131669667e-06
Position 1759: 3.6180748755690255e-06
Position 4352: 3.5392152352309544e-06
Position 2452: 3.2245589852711266e-06
Position 1323: 3.223884382599101e-06
Position 5010: 3.1516200913288556e-06
Position 319: 2.795539612732461e-06
Position 3837: 2.423067184831149e-06
Position 1274: 2.37872727941935e-06
Position 5024: 2.270331592190372e-06
Position 3786: 2.211693588045445e-06
Position 4234: 2.1570563829838335e-06
Position 33: 1.5890556744305059e-06
Position 40: 1.172851534778363e-06
Position 63: 1.0052215547043998e-06
Position 76: 9.596190429098133e-07
Position 1103: 5.1763707841818734e-08
Position 61: 4.7365692851417994e-08
Position 70: 3.257713429510586e-08
Position 446: 2.5283414586330872e-08
Position 334: 1.9896793244347664e-08
Position 483: 1.4692753835814023e-08
Position 271: 8.59659751801699e-09
Position 336: 6.612213461134541e-09
Position 90: 5.674473096515818e-09
Position 201: 4.1400172154133716e-09
Position 1589: 3.754630925071032e-09
Position 510: 1.465203281552498e-09
Position 4560: 1.1201073390265055e-09
Position 3774: 8.474533590183853e-10
Position 3789: 8.040098060772911e-10
Position 3871: 7.539570621219256e-10
Position 4695: 6.431324022801207e-10
Position 4046: 5.442969779763165e-10
Position 4746: 3.892573912225539e-10
Position 507: 3.301814987348785e-10
Position 4567: 2.9564891292503577e-10
Position 963: 2.3454454673286845e-10
Position 547: 3.0454587051099593e-11
Position 487: 1.3801052579164238e-11
Position 376: 1.0678408834488116e-11
Position 1055: 1.6693960295850275e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5917: 0.9988075964517971
Position 3625: 0.8096016362584819
Position 4224: 0.7259371881217134
Position 5221: 0.44135056432277814
Position 2675: 0.16685202233048457
Position 5153: 0.054858236399771554
Position 5732: 0.04211223804857624
Position 3288: 0.03311449124258698
Position 4247: 0.02886666719920159
Position 5450: 0.023969133977754693
Position 2647: 0.01924152714289359
Position 3596: 0.01132721576967759
Position 5756: 0.011077345194472402
Position 3473: 0.009884228689094351
Position 3007: 0.006924848378538155
Position 3700: 0.006911789605821388
Position 2514: 0.005357975697865923
Position 3892: 0.004619855764565252
Position 3889: 0.004024824583443671
Position 3570: 0.0035610634451548988
Position 5469: 0.0034690671589772126
Position 5048: 0.003294424127131394
Position 3238: 0.0032604124862018902
Position 2710: 0.00273728655246798
Position 2691: 0.002651650259650823
Position 2800: 0.002340209524716839
Position 2783: 0.0021935972459888953
Position 2622: 0.00214601566983366
Position 1933: 0.0017218180206239396
Position 4838: 0.0014935726816153406
Position 2223: 0.001442134279212846
Position 2870: 0.001385358246093835
Position 3649: 0.0013667840954809858
Position 3401: 0.0013532136839031442
Position 4370: 0.00127114069535273
Position 2897: 0.0011792887195327083
Position 2331: 0.0011089981962535483
Position 3453: 0.0009682554151261267
Position 324: 0.0009142771950747926
Position 3410: 0.000803338600354894
Position 3295: 0.0007971815998095565
Position 1810: 0.0007655831249032694
Position 2069: 0.0006770852230505221
Position 1100: 0.0006764442377580655
Position 3161: 0.0006439926099214167
Position 3124: 0.0006336998493542261
Position 504: 0.0005337634078515239
Position 507: 0.0004222967775869064
Position 1174: 0.0004166124357726597
Position 6241: 0.0003959644153107376
