Gene = heix
index = 1724
Annotated 5SS: [987]
Annotated 3SS: [1664]
SMsplice 5SS: [ 987 1457]
SMsplice 3SS: [1348 1664]
top_k =  500
Partition function (log Z): -9.406282332257959

Sorted 5' Splice Sites (High to Low Probability):
Position 987: 0.7589655757835713
Position 1457: 0.561335940060737
Position 655: 0.20131085690986344
Position 1817: 0.09665997754755783
Position 3212: 0.09364718130958671
Position 616: 0.06747359172474329
Position 2561: 0.05992551031296556
Position 1839: 0.056317200014625195
Position 2396: 0.04750803170382877
Position 1073: 0.03161218526553356
Position 1089: 0.020723900651117268
Position 624: 0.018757319439781275
Position 3031: 0.018531374043282617
Position 2318: 0.013607052022616707
Position 224: 0.00926286820927201
Position 1442: 0.008674798639927756
Position 2010: 0.008493475867656041
Position 247: 0.007266747758953632
Position 2136: 0.005987538334969821
Position 2054: 0.005196990526410978
Position 460: 0.0047818782682944915
Position 451: 0.004322460454505744
Position 1220: 0.003284743852687013
Position 2806: 0.0030102466684448223
Position 1492: 0.0029748553889490355
Position 1330: 0.0029682244580901337
Position 894: 0.002472473598830805
Position 1810: 0.0023716611565958337
Position 1025: 0.0020668269677799255
Position 429: 0.0018908060010638134
Position 2243: 0.0018277016853126095
Position 669: 0.0009786910667509755
Position 257: 0.0007236790503252632
Position 1897: 0.0006535477431662278
Position 2035: 0.0005810729725091311
Position 1241: 0.0005225252592536222
Position 2101: 0.0004702520280747977
Position 2555: 0.0004103721411446454
Position 960: 0.00033865492657451804
Position 40: 0.0003352433449856383
Position 2120: 0.0003259889548294224
Position 818: 0.0003189917772688326
Position 34: 0.0002674836758087959
Position 1334: 0.00023155606255394095
Position 2860: 0.0002008585725882854
Position 520: 0.0001925196796041866
Position 69: 0.00017963125617049983
Position 2311: 0.00017597283282089145
Position 347: 0.00017315153789355624
Position 646: 0.00015330454518330784
Position 867: 0.00014914337327225202
Position 2346: 0.0001324636293953862
Position 48: 0.0001058371070807485
Position 2117: 9.617108414451187e-05
Position 29: 9.158463534271813e-05
Position 633: 8.565638755652407e-05
Position 260: 7.87352143117021e-05
Position 526: 5.673318663070224e-05
Position 1793: 4.4305511737647697e-05
Position 636: 4.135110769867592e-05
Position 2108: 3.636417573158738e-05
Position 1153: 3.262100750636479e-05
Position 897: 3.2507147861006946e-05
Position 716: 1.8189867208173885e-05
Position 502: 1.3060600934040471e-05
Position 386: 1.0612739754305737e-05
Position 15: 1.047290640484941e-05
Position 777: 8.936108530014035e-06
Position 1245: 6.792922760496167e-06
Position 1556: 5.242138373371933e-06
Position 177: 4.801148715545812e-06
Position 345: 4.629459844778376e-06
Position 764: 2.5645815048209975e-06
Position 534: 2.071467172505693e-06
Position 870: 1.525232229663744e-06
Position 830: 1.330165056726479e-06
Position 1338: 1.2184322041439384e-06
Position 497: 1.0890970166297337e-06
Position 758: 2.405432668976512e-10
Position 772: 1.392859686346905e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1664: 0.9032602137742238
Position 1348: 0.4791368300537134
Position 744: 0.21529789841587083
Position 1896: 0.16734843069212116
Position 3292: 0.12201058414791002
Position 2641: 0.055515955802814584
Position 3105: 0.024289123631690553
Position 2186: 0.022507662767747665
Position 1542: 0.02130906089572593
Position 2859: 0.020960828721396596
Position 1153: 0.02023803856367949
Position 1384: 0.010487942050549969
Position 2588: 0.010206731512694122
Position 3630: 0.00830770496771076
Position 2383: 0.00766515108222778
Position 2108: 0.0041402873432063066
Position 2370: 0.0038951978464014814
Position 2790: 0.0033800867749981638
Position 1328: 0.0032693938456503043
Position 339: 0.0029991718683564732
Position 693: 0.0029873166216953374
Position 520: 0.00297957687249756
Position 923: 0.002239627523449113
Position 2518: 0.001970278765075381
Position 1368: 0.0018842913191917884
Position 1603: 0.001606579584852858
Position 1356: 0.0013211053353305233
Position 2444: 0.0012804229127514092
Position 2928: 0.0011978864932680104
Position 3589: 0.0011653422479914275
Position 2476: 0.0010640275979064916
Position 818: 0.0009023874717379044
Position 772: 0.0007090568229228561
Position 1182: 0.000653509143345307
Position 1042: 0.0005158687489394537
Position 116: 0.00047340141820607635
Position 1245: 0.0004042923583782859
Position 1966: 0.00030339286237641007
Position 589: 0.0002995509669349409
Position 798: 0.0002733591738811958
Position 360: 0.00022851476615064334
Position 938: 0.00019966047041591992
Position 497: 0.00011338445779493255
Position 1073: 7.816274607405634e-05
Position 376: 6.877140300022711e-05
Position 1420: 6.329744121370076e-05
Position 556: 5.0537299667477465e-05
Position 2410: 4.464298004311582e-05
Position 559: 3.9871260912082424e-05
Position 897: 3.060970145286513e-05
