Gene = vri
index = 1930
Annotated 5SS: [17223 18969]
Annotated 3SS: [18620 19076]
SMsplice 5SS: [  566 18969]
SMsplice 3SS: [18620 19076]
top_k =  500
Partition function (log Z): -3.776536115413621

Sorted 5' Splice Sites (High to Low Probability):
Position 18969: 0.9992474278142177
Position 566: 0.9634574329032863
Position 13324: 0.4913597927333022
Position 19649: 0.3667065693645573
Position 11801: 0.22782230110244225
Position 10502: 0.19913270060663518
Position 13521: 0.1814190244998725
Position 21373: 0.0884508717276052
Position 10808: 0.06880724948024532
Position 6493: 0.05013012537000544
Position 10918: 0.04402472419038724
Position 21099: 0.03973673658566816
Position 20949: 0.03589352389986379
Position 19484: 0.03042406940316418
Position 8810: 0.025238222226267565
Position 11796: 0.024791090563741132
Position 600: 0.020614653374824914
Position 10846: 0.013852976284655993
Position 20213: 0.011533598099821945
Position 14150: 0.009908770631028982
Position 1307: 0.008667838056825979
Position 3192: 0.008647462611853762
Position 9820: 0.00756706815832469
Position 604: 0.007550339088276063
Position 22102: 0.006845791709240924
Position 6076: 0.0066052403730478704
Position 10812: 0.0063500787824368275
Position 946: 0.0060626723374656195
Position 615: 0.006049999592959302
Position 8674: 0.005360550512698444
Position 15115: 0.0053411351524707065
Position 21391: 0.00377439104489099
Position 10814: 0.003646453355668377
Position 12488: 0.0036075804925774476
Position 20773: 0.0035418975467501872
Position 13490: 0.0033518978463779802
Position 6357: 0.002302878052496845
Position 20933: 0.0022795230233093686
Position 926: 0.00220253205486236
Position 20684: 0.0020388957797732145
Position 10149: 0.0020207167182827697
Position 9824: 0.0019218166242231656
Position 21192: 0.0018063698342544142
Position 13858: 0.0016949086082989316
Position 9187: 0.0016337735401089704
Position 2115: 0.001611711770606175
Position 13463: 0.0016013396661546297
Position 6388: 0.0014380480087840372
Position 6092: 0.001422610426691311
Position 6082: 0.001415422078036948
Position 4317: 0.001406059290745406
Position 13450: 0.0013989033310634964
Position 13690: 0.0013512433408221444
Position 21095: 0.0013163555347443772
Position 19712: 0.0012490548525335547
Position 389: 0.0010818537192314296
Position 1148: 0.0010607911051212378
Position 13785: 0.001056320863375031
Position 204: 0.0009584826805729043
Position 6072: 0.0009405086006448227
Position 10822: 0.0008441486113056478
Position 10824: 0.000820236435937731
Position 18975: 0.0004162709379660783
Position 21369: 0.00037488670284104594
Position 19629: 0.00030896947552539687
Position 20937: 0.0002930374495094624
Position 20189: 0.0002636556556127059
Position 2814: 0.00023197555280612966
Position 2333: 0.00015436731693322788
Position 19976: 0.0001377001256473616
Position 2729: 8.919675415379762e-05
Position 2818: 7.997444633003129e-05
Position 624: 6.684481099398146e-05
Position 579: 6.42359538404456e-05
Position 2796: 5.366533733389326e-05
Position 21608: 3.7334439924109726e-05
Position 20078: 3.107395050356801e-05
Position 2835: 3.102263594268098e-05
Position 2459: 2.1027824535675685e-05
Position 331: 1.4553547621674686e-05
Position 3527: 1.2205804794501099e-05
Position 21345: 1.1812876808414775e-05
Position 2620: 1.1303841966765576e-05
Position 827: 8.060322955284468e-06
Position 651: 8.048863490155666e-06
Position 1570: 7.309226129585771e-06
Position 2668: 6.77779589992876e-06
Position 860: 6.723920214682385e-06
Position 456: 5.732566250481007e-06
Position 964: 5.450588137563854e-06
Position 1753: 5.448207409642285e-06
Position 19914: 4.757699046508479e-06
Position 572: 3.3213595825706213e-06
Position 1424: 2.062729190822899e-06
Position 1416: 1.669945925389288e-06
Position 588: 1.2848158267878188e-06
Position 1129: 1.0574536146118823e-06
Position 1048: 1.0570672529423083e-06
Position 69: 7.709008160999484e-07
Position 215: 7.057956213511983e-07
Position 1035: 6.67711262699774e-07
Position 175: 6.384587036080273e-07
Position 570: 6.332418443713554e-07
Position 972: 4.0631465788627963e-07
Position 446: 2.82708650002149e-07
Position 240: 1.9353889864451687e-07
Position 162: 1.6823809524925083e-07
Position 311: 1.1030553588156766e-07
Position 19209: 3.897501860698346e-08
Position 393: 3.110831552912595e-08
Position 96: 2.5500513646195782e-08
Position 561: 1.8262421857217073e-08
Position 118: 9.512840250114005e-09
Position 381: 5.671670690257622e-09
Position 1009: 4.774229400072609e-09
Position 116: 4.37628593694398e-09
Position 998: 3.860687246794258e-09
Position 338: 2.8191853869909684e-09
Position 106: 7.362840782935049e-11
Position 4: 6.21137566055405e-11
Position 50: 5.088338772218611e-11
Position 11: 4.270318584223992e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 18620: 0.9997981315057566
Position 19076: 0.9615747785097465
Position 10570: 0.2894893351005739
Position 13166: 0.24326821023887307
Position 21020: 0.22953678858188184
Position 13376: 0.20196254279086978
Position 21555: 0.18034396898946817
Position 10369: 0.1652624929491642
Position 21841: 0.10278410929116436
Position 11173: 0.09590844823907786
Position 12421: 0.06322816420693193
Position 12881: 0.06275840298594414
Position 11871: 0.05515579288831055
Position 9636: 0.03903112840903456
Position 19032: 0.03516470980253895
Position 11921: 0.034129574335590974
Position 8598: 0.02977730198186519
Position 13049: 0.019093262112077798
Position 6443: 0.018666420420915465
Position 21155: 0.012567773304662837
Position 6141: 0.011105311019817906
Position 22272: 0.010998209654929016
Position 22168: 0.010289663989604365
Position 726: 0.009687374890144889
Position 19975: 0.009575041526711115
Position 5432: 0.008541475246954536
Position 6304: 0.008479664297789308
Position 5479: 0.008441937823001396
Position 21257: 0.007668038056294199
Position 21479: 0.0069497811980702455
Position 11195: 0.006700042136292898
Position 10634: 0.0063442986982499795
Position 21261: 0.006138101209779275
Position 19774: 0.0059212603018444976
Position 699: 0.005653949292862255
Position 6398: 0.005356404750969409
Position 22221: 0.005313336439535178
Position 9668: 0.004610159367373394
Position 12487: 0.004500370405915649
Position 12154: 0.003784255006291436
