Gene = ms(3)76Ba
index = 1798
Annotated 5SS: [192 287]
Annotated 3SS: [253 346]
SMsplice 5SS: [192]
SMsplice 3SS: [346]
top_k =  500
Partition function (log Z): -6.257680047317172

Sorted 5' Splice Sites (High to Low Probability):
Position 192: 0.9415032266850292
Position 287: 0.18552784216336135
Position 385: 0.006641908245429138
Position 768: 0.004717986899638127
Position 119: 0.0031900084897259376
Position 905: 0.001497528277487205
Position 1121: 0.0013924532308993108
Position 390: 0.0008990539233516001
Position 1916: 0.00038522928909717015
Position 267: 0.000308015681591782
Position 1108: 0.0001511323865986287
Position 918: 0.00012351401580071658
Position 1552: 0.00011535776388622856
Position 735: 7.921215257208524e-05
Position 435: 7.062840393036495e-05
Position 1872: 6.0105114684777064e-05
Position 1456: 4.688327505882625e-05
Position 593: 3.829378160665874e-05
Position 438: 3.056756538560572e-05
Position 2270: 2.7376646674855795e-05
Position 2359: 1.9123512714774956e-05
Position 451: 1.787776507662559e-05
Position 540: 1.0635461846239972e-05
Position 89: 4.1668758244427966e-07
Position 60: 3.553528565286413e-07
Position 39: 3.0022009465778116e-07
Position 555: 8.940119013008147e-08
Position 246: 2.8908466377158962e-08
Position 75: 1.8012656681625214e-08
Position 911: 1.6905427214071585e-08
Position 596: 1.16253448871508e-08
Position 374: 1.039303092817074e-08
Position 702: 4.43671430950114e-09
Position 691: 3.4486145923587925e-09
Position 746: 2.818303656552322e-09
Position 393: 2.6458323474608253e-09
Position 607: 1.3784546662207862e-09
Position 343: 3.906179850712909e-13
Position 379: 2.7776139700757685e-16
Position 349: 7.34577813274528e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 346: 0.7103145008706954
Position 253: 0.18173721981534388
Position 343: 0.07127648988871377
Position 634: 0.03757747085889212
Position 1430: 0.026694901055551723
Position 1262: 0.024734024288782436
Position 267: 0.021150883833184333
Position 374: 0.017321363353549186
Position 359: 0.009506906568179497
Position 389: 0.007794171440129889
Position 1812: 0.00496402843450817
Position 1211: 0.002549314352096179
Position 1196: 0.002220058444476701
Position 1576: 0.0018587936885731248
Position 291: 0.0017688846795731689
Position 1400: 0.0014370675021591537
Position 995: 0.0014052369217061487
Position 191: 0.0013834809119213456
Position 564: 0.0012995024656939998
Position 660: 0.0012945115646345515
Position 470: 0.001273388664381769
Position 2059: 0.0012309058078765116
Position 1993: 0.0011122319762545746
Position 818: 0.001017699759632325
Position 1008: 0.0009856751705743694
Position 272: 0.0008328431869888698
Position 1975: 0.0008247720887708105
Position 1053: 0.0008076749336616806
Position 2256: 0.0006494756738953995
Position 1995: 0.0006123411476503768
Position 1864: 0.0005958622780534986
Position 1138: 0.0005904623556385307
Position 1313: 0.0005016455658536858
Position 451: 0.00047147372260974274
Position 537: 0.0004302814657720187
Position 435: 0.0004042258351191704
Position 1519: 0.0003887750773597163
Position 1058: 0.0003445717773176066
Position 1108: 0.00034212623753591184
Position 1542: 0.0002969679974678557
Position 1939: 0.0002538827264979544
Position 1646: 0.00024787154765349594
Position 865: 0.00024737521346731737
Position 2125: 0.0002375836332286953
Position 968: 0.0002353448913066643
Position 2151: 0.00022948445734897763
Position 1742: 0.0002160313737156805
Position 1466: 0.00020797122548920033
Position 1434: 0.00019365838250866562
Position 869: 0.00019257379690052512
Position 1232: 0.0001777277520671522
Position 1835: 0.00015526360848426676
Position 722: 0.000138584156921932
Position 447: 0.00013717999264319843
Position 2013: 0.00013321018440675647
Position 1217: 0.0001266439251207304
Position 1766: 0.00012640929061488336
Position 1704: 0.00012000442577046532
Position 2339: 0.00010340220458578876
Position 1340: 9.989475265836797e-05
Position 1020: 9.572817355450568e-05
Position 1436: 9.489071177937888e-05
Position 1525: 9.439298562783575e-05
Position 547: 8.021982696600872e-05
Position 507: 7.451421688229516e-05
Position 1612: 7.16808701302192e-05
Position 2001: 6.745035243320301e-05
Position 1380: 5.960142665482465e-05
Position 2310: 5.515676595809794e-05
Position 1269: 5.294668762523281e-05
Position 1826: 4.929738366942904e-05
Position 1659: 4.875556679495782e-05
Position 1514: 4.797595616888926e-05
Position 1085: 4.507719251085822e-05
Position 691: 4.368497687697971e-05
Position 707: 4.053689453295658e-05
Position 963: 3.621387544581782e-05
Position 1116: 3.6013078261694985e-05
Position 2413: 3.391561597108836e-05
Position 1571: 3.098463026579602e-05
Position 902: 3.097686893758876e-05
Position 1143: 3.0142133850466064e-05
Position 1385: 2.8584557819271666e-05
Position 948: 2.0705815362883818e-05
Position 165: 3.02638800520756e-06
Position 108: 3.8064547918366207e-07
Position 153: 1.556820562190562e-08
Position 123: 1.430315520439461e-08
Position 637: 1.428211097948151e-08
Position 509: 9.240500500374687e-09
Position 136: 3.24440330903841e-09
Position 129: 3.219966850370021e-09
Position 150: 2.337226949257663e-10
Position 196: 4.032539706347257e-11
Position 125: 3.124954794995614e-11
Position 131: 3.032175334690384e-12
