Gene = Aef1
index = 15
Annotated 5SS: [ 280 2588]
Annotated 3SS: [1602 2650]
SMsplice 5SS: [ 280 2588]
SMsplice 3SS: [1602 2650]
top_k =  500
Partition function (log Z): -5.16469070154435

Sorted 5' Splice Sites (High to Low Probability):
Position 2588: 0.9979057602551621
Position 280: 0.7855032030399084
Position 1461: 0.31824926374981133
Position 1225: 0.1325510906576098
Position 3363: 0.10830625846536847
Position 3377: 0.10338963560998773
Position 626: 0.07956987231831608
Position 1709: 0.07036348737642249
Position 1506: 0.04814787109979235
Position 1086: 0.034448894909102995
Position 3381: 0.023644068732274134
Position 41: 0.02358668031807663
Position 851: 0.02135987186996088
Position 1675: 0.018132329960327417
Position 3397: 0.01622596704894635
Position 1679: 0.014080280505540402
Position 455: 0.01248402395912963
Position 1513: 0.010087301566883151
Position 315: 0.009446947103963564
Position 678: 0.008377913103018064
Position 29: 0.007933612414918672
Position 827: 0.0078841130627963
Position 1853: 0.0056802263239038265
Position 3555: 0.005045013551124584
Position 461: 0.005033717604763302
Position 831: 0.003766646410675694
Position 957: 0.0024713413211227817
Position 3103: 0.0020930617478124493
Position 562: 0.0019496079107461967
Position 3495: 0.001926370277369117
Position 3499: 0.001372734340746515
Position 1465: 0.001214804763176917
Position 1501: 0.0008840191093040615
Position 3852: 0.0008152113068300832
Position 4402: 0.0007956109961737173
Position 465: 0.0006973438080686886
Position 220: 0.0006724857427023597
Position 3372: 0.0005152833368987772
Position 1262: 0.00044493526822292156
Position 1220: 0.00038354197553163257
Position 3801: 0.000362846024069556
Position 3591: 0.00017767079409960364
Position 284: 0.00017294256821781084
Position 869: 0.00016065451503422201
Position 65: 0.00011746002242491313
Position 3391: 8.467169183765938e-05
Position 3412: 8.190186454482919e-05
Position 425: 6.306010309673609e-05
Position 2600: 5.398304398840056e-05
Position 2784: 4.736256052072598e-05
Position 10: 4.01797445866492e-05
Position 377: 2.8154660097499625e-05
Position 720: 2.480346806450796e-05
Position 20: 2.4790315609751222e-05
Position 206: 2.3133917256057805e-05
Position 469: 1.719302802272212e-05
Position 2572: 1.244997837859047e-05
Position 2252: 1.1244910678176149e-05
Position 1078: 1.1081117984218283e-05
Position 81: 1.070835241240729e-05
Position 126: 1.0001796594196513e-05
Position 790: 9.083805430708886e-06
Position 2404: 7.510258386036077e-06
Position 290: 3.854015148190157e-06
Position 2314: 3.4561416869697414e-06
Position 309: 3.299675166694777e-06
Position 327: 3.2808156315215627e-06
Position 379: 2.731774231030503e-06
Position 3316: 2.1081307630632637e-06
Position 292: 1.8731319524736667e-06
Position 467: 1.8083746534016253e-06
Position 2443: 1.0383743884739202e-06
Position 560: 9.386707062565279e-07
Position 367: 8.987891177427613e-07
Position 3424: 8.740635785949016e-07
Position 459: 7.319560285031479e-07
Position 3401: 5.154693463753014e-07
Position 477: 2.1658047804611624e-07
Position 490: 1.1826893696798093e-07
Position 506: 7.638336624205375e-08
Position 319: 1.358471917119568e-08
Position 317: 5.968987352182775e-09
Position 341: 5.500217470786798e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2650: 0.9978754992534383
Position 1602: 0.6812854374081964
Position 1296: 0.31097678070465345
Position 1739: 0.12690164909869134
Position 2082: 0.10562736560795381
Position 3438: 0.09284074321872736
Position 1770: 0.07552617150452039
Position 522: 0.06599806342823548
Position 1555: 0.056923250477171575
Position 1078: 0.028459403136559355
Position 996: 0.023379490697806624
Position 105: 0.022934093736840588
Position 3739: 0.020733559291573125
Position 365: 0.01853273643585224
Position 3457: 0.01852879391581139
Position 4567: 0.016593829179660565
Position 455: 0.015863431793182548
Position 3480: 0.01550801282251908
Position 3612: 0.013754908988609834
Position 4796: 0.013255098079106544
Position 1785: 0.012313381543741037
Position 3848: 0.011125155408674725
Position 1031: 0.010171215571779222
Position 1375: 0.009075141726472018
Position 3761: 0.00824620051983763
Position 3415: 0.007159902733209494
Position 4207: 0.00680252478859534
Position 1210: 0.005620035556900694
Position 4799: 0.005300157701562763
Position 4471: 0.005112595979468482
Position 111: 0.0050431672623830305
Position 3893: 0.0048722650196806
Position 1814: 0.004851173262454716
Position 1152: 0.004638403250460353
Position 327: 0.004548134536908049
Position 1128: 0.004309868890179488
Position 4069: 0.003932677577979524
Position 3629: 0.003559854128125504
Position 3902: 0.0035447580289559946
