Gene = comm3
index = 1654
Annotated 5SS: [13581 15865]
Annotated 3SS: [14957 33739]
SMsplice 5SS: [563]
SMsplice 3SS: [33739]
top_k =  500
Partition function (log Z): -12.487900431251735

Sorted 5' Splice Sites (High to Low Probability):
Position 563: 0.9999952368252607
Position 8835: 0.13475812715001717
Position 57: 4.7631768163294155e-06
Position 15865: 3.440854481483569e-10
Position 792: 1.8441871130583647e-10
Position 1868: 1.2533675093799637e-10
Position 8981: 5.782680632096781e-11
Position 8110: 1.2400787080180406e-11
Position 768: 6.892322431575841e-12
Position 5193: 6.0669408153187376e-12
Position 1330: 5.608404630296274e-12
Position 2720: 5.475314872282151e-12
Position 1872: 3.858311856829171e-12
Position 95: 8.967593441414729e-13
Position 128: 5.420767584302237e-13
Position 163: 4.620370296505021e-13
Position 80: 3.4514324727413175e-13
Position 100: 2.8185548598505606e-13
Position 9699: 1.2986188878654398e-13
Position 132: 3.147362437905986e-14
Position 9479: 2.5470456146580865e-14
Position 9061: 1.5516058220437707e-14
Position 518: 1.524330872662059e-14
Position 322: 9.579466723102096e-15
Position 6423: 9.119323277912857e-15
Position 576: 6.863656064601764e-15
Position 7618: 4.377431197974188e-15
Position 448: 3.3368900402127077e-15
Position 4793: 3.3021954623892415e-15
Position 178: 2.7579712513031788e-15
Position 30: 2.738668990074046e-15
Position 49: 1.985881072616806e-15
Position 3: 1.84000087360278e-15
Position 61: 1.5480831488296066e-15
Position 160: 1.1398786432098128e-15
Position 206: 9.057521391889786e-16
Position 454: 7.315780716333666e-16
Position 567: 7.176552913984736e-16
Position 2423: 7.153403046584337e-16
Position 6431: 6.364228901980106e-16
Position 6549: 5.620122876180683e-16
Position 196: 4.216653413850883e-16
Position 123: 3.647052689694081e-16
Position 169: 2.872971791811415e-16
Position 167: 2.796824120557536e-16
Position 35: 2.447891346922136e-16
Position 2277: 2.371953487855688e-16
Position 5168: 2.371497321532914e-16
Position 209: 1.6048094403301078e-16
Position 438: 1.3539555355311233e-16
Position 199: 1.3472018529841293e-16
Position 1622: 1.1820792052524726e-16
Position 992: 1.0064959881217686e-16
Position 328: 8.621510659184414e-17
Position 2104: 6.408577538604172e-17
Position 7: 5.884066811951754e-17
Position 15: 5.4930428562825706e-17
Position 5588: 5.381586115077168e-17
Position 5597: 4.7722731810411745e-17
Position 1646: 4.201779673535133e-17
Position 385: 4.0986046846874574e-17
Position 229: 3.8590669986336194e-17
Position 2065: 3.0514647107370995e-17
Position 2281: 2.819953060511133e-17
Position 461: 2.778695134674041e-17
Position 536: 2.7778814674706145e-17
Position 2372: 2.291203026705607e-17
Position 376: 2.2335579298648255e-17
Position 854: 2.0941539293343998e-17
Position 1632: 2.03372426506544e-17
Position 67: 1.957584527495061e-17
Position 973: 1.9259729189529477e-17
Position 1337: 1.7861732497920527e-17
Position 920: 1.456115306420752e-17
Position 456: 1.4150625496434862e-17
Position 710: 1.3204212643134017e-17
Position 985: 1.2958575380663266e-17
Position 2137: 1.0761511043340302e-17
Position 1889: 8.892959639861046e-18
Position 443: 7.883318503610078e-18
Position 2207: 7.504553300267543e-18
Position 477: 7.501676258415099e-18
Position 2017: 5.947504291683054e-18
Position 1857: 5.440648905621218e-18
Position 1215: 5.434217367228526e-18
Position 1070: 5.3571529492327425e-18
Position 1634: 4.4190968571534885e-18
Position 1811: 4.377242150420847e-18
Position 2836: 3.2067476309704014e-18
