Gene = dos
index = 1673
Annotated 5SS: [ 139 3073 3906 4086 4388 5052]
Annotated 3SS: [2747 3138 3973 4146 4450 5107]
SMsplice 5SS: [ 139 3073 3906 4086 4388 5052]
SMsplice 3SS: [2747 3138 3973 4146 4450 5107]
top_k =  500
Partition function (log Z): 11.601436513701259

Sorted 5' Splice Sites (High to Low Probability):
Position 5052: 0.999146814218728
Position 4388: 0.992921493880374
Position 3906: 0.9794304175034454
Position 3073: 0.9723596798734867
Position 4086: 0.9711516436873625
Position 139: 0.8601593864590966
Position 4562: 0.04753880010306815
Position 332: 0.04618751443580214
Position 4587: 0.044690668072829606
Position 189: 0.03383177539456015
Position 3350: 0.03308735466466111
Position 4082: 0.026736458834112783
Position 2434: 0.022334413337380565
Position 1471: 0.020179776355522677
Position 2200: 0.015004174270307943
Position 3012: 0.014978953036207006
Position 4726: 0.013231395301291068
Position 163: 0.009797447954857756
Position 2154: 0.009279911051032508
Position 2187: 0.007676411335393219
Position 2660: 0.006584790621715495
Position 478: 0.006142435987763979
Position 2698: 0.005950136202462251
Position 3561: 0.005281732059240064
Position 2656: 0.005188812612672353
Position 185: 0.0047803474866343915
Position 502: 0.004543656864572819
Position 1157: 0.004400031853767906
Position 193: 0.003905337307930725
Position 474: 0.0036145060189610237
Position 1093: 0.003566843777548543
Position 1371: 0.003525248116922599
Position 5291: 0.003113854805231071
Position 4338: 0.0027537514716390547
Position 2160: 0.002571034049410868
Position 1938: 0.0024961652264669848
Position 5192: 0.002466871723941126
Position 46: 0.0016944246150776931
Position 2654: 0.001679303463069693
Position 2378: 0.0016571284981236462
Position 468: 0.0011769593058922787
Position 470: 0.0011193731849425952
Position 1635: 0.0010259126919726312
Position 5629: 0.0009890093343818706
Position 3063: 0.0009586885308097071
Position 601: 0.000935246819421573
Position 2874: 0.0007623936456801499
Position 3294: 0.0006688677827940556
Position 5395: 0.0006539337662804702
Position 3348: 0.0006440436689989498
Position 3365: 0.0006390040197236786
Position 5453: 0.0005713397214996454
Position 2478: 0.0005174146175027981
Position 1051: 0.00047679478986133904
Position 5287: 0.0004192993138396501
Position 5746: 0.0004056979804335821
Position 3654: 0.0003811486283632295
Position 3832: 0.0003710542357820174
Position 2197: 0.00036078096212133854
Position 3692: 0.00035718340477211325
Position 5854: 0.00035313658965810375
Position 4153: 0.00029199069783102154
Position 5451: 0.0002769531030769975
Position 5780: 0.00026187320236990233
Position 203: 0.00025927103938310246
Position 3850: 0.00020195666664041186
Position 5668: 0.00014947164135872343
Position 3815: 0.00014164772334261994
Position 1056: 0.00013423702521338652
Position 450: 0.00012840613845303836
Position 5793: 0.00011060481569100904
Position 4887: 9.888551550052952e-05
Position 5641: 9.764072107198055e-05
Position 2994: 9.056283563620246e-05
Position 5411: 8.467298302315415e-05
Position 5730: 8.103773131537558e-05
Position 4123: 6.174727532076104e-05
Position 4392: 5.986897212143328e-05
Position 4306: 5.956624998078508e-05
Position 4090: 5.854735702148206e-05
Position 3067: 4.740570171380515e-05
Position 4759: 4.64492783622904e-05
Position 5894: 3.963433936398794e-05
Position 4681: 3.5280750122377266e-05
Position 4126: 3.1166853780101033e-05
Position 4894: 2.9294459538735052e-05
Position 5171: 2.8114802004505046e-05
Position 3252: 2.5836780431431653e-05
Position 5908: 2.555979537247825e-05
Position 3079: 2.1919190015917593e-05
Position 5989: 2.086958953505283e-05
Position 721: 2.0641576548496314e-05
Position 5030: 1.8809212862195768e-05
Position 4506: 1.876731992595853e-05
Position 1013: 1.742204367494356e-05
Position 4908: 1.4475885141621373e-05
Position 3576: 1.4139149536094827e-05
Position 4821: 1.406741525193095e-05
Position 4950: 1.3383079327018796e-05
Position 5743: 1.0613172688705373e-05
Position 5552: 9.435231775143757e-06
Position 1016: 8.81293379040623e-06
Position 5056: 7.823363438477726e-06
Position 3744: 7.399193902541728e-06
Position 4863: 7.2229742180497916e-06
Position 1019: 7.074978376848842e-06
Position 5901: 6.52975723846295e-06
Position 1284: 6.37216381593792e-06
Position 5808: 5.704258626443025e-06
Position 4475: 5.6778586087133916e-06
Position 5464: 4.548421392651719e-06
