Gene = IFT57
index = 1221
Annotated 5SS: [ 411 1228]
Annotated 3SS: [ 464 1579]
SMsplice 5SS: [ 411 1228]
SMsplice 3SS: [ 464 1579]
top_k =  500
Partition function (log Z): -1.0836119090245009

Sorted 5' Splice Sites (High to Low Probability):
Position 411: 0.9971981884424654
Position 1228: 0.9373512111715145
Position 8: 0.03759979131441827
Position 1533: 0.02280979528566087
Position 1523: 0.017383815771380685
Position 1242: 0.014275604266442563
Position 191: 0.012016502829820782
Position 1232: 0.008920302467963156
Position 570: 0.0038444066479912335
Position 1687: 0.0034997171883703136
Position 872: 0.002099566954566199
Position 740: 0.001963443003504685
Position 1390: 0.0015464832107674974
Position 1460: 0.0014604130914021563
Position 1271: 0.00099167001754901
Position 688: 0.0009882754087867157
Position 1293: 0.0008921274251597177
Position 1684: 0.0005239894931843533
Position 356: 0.0005229489665513554
Position 1269: 0.0004147613934295082
Position 1477: 0.000318687616629585
Position 1257: 0.0002813179046396456
Position 1780: 0.00026552417502292107
Position 415: 0.000229279570046458
Position 109: 0.0002148393425369282
Position 1660: 0.00014253283823553945
Position 697: 0.00011739596437704873
Position 1217: 0.0001104880114516896
Position 258: 8.049755070125037e-05
Position 748: 7.753860789374371e-05
Position 1648: 7.684043787555067e-05
Position 870: 4.116423060370506e-05
Position 707: 3.922992153405205e-05
Position 608: 3.89036652696869e-05
Position 27: 3.080417548648018e-05
Position 1580: 2.8670570679661972e-05
Position 561: 2.780878138223773e-05
Position 1067: 2.6428657937402122e-05
Position 524: 2.0692644335128846e-05
Position 852: 1.690302777923971e-05
Position 1695: 1.5514239194803217e-05
Position 247: 1.2892720248429038e-05
Position 79: 1.2248190134412916e-05
Position 876: 1.2001868524304773e-05
Position 992: 8.935998206643584e-06
Position 10: 5.910630011712203e-06
Position 47: 4.242930081261517e-06
Position 1446: 4.2377362891302965e-06
Position 537: 4.062053774146386e-06
Position 431: 3.7018073865121176e-06
Position 12: 3.135466621711525e-06
Position 1793: 2.9886374929467225e-06
Position 375: 1.8518774016548597e-06
Position 774: 1.5896536836228435e-06
Position 428: 1.2763288815317775e-06
Position 311: 5.579914161355893e-07
Position 1161: 3.928339426088302e-08
Position 293: 4.95171279261382e-09
Position 242: 1.6773729534436892e-09
Position 528: 1.811893376113159e-10
Position 461: 1.1409140184829457e-10
Position 502: 5.079763710847295e-12
Position 830: 1.1158474639652615e-12
Position 474: 1.41631171831409e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 464: 0.98125561723695
Position 1579: 0.7651933273479368
Position 1463: 0.1279920167641169
Position 1377: 0.04621026077476938
Position 1439: 0.030311481515380063
Position 58: 0.02415744543307618
Position 263: 0.015238648520381759
Position 1484: 0.01369930829903094
Position 485: 0.01138031541733613
Position 1327: 0.008438694195285923
Position 1813: 0.007679783760924558
Position 1112: 0.007161577773592239
Position 1381: 0.00526907889390917
Position 119: 0.004320147612919739
Position 1358: 0.004169305660542366
Position 88: 0.0032456520535123564
Position 1293: 0.0026895842641717076
Position 79: 0.0022586218613897526
Position 804: 0.001798611442266142
Position 1067: 0.0009055031421477879
Position 1873: 0.0006784672205757572
Position 1523: 0.0006581626315656933
Position 494: 0.0006171254413527456
Position 1013: 0.0004546490251276829
Position 1124: 0.000387643487935071
Position 474: 0.00036936883909671
Position 1118: 0.00032156343573763605
Position 1590: 0.00027477843690592804
Position 149: 0.0002212072445699278
Position 1494: 0.00013630003996312496
Position 1513: 0.00013434919543176045
Position 1620: 0.00011885595766515779
Position 758: 0.00011747708407193115
Position 827: 0.00010968964883256579
Position 323: 8.7847414205555e-05
Position 1817: 5.5609268090830544e-05
Position 988: 5.0902986743092225e-05
Position 221: 4.718262316409483e-05
Position 146: 4.3801741222632e-05
Position 885: 3.711375271788022e-05
Position 335: 3.181517243591613e-05
Position 1064: 3.113625866521687e-05
Position 1758: 3.009866214158381e-05
Position 1073: 2.3782706026114258e-05
Position 123: 2.1898221255229154e-05
Position 191: 2.1340393191071548e-05
Position 731: 2.0892237432887925e-05
Position 882: 1.2580234868493293e-05
Position 134: 1.2280772397503783e-05
Position 1768: 1.1323844784697155e-05
Position 552: 9.77925527694054e-06
Position 1052: 7.927571080213872e-06
Position 1360: 6.8891896671181085e-06
Position 1598: 5.7155368842264e-06
Position 639: 5.637632108974502e-06
Position 584: 5.515791878210865e-06
Position 1647: 4.498756024187813e-06
Position 1021: 3.993135276588281e-06
Position 1677: 3.788597339033566e-06
Position 599: 3.6702701356941846e-06
Position 1701: 2.765729000893517e-06
Position 1127: 2.570294833783864e-06
Position 279: 2.1742661173530064e-06
Position 629: 1.567078464705198e-06
Position 356: 1.1107127524921246e-06
Position 870: 3.6467618048289144e-07
Position 713: 3.555798828064192e-07
Position 353: 3.0845279397701794e-07
Position 771: 3.001268586056698e-07
Position 344: 2.906236177302835e-07
Position 537: 1.62930415991164e-07
Position 1178: 7.478440367990432e-08
Position 561: 4.131342402894838e-08
Position 913: 2.0848039674635906e-08
Position 507: 3.2379362761598012e-09
Position 407: 2.424450545389048e-09
Position 570: 1.6241570070760843e-09
Position 421: 1.8343444725853832e-12
Position 281: 4.423917787852164e-22
