Gene = EMC3
index = 1144
Annotated 5SS: [238]
Annotated 3SS: [297]
SMsplice 5SS: [238]
SMsplice 3SS: [297]
top_k =  500
Partition function (log Z): -6.06601505477027

Sorted 5' Splice Sites (High to Low Probability):
Position 238: 0.9868266270079701
Position 244: 0.011976129977691994
Position 646: 0.0029059786561149814
Position 369: 0.0025777887729443436
Position 161: 0.0009452262556060872
Position 551: 0.0009134563131756987
Position 170: 0.00025508452388276214
Position 124: 0.00025355557613567604
Position 661: 0.00019615862338234034
Position 464: 0.00012523640843518203
Position 629: 8.556965474690252e-05
Position 507: 7.67896365250747e-05
Position 659: 6.270845669002585e-05
Position 796: 4.889067620968628e-05
Position 689: 2.899551954091831e-05
Position 12: 2.7959454414045303e-05
Position 253: 2.57451825979527e-05
Position 340: 1.7691446717945818e-05
Position 41: 1.635102055992788e-05
Position 485: 1.4899192172901106e-05
Position 902: 1.1992617072287854e-05
Position 897: 8.486958123887966e-06
Position 820: 6.280040580471732e-06
Position 143: 3.2133736163878e-06
Position 497: 2.780791478719336e-06
Position 36: 2.745506234391807e-06
Position 154: 2.6104531494948134e-06
Position 128: 1.8007607969970603e-06
Position 923: 9.351203829411013e-07
Position 526: 7.179311999266082e-07
Position 428: 6.690699115518336e-07
Position 122: 5.152214534151142e-07
Position 870: 3.7198216651833646e-07
Position 130: 1.1978961849738548e-07
Position 182: 6.068983185125933e-08
Position 500: 1.963768856200074e-09
Position 599: 1.113328201460256e-10
Position 273: 1.501592971780321e-11
Position 539: 1.2177826588943015e-11
Position 290: 4.268250868353683e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 297: 0.9690755350858307
Position 301: 0.027834811655899454
Position 718: 0.0036265331374289323
Position 724: 0.0018181206662955523
Position 431: 0.0011477753011895448
Position 769: 0.0010257994665635068
Position 910: 0.0005597532333545489
Position 580: 0.0004796193296749291
Position 205: 0.0003517525663342913
Position 232: 0.0002823635776467213
Position 778: 0.00019362134102060276
Position 592: 0.00016743329265346196
Position 730: 0.00016737122392716818
Position 550: 0.00012049376941929969
Position 237: 0.0001056286509472593
Position 373: 7.965696174288284e-05
Position 790: 7.108177654828163e-05
Position 934: 3.6209005300359786e-05
Position 208: 3.475998612584509e-05
Position 638: 3.423159683862831e-05
Position 76: 2.5716697099362456e-05
Position 211: 2.4491908836453354e-05
Position 415: 2.4316153350109818e-05
Position 348: 1.8851996284679185e-05
Position 968: 1.7196863390640343e-05
Position 951: 1.691860463022159e-05
Position 469: 1.352079191152845e-05
Position 947: 1.2155926601207961e-05
Position 355: 1.1525353345349439e-05
Position 409: 1.015412914014891e-05
Position 931: 9.98190450321871e-06
Position 97: 9.83376680947582e-06
Position 331: 7.119749376422865e-06
Position 604: 2.44493587350286e-06
Position 63: 2.236858385757448e-06
Position 870: 1.4581107161598054e-06
Position 391: 1.4073663857657277e-06
Position 972: 1.2100226192830761e-06
Position 273: 5.661498242379209e-07
Position 838: 4.753622834890572e-07
Position 217: 8.517448164666763e-09
Position 258: 1.3591458882465158e-09
Position 340: 4.338440969704852e-10
Position 394: 1.479813397431051e-10
Position 253: 2.0983423543883463e-11
Position 242: 1.1161764514842791e-11
Position 357: 8.815565581148948e-13
Position 262: 1.4140921461093314e-13
Position 244: 2.1832300822012753e-19
Position 248: 2.0866665766156447e-19
