Gene = BHD
index = 43
Annotated 5SS: [1252 1444]
Annotated 3SS: [1340 1501]
SMsplice 5SS: [1252 1444]
SMsplice 3SS: [1340 1501]
top_k =  500
Partition function (log Z): -3.956950475860884

Sorted 5' Splice Sites (High to Low Probability):
Position 1252: 0.9785226690027236
Position 1444: 0.9525109234266713
Position 8: 0.0874762663258258
Position 373: 0.06532959519615539
Position 453: 0.0195036829412173
Position 817: 0.005477186281250003
Position 984: 0.003526721115233989
Position 398: 0.0032493733344906624
Position 1003: 0.002391148923171725
Position 28: 0.002384298165956632
Position 960: 0.0017651342425161008
Position 1560: 0.001098422229592773
Position 996: 0.0008443199380147646
Position 1032: 0.0006704240190537904
Position 1421: 0.0006300724432963362
Position 518: 0.0004717897169015642
Position 1448: 0.00025115582275832895
Position 1115: 0.00014941948470772497
Position 643: 0.0001437817069995091
Position 361: 0.0001436926021030635
Position 354: 0.00012632261685533653
Position 1024: 0.00010825063373018404
Position 1272: 0.00010797143317874559
Position 1217: 8.327830706567249e-05
Position 309: 6.564375980148552e-05
Position 1215: 6.238282508883939e-05
Position 19: 5.975840659674356e-05
Position 993: 5.8233480016914045e-05
Position 970: 3.969781402629886e-05
Position 1435: 3.9058680002772635e-05
Position 623: 3.5679514675681815e-05
Position 427: 2.7819447043887113e-05
Position 1569: 2.6790300554731367e-05
Position 1221: 2.1038677771255045e-05
Position 327: 1.983537546018971e-05
Position 780: 1.5015326849710074e-05
Position 567: 7.0026178616540415e-06
Position 404: 6.736964788928083e-06
Position 339: 6.4846313212280155e-06
Position 950: 5.7688163565866755e-06
Position 1298: 5.169720766541242e-06
Position 102: 3.553982378193554e-06
Position 1162: 3.498618125042497e-06
Position 136: 3.2303022663773343e-06
Position 1454: 3.2115899111376808e-06
Position 936: 2.789517987076006e-06
Position 856: 2.778003150569263e-06
Position 1355: 2.777795920252085e-06
Position 501: 1.9088274335013848e-06
Position 82: 1.8425138473118454e-06
Position 1200: 1.7689610733033361e-06
Position 334: 1.1531447385038934e-06
Position 439: 1.1462999582702528e-06
Position 315: 1.1430263825912132e-06
Position 659: 1.100771214094554e-06
Position 1539: 1.0432724439087034e-06
Position 1506: 9.791238077943072e-07
Position 191: 2.156321814101106e-07
Position 402: 2.7166327518157994e-08
Position 800: 2.116596435093865e-08
Position 488: 5.342695982459547e-09
Position 113: 5.114533012376963e-09
Position 820: 3.1804702439143842e-09
Position 419: 2.240478515500272e-09
Position 297: 2.640253162747737e-10
Position 826: 2.5740093524635364e-12
Position 905: 2.5700598763137837e-12
Position 647: 2.5086179005746598e-12
Position 1170: 2.3566754719504777e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1340: 0.9436713201720905
Position 1501: 0.929917022350708
Position 66: 0.05703706070970547
Position 1369: 0.039211808518649166
Position 1146: 0.036042371972289315
Position 75: 0.02262626234248442
Position 1537: 0.016483853431161093
Position 1108: 0.010805693745434797
Position 1346: 0.010636852992074931
Position 539: 0.008520204229495969
Position 512: 0.008080601823774907
Position 1043: 0.006139754465666687
Position 1506: 0.005588862818290195
Position 85: 0.005569543496822146
Position 424: 0.004633835244241547
Position 467: 0.0027908425692653753
Position 1642: 0.002778499636489509
Position 876: 0.0026290371905904543
Position 839: 0.0020582399538849345
Position 1165: 0.0019154255327265
Position 929: 0.0016222239227753604
Position 753: 0.0013828381431899258
Position 485: 0.0013050624519082633
Position 989: 0.0012811401740813434
Position 1162: 0.0010707381747874728
Position 856: 0.0006463500434372007
Position 90: 0.0004322591986446875
Position 1472: 0.00036837049128639955
Position 268: 0.00034693758127044667
Position 944: 0.00026861947757885157
Position 518: 0.00018873142150693174
Position 1394: 0.00015995221491785168
Position 271: 0.00013480179421936233
Position 1414: 0.00012955966701942956
Position 1016: 9.282391358203632e-05
Position 161: 9.168677085834743e-05
Position 584: 7.890319602240759e-05
Position 820: 7.69348036381459e-05
Position 699: 7.667064386616211e-05
Position 1544: 6.961813201277499e-05
Position 608: 6.842650544692424e-05
Position 659: 5.814846029101321e-05
Position 1012: 5.210771547167845e-05
Position 108: 4.702374398609346e-05
Position 776: 3.360919318850644e-05
Position 722: 2.9131533253195293e-05
Position 817: 2.5395531276184006e-05
Position 1574: 2.3247008069845725e-05
Position 563: 1.9884883558721746e-05
Position 588: 1.9174968849436824e-05
Position 128: 1.8728232896954002e-05
Position 1648: 1.810047120100787e-05
Position 947: 1.5463111795900717e-05
Position 902: 1.521168747743086e-05
Position 87: 1.1529782807837612e-05
Position 1559: 1.1458033023024424e-05
Position 206: 1.0251501071864399e-05
Position 1622: 8.852935672939906e-06
Position 1233: 8.579130946275186e-06
Position 248: 6.514585331694871e-06
Position 605: 5.753449127142667e-06
Position 1411: 5.389946136256981e-06
Position 566: 5.2541348977016525e-06
Position 620: 3.4316816764893734e-06
Position 1556: 3.402316968897675e-06
Position 301: 3.387074485295407e-06
Position 599: 3.1885939655670495e-06
Position 578: 2.9101296981157816e-06
Position 203: 2.84121631896299e-06
Position 308: 2.168980739414383e-06
Position 1586: 1.3362011654578225e-06
Position 1606: 5.68400692141857e-07
Position 1420: 3.967547481601122e-07
Position 179: 1.7090912068863265e-08
Position 347: 9.785105285125021e-09
Position 169: 3.3332934132635756e-09
Position 385: 2.7396015388429594e-09
Position 334: 1.7906581540616873e-09
Position 361: 1.5205696091776027e-09
Position 326: 8.297196103148676e-10
Position 283: 7.792648025988791e-10
Position 215: 5.819476775993148e-10
Position 389: 3.645252544523219e-10
Position 344: 7.623642364536571e-12
Position 185: 3.870527875643491e-12
