Gene = nab
index = 1813
Annotated 5SS: [ 602 4709 5694 6566 6763]
Annotated 3SS: [4435 4818 6473 6686 6847]
SMsplice 5SS: [ 602 4709 6566 6763]
SMsplice 3SS: [4435 4818 6686 6847]
top_k =  500
Partition function (log Z): 9.706645925896085

Sorted 5' Splice Sites (High to Low Probability):
Position 4709: 0.9994259298722434
Position 602: 0.9875864987123909
Position 6566: 0.8918870771951256
Position 6763: 0.8349067033543447
Position 2356: 0.5215372896193737
Position 5320: 0.42833387582182797
Position 5694: 0.29495469418365344
Position 2534: 0.2696478160709191
Position 1409: 0.25829284959815524
Position 2694: 0.18860345107342244
Position 2690: 0.14210463276057264
Position 6767: 0.08871446113609793
Position 1825: 0.08721257071892632
Position 3889: 0.07700102560907537
Position 3073: 0.07354276091025963
Position 3893: 0.06505201091908742
Position 1247: 0.03170950448402236
Position 6577: 0.031598190144092944
Position 2389: 0.027894567270685896
Position 2128: 0.021539643740249782
Position 2581: 0.01973350336075648
Position 5906: 0.01929638165132778
Position 2135: 0.013349642655217611
Position 1931: 0.013244541512971008
Position 2317: 0.013238604045116453
Position 5894: 0.010471039608916648
Position 3907: 0.010310036143632323
Position 4288: 0.010195405911148018
Position 913: 0.007280676554141282
Position 2142: 0.005503477316404983
Position 5043: 0.0055010410475286415
Position 2308: 0.005285685766858047
Position 1490: 0.004882672794180155
Position 3837: 0.0040795980961869545
Position 1698: 0.0036105018133938344
Position 1694: 0.0033771310770565736
Position 5391: 0.0029285855691970806
Position 5854: 0.0024576228747260234
Position 1458: 0.0023778085997719564
Position 5777: 0.0021578688700747556
Position 5531: 0.0019958749079144887
Position 3624: 0.001684805192473115
Position 213: 0.001459281696664621
Position 6570: 0.0014402773301459455
Position 1472: 0.0010066485162320735
Position 1668: 0.0009562978856911591
Position 707: 0.0009146309571321198
Position 1527: 0.0007997154718696627
Position 1788: 0.0007767867065191013
Position 5121: 0.0007664104045875848
Position 1993: 0.0006335881089886526
Position 2155: 0.000603397209960388
Position 5393: 0.00055748169193714
Position 714: 0.0004934650291110722
Position 968: 0.0004011765220767339
Position 5274: 0.0003885701022279463
Position 62: 0.00036498861245528967
Position 2184: 0.0003640572369842869
Position 748: 0.0003621985453101689
Position 114: 0.00035541319275568306
Position 5092: 0.000297055381916081
Position 606: 0.00028976009382523514
Position 1163: 0.00025792370056388535
Position 7120: 0.0002349346841979064
Position 94: 0.00023277025615810735
Position 6771: 0.00022220774883558036
Position 5947: 0.000195376578820136
Position 6870: 0.00019426438814385748
Position 4676: 0.00018470956976403128
Position 1347: 0.00018116915075178487
Position 1487: 0.00017673917112535093
Position 2543: 0.00017137663913304477
Position 1942: 0.0001529854285717979
Position 1033: 0.00014027559071680084
Position 1233: 0.00013195834351667287
Position 48: 0.00013039686893452475
Position 6773: 0.0001287608797617466
Position 39: 0.00012433838328457087
Position 1434: 0.00012140899391809691
Position 637: 0.00011913081020013569
Position 6974: 0.0001081171912983259
Position 6797: 9.907334879864058e-05
Position 202: 9.537749812827061e-05
Position 629: 9.366897743616011e-05
Position 2567: 8.59956814956387e-05
Position 1765: 7.670327523031678e-05
Position 4915: 7.502604372899464e-05
Position 757: 6.979685441846444e-05
Position 5422: 6.949517693622565e-05
Position 53: 6.776127036806967e-05
Position 1041: 4.832123459160382e-05
Position 117: 4.825810998463836e-05
Position 5504: 4.712682971610251e-05
Position 1981: 4.6733649495413935e-05
Position 2590: 3.8557280078505124e-05
Position 7049: 3.847218630111716e-05
Position 1740: 3.8167199415910064e-05
Position 2169: 3.304687609504201e-05
Position 900: 3.228516493733795e-05
Position 4659: 2.805019563705082e-05
Position 131: 2.3603297739972028e-05
Position 193: 2.347936043588663e-05
Position 689: 2.1889080013720344e-05
Position 7238: 2.1367031633576564e-05
Position 5131: 2.1298577495998496e-05
Position 5712: 1.934255566010491e-05
Position 2011: 1.9262875993084477e-05
Position 112: 1.9238507375648143e-05
Position 241: 1.7895139659306466e-05
Position 861: 1.7049407729688376e-05
Position 694: 1.5612816203937213e-05
Position 2121: 1.5518594426013003e-05
Position 2175: 1.5240350482962766e-05
Position 5724: 1.5122535289350682e-05
Position 765: 1.4868864094284255e-05
Position 6963: 1.3177148629982668e-05
Position 5028: 9.903413051178474e-06
Position 926: 9.889613337086295e-06
Position 75: 9.242286546950024e-06
Position 5736: 8.989830943863865e-06
Position 124: 8.482294624926775e-06
Position 609: 8.11161545460814e-06
Position 270: 8.054895658783488e-06
Position 5071: 8.01451954955365e-06
Position 7184: 4.961658416008417e-06
Position 802: 4.319656175538036e-06
Position 5186: 4.2839074181581675e-06
Position 7189: 4.101259330420849e-06
Position 200: 2.6057603991152517e-06
Position 5762: 2.4719728682815784e-06
Position 206: 2.1776411028866452e-06
Position 7247: 1.9627542009342045e-06
Position 446: 1.0604156140648738e-06
Position 4938: 1.048712411720349e-06
Position 426: 1.0191250200172323e-06
Position 260: 6.063623913814451e-07
Position 322: 5.504632440439923e-07
Position 134: 4.42403201664047e-07
Position 172: 4.220557620540763e-07
Position 254: 3.1356326602281107e-07
Position 822: 1.930656579196568e-07
Position 560: 1.4760005538452073e-07
Position 483: 1.4005433125689787e-07
Position 272: 1.1879775827159161e-07
Position 230: 5.023552370200757e-08
Position 347: 4.360927255751214e-08
Position 474: 3.0597400322247724e-08
Position 697: 1.87137644470186e-08
Position 487: 9.007185831568285e-09
Position 187: 5.0410370694900326e-09
Position 865: 4.26208543983699e-10
Position 534: 4.350584731179939e-11
Position 680: 1.1370896982709787e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4818: 0.9993570222992505
Position 6686: 0.9967193934341302
Position 4435: 0.9412715803416233
Position 6847: 0.9099315534922353
Position 1886: 0.7780560228268113
Position 2421: 0.44582559509321945
Position 6473: 0.19913372856229736
Position 5810: 0.18451311334317697
Position 2951: 0.14374292813576253
Position 987: 0.07658245961890985
Position 6220: 0.05631055534088469
Position 1754: 0.056017729071635367
Position 1020: 0.055338812897753116
Position 6394: 0.05454700226783208
Position 5950: 0.05347275218295265
Position 1346: 0.046304213786074085
Position 5486: 0.04611001588671336
Position 2444: 0.04164743599222653
Position 1553: 0.03489159168106476
Position 887: 0.030548564585639884
Position 6111: 0.028983997928017986
Position 4327: 0.0275045054816429
Position 2468: 0.023739527604352568
Position 3266: 0.02230212875541724
Position 1105: 0.021162706267613622
Position 1091: 0.020253612477611847
Position 5977: 0.020144751989284636
Position 6895: 0.01472266249921401
Position 865: 0.013112350385407565
Position 2777: 0.012679852138451901
Position 5846: 0.01225735733998038
Position 6060: 0.010785229971461285
Position 812: 0.00978217454617726
Position 2590: 0.008449841906008634
Position 1718: 0.008296361973791057
Position 967: 0.008037188840210577
Position 1273: 0.0065155976871051615
Position 6241: 0.006436916662115932
Position 5552: 0.005511705180953941
Position 1864: 0.004731993163150658
Position 2636: 0.004547087610348681
Position 680: 0.004398945899523525
Position 2968: 0.0043791898595277505
Position 6233: 0.004304237614330334
Position 5564: 0.004068347337729522
Position 3244: 0.003574362537626294
Position 827: 0.003530174153241183
Position 926: 0.003340432137196602
Position 768: 0.0033289854711549445
Position 2764: 0.002966046651536779
Position 5749: 0.0023869380914683935
Position 689: 0.0022401632382238862
Position 5760: 0.0020124746061106064
Position 1694: 0.0014263737923396187
Position 5435: 0.001422198561193613
Position 5986: 0.001377262175304322
Position 757: 0.0011329517180805383
Position 1352: 0.0011002624401964492
Position 2062: 0.000899683278871587
Position 5168: 0.0008352479995722609
Position 802: 0.0007960037390406657
Position 6737: 0.0006689615689231613
Position 1201: 0.0006595803217375942
Position 3328: 0.0006559270750729687
Position 2028: 0.0006092757903511487
Position 347: 0.0005783505951308132
Position 165: 0.0005472166969609874
Position 7165: 0.00047970047523407015
Position 1367: 0.0004752608779025976
Position 5390: 0.00046458385466771195
Position 2379: 0.000417968998040496
Position 5521: 0.0004081610438152249
Position 1222: 0.000348217422467533
Position 6810: 0.0003382153656811101
Position 112: 0.00032623807425867296
Position 5198: 0.0003178928471942304
Position 2645: 0.0003145351704540271
Position 5741: 0.0003106734553033446
Position 288: 0.0002927795307005808
Position 654: 0.00027679869021366723
Position 7032: 0.0002462150559708929
Position 6692: 0.00024612456434818436
Position 1390: 0.00023811734590911188
Position 1363: 0.00023203806961482037
Position 490: 0.0002163045978713825
Position 6688: 0.00018406001231471782
Position 644: 0.0001759007913012528
Position 400: 0.00017301636225518433
Position 7300: 0.00016428768070698294
Position 2059: 0.00015480177544428356
Position 5092: 0.00015480158371220914
Position 1179: 0.00015348984434530681
Position 426: 0.00014653348822994344
Position 358: 0.00014022749499305106
Position 6069: 0.00013563487086760078
Position 3175: 0.00013228154644946536
Position 4759: 0.00012531607522746208
Position 6003: 0.00012004848151148364
Position 694: 0.00011492638348596166
Position 6956: 0.00010458805113988396
Position 6649: 8.894835657728269e-05
Position 5120: 6.800095935307663e-05
Position 117: 6.700860301401672e-05
Position 3692: 6.0553864219928545e-05
Position 172: 5.5485431376635145e-05
Position 7241: 5.4625949776698986e-05
Position 3287: 4.410864257121293e-05
Position 1402: 4.1024500328531825e-05
Position 134: 3.9314046536257436e-05
Position 7213: 3.845975619921513e-05
Position 432: 2.5122367804716264e-05
Position 4889: 2.1714283447250306e-05
Position 1376: 2.0757777911611088e-05
Position 7179: 2.0373131043173538e-05
Position 6869: 2.0109990246032827e-05
Position 707: 2.000659747944233e-05
Position 127: 1.8667977314856216e-05
Position 704: 1.8626268173137313e-05
Position 5206: 1.674839314061952e-05
Position 5141: 1.4225963455018313e-05
Position 6901: 1.327207538374628e-05
Position 5417: 1.1814615679297206e-05
Position 92: 1.1791547167338198e-05
Position 5003: 1.0435207207129543e-05
Position 1469: 8.574361368629503e-06
Position 5372: 5.808019222699265e-06
Position 713: 5.611342245447724e-06
Position 446: 2.2166943131991128e-06
Position 4947: 1.1436731354252986e-06
Position 5071: 1.0568796590957632e-06
Position 494: 8.442604543131228e-07
Position 567: 4.61524121083043e-07
Position 5068: 3.7764616373061626e-07
Position 5131: 3.6194143227984595e-07
Position 462: 2.649178309363533e-07
Position 772: 2.3995143649751877e-07
Position 5359: 1.762079722157253e-07
Position 5294: 1.703859202791028e-07
Position 548: 1.690023255116517e-07
Position 374: 1.279011393062617e-07
Position 515: 1.6884328329659674e-08
Position 513: 4.030955362822658e-09
Position 371: 2.3546492425367746e-09
Position 94: 6.476695375118672e-10
Position 365: 5.714841813393595e-10
Position 386: 2.978713251892487e-11
Position 573: 2.071705366330143e-12
Position 584: 6.473869161927384e-13
