Gene = CTCF
index = 1047
Annotated 5SS: [ 133  647 2672]
Annotated 3SS: [ 253  707 2733]
SMsplice 5SS: [ 647 2372 2672]
SMsplice 3SS: [ 707 2428 2733]
top_k =  500
Partition function (log Z): -2.682142554588622

Sorted 5' Splice Sites (High to Low Probability):
Position 2672: 0.9890845656258518
Position 647: 0.9207576346937937
Position 2372: 0.4059824380754414
Position 1139: 0.12365746143862134
Position 947: 0.09406850176096491
Position 2864: 0.08829121943477158
Position 625: 0.0682296729844044
Position 133: 0.06491368401008425
Position 2115: 0.018015363277501823
Position 2906: 0.012643404623560367
Position 1639: 0.011507934619566985
Position 974: 0.010771440950387165
Position 2883: 0.009740610336282528
Position 1412: 0.00876558013919712
Position 1618: 0.007276630501927197
Position 2245: 0.006971756058854483
Position 860: 0.004282271108626872
Position 1055: 0.0035634824595735916
Position 2570: 0.002974274774714697
Position 137: 0.002181210312489652
Position 2360: 0.0017469566875857989
Position 2376: 0.0014997642279652933
Position 1595: 0.0011274062414379652
Position 1303: 0.0011183064014169718
Position 217: 0.0010700758210323185
Position 64: 0.0008706693488315023
Position 2388: 0.0006275925418857919
Position 629: 0.0005871927336208947
Position 670: 0.000582942240261598
Position 352: 0.0005458779719081337
Position 1740: 0.0005276928727783215
Position 355: 0.0004971390943951027
Position 998: 0.00048472567874266974
Position 1112: 0.0004277890341374591
Position 1216: 0.0003746120345710109
Position 854: 0.0003504968902803455
Position 2916: 0.0003377977983377541
Position 1013: 0.0003337701108990056
Position 1319: 0.00030263070325474537
Position 2082: 0.00022560468475425985
Position 2001: 0.00021152811998519002
Position 507: 0.00014454170618902562
Position 2835: 0.00012106742247461719
Position 2588: 0.00011570579172184927
Position 129: 0.00010192776285608862
Position 2606: 5.0764981795596615e-05
Position 2776: 4.982854278625151e-05
Position 2664: 4.784272365936492e-05
Position 207: 4.5511841568545915e-05
Position 2796: 2.5338940189261863e-05
Position 2924: 2.2867622313637193e-05
Position 622: 2.216712267798259e-05
Position 166: 1.782043563802452e-05
Position 2953: 1.6749194698064943e-05
Position 1456: 1.4486228738951747e-05
Position 2608: 1.2415827661888297e-05
Position 94: 1.2304536579369234e-05
Position 2976: 1.181257061353483e-05
Position 651: 1.0934707629242236e-05
Position 410: 7.767270080585016e-06
Position 46: 7.267073247996616e-06
Position 2579: 4.747585117998253e-06
Position 221: 4.315683317009816e-06
Position 127: 3.763844080233298e-06
Position 3018: 3.6513637869228047e-06
Position 3037: 2.956636320601362e-06
Position 39: 8.863319509085018e-07
Position 422: 7.235141014466594e-07
Position 169: 6.682219865923504e-07
Position 1876: 5.586443356106137e-07
Position 851: 4.42668470479516e-07
Position 682: 2.463093199615393e-07
Position 985: 2.4386813903500337e-07
Position 785: 2.0974345697029015e-07
Position 2612: 1.76797496352465e-07
Position 1234: 1.6174277273583374e-07
Position 1369: 1.399517982930658e-07
Position 1195: 1.272227360572234e-07
Position 246: 4.2231466347865426e-08
Position 1268: 2.6793244457426712e-08
Position 617: 2.607423347047181e-08
Position 674: 2.244765101108103e-08
Position 9: 1.6544045485915406e-08
Position 2576: 5.4636624963080236e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2733: 0.9920363153452388
Position 707: 0.7861265737169283
Position 2428: 0.7538984168423234
Position 2975: 0.09251810371544604
Position 253: 0.06176347891762791
Position 2455: 0.035328571204982374
Position 767: 0.027364992042435875
Position 1001: 0.02219258280843259
Position 2953: 0.016951317547947733
Position 1714: 0.016373687857572053
Position 1669: 0.016182373110959155
Position 1567: 0.013211821470525653
Position 2484: 0.009147288574382274
Position 1689: 0.006883338248236537
Position 2209: 0.003178244347535071
Position 2452: 0.0030111970874590606
Position 725: 0.0015044699795702782
Position 324: 0.001483914054588873
Position 1987: 0.0014248614738804173
Position 2957: 0.0012980265674724738
Position 3092: 0.0009676599497184664
Position 327: 0.0004222344655383943
Position 1401: 0.00041882098158482994
Position 2392: 0.00041195669704189626
Position 2433: 0.00040646108358547697
Position 3034: 0.00037394415904593194
Position 2981: 0.0003067335284216228
Position 380: 0.0002593858330133015
Position 2170: 0.000236775533692246
Position 187: 0.00021665238948370843
Position 127: 0.000210883394159816
Position 757: 0.0002031222856547079
Position 2372: 0.0001570235237960513
Position 558: 0.00014027643276904073
Position 794: 0.00013634190677331066
Position 266: 0.0001362047839738659
Position 783: 0.00013216483821401937
Position 980: 0.0001089605668225567
Position 588: 0.00010827783044076411
Position 517: 9.984203393702113e-05
Position 1678: 9.563516677720307e-05
Position 543: 9.52277556803721e-05
Position 372: 9.139662059184823e-05
Position 300: 8.462605487393738e-05
Position 1858: 7.036369216646934e-05
Position 3037: 6.985871815094019e-05
Position 1846: 6.703920050603022e-05
Position 136: 5.925443467408627e-05
Position 2754: 5.8219971428554126e-05
Position 803: 4.1587057202555884e-05
Position 1167: 4.078244764499908e-05
Position 1960: 4.0520062208992845e-05
Position 1054: 3.939183024245763e-05
Position 1899: 3.2729614008035975e-05
Position 743: 2.9537259940970775e-05
Position 2894: 2.282595077491435e-05
Position 775: 2.2092568810850205e-05
Position 263: 2.1709331139452676e-05
Position 1007: 1.1867268680446838e-05
Position 276: 1.122339520029727e-05
Position 564: 1.0511828550570514e-05
Position 555: 9.860090780226691e-06
Position 928: 9.156737797024023e-06
Position 1016: 8.912870892520451e-06
Position 579: 7.915626998012124e-06
Position 351: 5.241602412996e-06
Position 2793: 5.230090869890164e-06
Position 334: 4.342639506630898e-06
Position 800: 3.3962451575361532e-06
Position 151: 2.5331085444768626e-06
Position 480: 1.0309319332399937e-06
Position 907: 7.707561803364923e-07
Position 417: 7.29916397041028e-07
Position 341: 6.131298188221099e-07
Position 629: 5.240778190895019e-07
Position 441: 4.542799808354523e-07
Position 809: 4.391310373109518e-07
Position 873: 3.297438390718081e-07
Position 1028: 2.3801938366565007e-07
Position 966: 2.1715452330460412e-07
Position 851: 2.0716120864777803e-07
Position 348: 1.996992970776239e-07
Position 444: 1.6855689498836964e-07
Position 860: 1.3917590298987557e-07
Position 475: 1.2985612980625079e-07
Position 634: 1.2567127855284847e-07
Position 450: 8.455257192743012e-08
Position 879: 6.050639303319274e-08
Position 885: 5.1280615919546664e-08
Position 600: 4.908647362952118e-08
Position 176: 3.6070933424722286e-08
Position 489: 3.0651294103305325e-08
Position 576: 3.04597547155055e-08
Position 567: 1.7240435147567725e-08
Position 282: 1.242197843180512e-08
Position 610: 4.816422021584844e-09
Position 67: 3.806389358256906e-09
Position 486: 4.739697094242175e-10
