Gene = Tap42
index = 1548
Annotated 5SS: [230]
Annotated 3SS: [299]
SMsplice 5SS: [230]
SMsplice 3SS: [299]
top_k =  500
Partition function (log Z): -6.887125221334708

Sorted 5' Splice Sites (High to Low Probability):
Position 230: 0.9855117235449116
Position 357: 0.06916201200502169
Position 1012: 0.027123094587786865
Position 234: 0.006541612261331461
Position 393: 0.0017388379494512208
Position 564: 0.0013118297220458212
Position 1281: 0.0009796573984917469
Position 612: 0.0008677471941733496
Position 752: 0.0006745379169014469
Position 1032: 0.0005511464451185077
Position 117: 0.0005354182083721379
Position 766: 0.0003806656921872211
Position 533: 0.000306396062518393
Position 1312: 0.00022060679445333115
Position 677: 0.00018151285681562547
Position 194: 8.202447096415171e-05
Position 348: 7.465654009804863e-05
Position 380: 6.925097480447345e-05
Position 1315: 5.879476546013964e-05
Position 4: 4.896723205956512e-05
Position 260: 3.764965117591295e-05
Position 717: 3.350377466609449e-05
Position 867: 3.100304633768777e-05
Position 395: 1.8088247582361825e-05
Position 365: 1.8028034091805023e-05
Position 1291: 1.77492046011636e-05
Position 232: 1.743502399559046e-05
Position 22: 4.043234075590606e-06
Position 1336: 3.214057158758534e-06
Position 306: 2.8560193490730696e-07
Position 14: 2.375385210848327e-07
Position 736: 1.9872272279780937e-07
Position 370: 7.339261781192447e-08
Position 804: 4.552620186567472e-08
Position 282: 4.11460846853093e-08
Position 847: 3.2118672842856254e-08
Position 925: 1.789530422026952e-08
Position 342: 2.497912391289778e-09
Position 294: 1.8472161974833535e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 299: 0.9169587903474021
Position 486: 0.05860101138199541
Position 1091: 0.05228317393883113
Position 273: 0.01799867723080987
Position 1088: 0.013067964751864468
Position 356: 0.008469243518510148
Position 335: 0.008308992647538649
Position 549: 0.0035544069114792983
Position 463: 0.002293178474417008
Position 509: 0.001878578371223251
Position 995: 0.0012692386491366214
Position 521: 0.0012223821995841033
Position 1374: 0.001079720045004026
Position 1054: 0.0010462229174343527
Position 1025: 0.0009411766775343459
Position 1127: 0.0009255723548891644
Position 306: 0.0008382992256884916
Position 645: 0.0006624822389159135
Position 311: 0.0006052704737714324
Position 166: 0.0005036155243567102
Position 332: 0.00038415206377760875
Position 443: 0.0002629136768921676
Position 361: 0.00026144370716991105
Position 752: 0.0002512625596426971
Position 1151: 0.00024324240969696617
Position 785: 0.00023731477340894672
Position 370: 0.00023161805473145123
Position 812: 0.00023015333516391374
Position 1028: 0.00021121830746242517
Position 971: 0.00020990700367426427
Position 563: 0.00018450893679250414
Position 530: 0.00017708222765590474
Position 937: 0.00017625617723577837
Position 455: 0.0001751259633724498
Position 815: 0.0001614658821180016
Position 968: 0.00016113331443595749
Position 1386: 0.00014861672549573926
Position 1390: 0.00014122998026255636
Position 1124: 0.00011865534781806326
Position 688: 0.00011335366413441872
Position 572: 1.2601800825157522e-05
Position 145: 1.7864293716700396e-07
Position 115: 1.4219380458854278e-07
Position 1145: 1.3615210595343661e-07
Position 191: 1.3135085773622532e-07
Position 229: 1.0948435373914009e-07
Position 219: 8.914982775551004e-08
Position 1185: 7.0363394670302e-08
Position 245: 2.1567310001676523e-08
Position 194: 8.65124235335941e-09
Position 136: 1.386694666266309e-10
Position 134: 3.4452401939472815e-11
Position 187: 2.0683248275288287e-13
Position 380: 3.0426504103261256e-14
Position 392: 4.852591491480817e-19
