Gene = M6
index = 1254
Annotated 5SS: [ 416 3399 3762]
Annotated 3SS: [3238 3456 3817]
SMsplice 5SS: [ 839 1094 3399 3762]
SMsplice 3SS: [ 897 3238 3456 3817]
top_k =  500
Partition function (log Z): 5.31122567242803

Sorted 5' Splice Sites (High to Low Probability):
Position 3399: 0.9996330440867456
Position 3762: 0.9800999177240411
Position 1094: 0.8768340178088954
Position 1984: 0.6502843228713061
Position 839: 0.613987100925715
Position 416: 0.3423524205556965
Position 2429: 0.2735856862072171
Position 1411: 0.25936413935571745
Position 260: 0.09383372713206468
Position 481: 0.06761778142861166
Position 1955: 0.05415128702702194
Position 801: 0.04205503223510455
Position 1453: 0.031761322397807296
Position 622: 0.022579926714950693
Position 1691: 0.019587083782007235
Position 1359: 0.019165899547403414
Position 3590: 0.018406212697845085
Position 2406: 0.016151055943813976
Position 1306: 0.015593789944685254
Position 1423: 0.015273973729177957
Position 1436: 0.012899988025664506
Position 1013: 0.008901067864276978
Position 4732: 0.0075637690627831464
Position 4419: 0.00585822126188075
Position 652: 0.0057881327791195645
Position 3916: 0.005741086781185119
Position 3037: 0.0056585204476520745
Position 266: 0.0054803165896316515
Position 1161: 0.004489906682311182
Position 250: 0.004098929949054772
Position 4798: 0.0038375373772012627
Position 455: 0.003642045753322982
Position 3594: 0.0036269120425482964
Position 1405: 0.0034461029714628116
Position 4211: 0.0030321649997298865
Position 3870: 0.002797907916071337
Position 1345: 0.002305369501843526
Position 399: 0.0015863017416378527
Position 270: 0.0015510174291472473
Position 4065: 0.00147489828050321
Position 3566: 0.0014050168928262305
Position 3674: 0.0012018259248353371
Position 2863: 0.0009751197244824118
Position 1570: 0.0008457165622768315
Position 4722: 0.000791084718412435
Position 1562: 0.0007726842837544767
Position 830: 0.0007027957091953081
Position 1459: 0.0006857206051265961
Position 3607: 0.0006755237822294423
Position 1264: 0.0006592528666676131
Position 1418: 0.0005643741723446535
Position 448: 0.0003984624092563611
Position 4762: 0.0003622627774893773
Position 276: 0.00036113854859368843
Position 4134: 0.0003334338477385971
Position 4176: 0.0002831061910357692
Position 3722: 0.00024974731515691785
Position 3899: 0.00024146100591140033
Position 558: 0.0002137983520954549
Position 4493: 0.0002068417318429268
Position 1279: 0.00018000133045847536
Position 4754: 0.00016833394665788004
Position 445: 0.00014281570747308087
Position 4243: 0.00012317941288822852
Position 1244: 8.34544511390279e-05
Position 3376: 8.319800746492329e-05
Position 3859: 6.761042222925992e-05
Position 1457: 6.644347279098323e-05
Position 571: 6.449207576912092e-05
Position 4699: 5.349728922963291e-05
Position 115: 5.2660893207747505e-05
Position 1284: 5.203113673575196e-05
Position 126: 4.55571210198255e-05
Position 550: 4.4717065825429626e-05
Position 3403: 4.3320108432215205e-05
Position 3901: 4.173989108554931e-05
Position 274: 4.130759129263353e-05
Position 843: 3.68205032841614e-05
Position 3367: 3.548735416276544e-05
Position 616: 2.946426924836974e-05
Position 268: 2.7986211179303915e-05
Position 1184: 2.2358567265087644e-05
Position 4553: 2.1174888651075602e-05
Position 163: 1.9835269056993518e-05
Position 4692: 1.9147927831235153e-05
Position 789: 1.771970492138557e-05
Position 662: 1.594749124776589e-05
Position 22: 1.2925684432740622e-05
Position 1022: 1.2794805805936838e-05
Position 552: 1.062577773646377e-05
Position 3313: 9.598225631237623e-06
Position 691: 8.116744515218944e-06
Position 420: 6.82996358167506e-06
Position 3336: 6.667639540917283e-06
Position 669: 6.628418804561357e-06
Position 3358: 6.468824700600204e-06
Position 189: 6.204800524571246e-06
Position 682: 5.728642505621062e-06
Position 129: 5.492674964700867e-06
Position 610: 4.546708162710679e-06
Position 234: 4.283364249230578e-06
Position 3654: 4.073855283058734e-06
Position 585: 3.98142548728057e-06
Position 1385: 3.958445075140993e-06
Position 241: 3.0511944368683077e-06
Position 358: 2.688363059604129e-06
Position 14: 2.5624845354456667e-06
Position 680: 2.508424223687455e-06
Position 4023: 2.3765696977602073e-06
Position 20: 2.079447913724951e-06
Position 4255: 1.7351864119833037e-06
Position 1025: 1.6802648777117662e-06
Position 4070: 1.211482882939581e-06
Position 86: 8.74759629482166e-07
Position 52: 8.664957835100394e-07
Position 4116: 6.752528387468412e-07
Position 4378: 5.218724673277307e-07
Position 211: 5.195885278928706e-07
Position 4248: 4.100282960254374e-07
Position 965: 3.643313134459185e-07
Position 3712: 3.313023651144816e-07
Position 4264: 2.907786644025087e-07
Position 3680: 1.5776081461604277e-07
Position 3647: 1.3485484227553038e-07
Position 134: 1.1475883468134818e-07
Position 3677: 8.542192596212527e-08
Position 3700: 7.745183363953799e-08
Position 1314: 7.623640324250261e-08
Position 35: 7.289260791290548e-08
Position 3526: 4.783792169191685e-08
Position 3583: 3.968961224949009e-08
Position 3720: 3.778441505459098e-08
Position 3962: 2.9418662051744222e-08
Position 3952: 2.8245342370356212e-08
Position 3577: 2.249095463686062e-08
Position 3482: 1.1946195021615138e-08
Position 3649: 1.1869542347427437e-08
Position 335: 3.999121331047006e-09
Position 1038: 2.6599865002780416e-09
Position 1044: 2.2200637723121687e-09
Position 3666: 2.0937502591526817e-09
Position 3614: 1.7641048731612179e-09
Position 545: 1.208480629555834e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3456: 0.9995783409111818
Position 3817: 0.9914096611221674
Position 3238: 0.9014688922557066
Position 897: 0.8191625749566873
Position 1157: 0.4592093691633008
Position 1786: 0.2789674389805782
Position 1835: 0.16430428362413316
Position 685: 0.09165963416202555
Position 335: 0.08767182712628645
Position 1530: 0.08612644032608624
Position 2225: 0.06623123797865933
Position 918: 0.06158327860942399
Position 2215: 0.059358671168583864
Position 2135: 0.04493561555801035
Position 2022: 0.039058653668638636
Position 1457: 0.03666392132968193
Position 3171: 0.03558334403803678
Position 1795: 0.03096008446887828
Position 691: 0.029601259673517916
Position 3203: 0.029427993705951186
Position 1309: 0.026675208742600102
Position 933: 0.02027761829449756
Position 478: 0.015850822218813388
Position 3677: 0.012891526242247315
Position 4309: 0.010289351452865072
Position 2718: 0.009983342994809269
Position 2835: 0.009741110902822332
Position 1340: 0.009357213065580641
Position 1614: 0.008302623454377218
Position 4882: 0.007779993472093795
Position 4488: 0.006489233417628522
Position 1076: 0.0057194563946572335
Position 4856: 0.005327212294482352
Position 1481: 0.004928556529774953
Position 340: 0.004891396427153471
Position 2697: 0.004180652560332734
Position 1502: 0.0041592862389790005
Position 2361: 0.0037693054154213524
Position 1887: 0.0037128906168103566
Position 558: 0.0030548350231438745
Position 610: 0.0030423244980477115
Position 626: 0.002616943788610087
Position 3962: 0.002004095375955616
Position 3241: 0.0019207288757199467
Position 3289: 0.0018075893835739739
Position 1657: 0.001745281079036938
Position 1484: 0.0013588489745707138
Position 2602: 0.001330628564051306
Position 1410: 0.001253884671106775
Position 4581: 0.0011895347115590694
Position 755: 0.0011437025610379656
Position 2889: 0.0008645120738081211
Position 2405: 0.0008396248057903113
Position 2180: 0.0008066490995680423
Position 751: 0.0007947650078256041
Position 1669: 0.0007809649135651054
Position 358: 0.0007238634638023911
Position 3654: 0.0006814968737267929
Position 1624: 0.0005824540623019074
Position 2944: 0.0004340524313663542
Position 460: 0.0004148365746980598
Position 571: 0.00040157920701675936
Position 4890: 0.00040041631074468157
Position 2623: 0.00028234096404634575
Position 4023: 0.00022580247996591523
Position 830: 0.00021706983301652573
Position 3720: 0.00020181508214222403
Position 1205: 0.00013713194238088318
Position 1244: 0.00012088783990624732
Position 1729: 0.00010929237290116281
Position 1550: 9.826289791221839e-05
Position 2750: 8.393580649345575e-05
Position 307: 8.382418772849559e-05
Position 1536: 8.145107497907711e-05
Position 300: 7.583188814295504e-05
Position 1239: 6.452396435215831e-05
Position 3464: 5.901011079938888e-05
Position 801: 5.461582805824662e-05
Position 3494: 5.173845696926543e-05
Position 920: 4.5847116273482965e-05
Position 420: 4.440432316613179e-05
Position 636: 3.500920804342908e-05
Position 3738: 2.232891371928942e-05
Position 1032: 2.1218555477305438e-05
Position 485: 1.87392303066651e-05
Position 1367: 1.8225724923558935e-05
Position 1593: 1.7595896311199574e-05
Position 455: 1.5462641160184947e-05
Position 1017: 1.4662743114201519e-05
Position 652: 1.4327664242321964e-05
Position 839: 1.397790422021977e-05
Position 1217: 1.0404729887496892e-05
Position 1257: 9.883693468535327e-06
Position 1364: 8.610786919420799e-06
Position 1044: 6.982778134112583e-06
Position 4553: 5.226571942411362e-06
Position 216: 4.362848493284163e-06
Position 1013: 3.742804299713917e-06
Position 963: 3.7221868388470364e-06
Position 288: 1.972223095787463e-06
Position 172: 1.4176656656413965e-06
Position 241: 1.1518636038890148e-06
Position 394: 8.617812635521619e-07
Position 4492: 4.3587174425835677e-07
Position 253: 3.4691466113664944e-07
Position 183: 2.8870534591941625e-07
Position 155: 1.6734696334645015e-07
Position 73: 1.5929843698001786e-07
Position 250: 1.314120164587082e-07
Position 189: 7.25792835670799e-08
Position 3785: 1.623287229599965e-08
Position 342: 9.740435306405099e-09
Position 115: 4.732315730562879e-09
Position 106: 1.78113264928276e-09
Position 163: 3.5183824709125133e-10
Position 445: 5.222939916646415e-11
Position 259: 4.1269459825124165e-11
Position 255: 2.034458759689568e-18
