Gene = Sf3b2
index = 1486
Annotated 5SS: [ 105  803 1830 2131]
Annotated 3SS: [ 161  859 1885 2193]
SMsplice 5SS: [ 105  803 1830 2131]
SMsplice 3SS: [ 161  859 1885 2193]
top_k =  500
Partition function (log Z): 7.270802778017436

Sorted 5' Splice Sites (High to Low Probability):
Position 803: 0.9973167344453677
Position 2131: 0.996677645617385
Position 1830: 0.9960233563738494
Position 105: 0.7514113591019795
Position 2285: 0.0038926480974605265
Position 2720: 0.0037775734773246436
Position 1413: 0.0037701402339625923
Position 2732: 0.0032848964451994895
Position 2015: 0.002803872570926754
Position 2542: 0.0025202367076692183
Position 2692: 0.0023358402316544296
Position 477: 0.002167961343755536
Position 250: 0.002052660692391999
Position 1291: 0.002015274552295279
Position 1605: 0.0013500486273946262
Position 1795: 0.0011582540057636388
Position 2424: 0.0010434945331626866
Position 919: 0.000937081854792472
Position 526: 0.0007932872512574582
Position 1164: 0.0006974953117569382
Position 2135: 0.0006549665211197737
Position 1790: 0.0006456912503278084
Position 2557: 0.0005512750876766226
Position 1236: 0.00043635489079073384
Position 1209: 0.0004275107273687437
Position 1256: 0.00042015924765872553
Position 1800: 0.00038610069401255305
Position 1120: 0.00038549943424085934
Position 792: 0.0003101855144888098
Position 1676: 0.0003097986515009444
Position 2625: 0.00027868717934542426
Position 902: 0.00027839905289460187
Position 2697: 0.0002650496368807597
Position 1580: 0.00022660443879240783
Position 52: 0.0002212530156366821
Position 1126: 0.00022069531106931587
Position 1405: 0.00021681693203447918
Position 807: 0.00017605979624637393
Position 2680: 0.0001495567744252602
Position 26: 0.00014327554031792687
Position 2563: 0.00014060770562511618
Position 1750: 0.00012689605044188153
Position 739: 0.00010690040972674743
Position 1242: 9.292101118768174e-05
Position 2595: 8.93714547256735e-05
Position 2551: 8.55949452731525e-05
Position 29: 7.965057722565089e-05
Position 1532: 7.051805114401562e-05
Position 2295: 6.26260813626556e-05
Position 1307: 5.88046642374998e-05
Position 2318: 5.3885149083462904e-05
Position 923: 3.117316182516954e-05
Position 1417: 2.9979283769540044e-05
Position 2024: 2.3323600651608143e-05
Position 2036: 1.955601755551574e-05
Position 58: 1.8588796516928913e-05
Position 217: 1.8253115998001517e-05
Position 678: 1.6826646286739113e-05
Position 2458: 1.5002325580293282e-05
Position 1361: 1.3643573362768745e-05
Position 109: 1.3497004139224787e-05
Position 2641: 1.1617900037306068e-05
Position 1091: 1.014524252880939e-05
Position 412: 9.711554904114016e-06
Position 2739: 9.116872622154401e-06
Position 1834: 8.171552262971152e-06
Position 441: 7.399225133363699e-06
Position 2771: 6.4339898371930185e-06
Position 381: 5.131242352318198e-06
Position 2276: 3.864080502934845e-06
Position 400: 3.6481041820206007e-06
Position 742: 2.8795630489138517e-06
Position 1167: 2.854786462400332e-06
Position 92: 2.6028585837429825e-06
Position 1735: 2.2811181600544175e-06
Position 2348: 2.2299169872621397e-06
Position 2603: 1.8249684930263523e-06
Position 406: 1.4697340924290847e-06
Position 318: 1.2058212594411022e-06
Position 1767: 1.1117438280531797e-06
Position 288: 9.680996022464065e-07
Position 1475: 6.827670448602348e-07
Position 342: 4.4970533167718556e-07
Position 1149: 2.3248552867776426e-07
Position 487: 2.243286607518847e-07
Position 2289: 4.6113904942324896e-08
Position 7: 1.3518315057275326e-08
Position 911: 7.446852996628948e-09
Position 2212: 7.442692892675437e-09
Position 960: 1.8349953148235726e-09
Position 2219: 1.8170509999695657e-09
Position 584: 1.5515304993578064e-09
Position 2060: 1.447449661383374e-09
Position 1128: 1.1744089160342422e-09
Position 921: 8.731769290591117e-10
Position 715: 6.105779534418521e-10
Position 374: 4.3504789643194357e-10
Position 1848: 3.2346197257423216e-10
Position 2406: 3.223803128620111e-10
Position 602: 1.2455660245666196e-10
Position 864: 1.204899221107594e-10
Position 2058: 9.037013806869358e-11
Position 1914: 6.90689369282694e-11
Position 1942: 1.6269263182858795e-11
Position 185: 1.544598899146559e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 859: 0.9980035043419054
Position 1885: 0.9967534267602202
Position 2193: 0.987076842416094
Position 161: 0.7480732522281357
Position 2796: 0.01114015980108426
Position 2333: 0.006203567210615089
Position 2219: 0.00535187827131818
Position 2754: 0.003977610580622685
Position 1655: 0.003682832602829775
Position 1475: 0.002193982054510629
Position 206: 0.0021879122440735853
Position 1367: 0.002022101560609753
Position 1719: 0.0018503006111414446
Position 2066: 0.0016858040274778023
Position 1895: 0.0015969589385704168
Position 578: 0.0011561907707439553
Position 2370: 0.0010992328109215145
Position 1003: 0.0008963477007529709
Position 203: 0.000837404624280808
Position 596: 0.0008372294444534716
Position 599: 0.0006660285639981453
Position 1451: 0.0005524087988238908
Position 398: 0.0005280275590721161
Position 2233: 0.00048218144570101747
Position 1481: 0.0004770200763100683
Position 2491: 0.00044411323421472427
Position 1334: 0.00039970631281804534
Position 2837: 0.00033386312481045987
Position 2058: 0.00027498546114865653
Position 875: 0.0002676264460831459
Position 1280: 0.00025589221800369574
Position 539: 0.00020972847482194298
Position 602: 0.00017826143346071367
Position 545: 0.00015654340467265496
Position 1228: 0.00013878454139659797
Position 938: 0.00013751330908825455
Position 2249: 0.00013227899107158723
Position 1901: 0.00012124537791760389
Position 2679: 0.00011650572708834135
Position 329: 0.00011243120873551152
Position 2311: 0.0001117150765165051
Position 968: 9.274793165252935e-05
Position 2608: 7.753968307741366e-05
Position 1167: 7.633279487726512e-05
Position 209: 7.300412697072685e-05
Position 542: 7.048880090079851e-05
Position 1013: 5.743050367234499e-05
Position 2625: 5.7021399651286784e-05
Position 356: 5.6051705242792526e-05
Position 1301: 4.9905656537196825e-05
Position 956: 4.713720437676316e-05
Position 312: 4.57935626294591e-05
Position 2086: 4.100814973900818e-05
Position 2434: 3.4856626304880834e-05
Position 536: 2.863867481721329e-05
Position 92: 2.8005437676279076e-05
Position 2906: 2.6225068537452854e-05
Position 1221: 2.5309478173480457e-05
Position 664: 2.401353320830282e-05
Position 2289: 2.1363472624451283e-05
Position 2107: 1.8923683355413737e-05
Position 1949: 1.72953524812199e-05
Position 911: 1.698883902983137e-05
Position 1946: 1.5188405026203644e-05
Position 1550: 1.4760908856363423e-05
Position 422: 1.3469065242767365e-05
Position 282: 1.3250905323501978e-05
Position 1028: 1.2914362642636628e-05
Position 2903: 1.240451801641305e-05
Position 677: 1.2352167607473408e-05
Position 364: 1.2083740793867244e-05
Position 406: 1.2051706964094368e-05
Position 369: 1.125809092536972e-05
Position 689: 1.0293739735351944e-05
Position 1265: 8.723816086450637e-06
Position 2318: 8.491344956421603e-06
Position 1487: 8.05581786218799e-06
Position 2341: 7.749037877231724e-06
Position 654: 7.740040698921665e-06
Position 2709: 6.889080805426255e-06
Position 638: 6.492154291431147e-06
Position 1188: 5.557201853411315e-06
Position 2404: 5.437141406889433e-06
Position 2641: 5.191877673479609e-06
Position 487: 4.932085251854596e-06
Position 2880: 4.68342896509207e-06
Position 1529: 4.620668376281109e-06
Position 2431: 4.552481736076625e-06
Position 562: 4.463582303914406e-06
Position 698: 4.401419248757882e-06
Position 1236: 4.376774099389986e-06
Position 557: 4.222225343910014e-06
Position 512: 4.086656296471106e-06
Position 992: 3.987478851944634e-06
Position 1999: 3.5763877534971017e-06
Position 1288: 3.2587730581920384e-06
Position 2170: 2.9905218167665177e-06
Position 2027: 2.940137266453683e-06
Position 767: 2.826937105747316e-06
Position 2104: 2.7398163554673307e-06
Position 2449: 2.533798555734092e-06
Position 500: 2.148524272324225e-06
Position 2295: 2.007403689221617e-06
Position 1134: 1.5513625008467174e-06
Position 134: 1.0996470471989146e-06
Position 493: 1.0489955775962853e-06
Position 476: 9.8139639136415e-07
Position 711: 8.155955372375313e-07
Position 554: 7.906540520473734e-07
Position 721: 7.449208741370079e-07
Position 551: 4.583729815633093e-07
Position 566: 3.6124743100724545e-07
Position 617: 1.861512967717853e-07
Position 2117: 1.8231404806888968e-07
Position 695: 1.517206349610234e-07
Position 509: 8.217853365924239e-08
Position 338: 6.495486826500997e-08
Position 435: 4.513550737560508e-08
Position 67: 1.3292786414560796e-08
Position 104: 9.1797358507168e-11
Position 109: 6.467095082907649e-11
Position 239: 1.7930056442957331e-13
Position 217: 1.3237980071766205e-13
