Gene = aust
index = 1617
Annotated 5SS: [290]
Annotated 3SS: [355]
SMsplice 5SS: [290]
SMsplice 3SS: [355]
top_k =  500
Partition function (log Z): -0.8674473207004764

Sorted 5' Splice Sites (High to Low Probability):
Position 290: 0.997522681764968
Position 747: 0.007877216504667363
Position 679: 0.007367360411870827
Position 203: 0.004783143494049748
Position 193: 0.0005000630702557343
Position 801: 0.00012225400503830034
Position 643: 5.5931193665505145e-05
Position 200: 4.678498724223266e-05
Position 258: 3.478915171972639e-05
Position 175: 3.246895582343275e-05
Position 607: 2.7382293604805192e-05
Position 631: 2.7244555949354138e-05
Position 783: 2.3740772064433493e-05
Position 487: 1.3540203791649159e-05
Position 323: 1.0299995791094618e-05
Position 514: 9.592144803396583e-06
Position 598: 7.289214087162628e-06
Position 100: 6.43931079423091e-06
Position 924: 3.936302897094463e-06
Position 712: 2.3837836544809857e-06
Position 451: 1.6273815808213841e-06
Position 554: 1.3334595192746613e-06
Position 574: 1.1873108830974734e-06
Position 4: 1.1186527275466227e-06
Position 308: 1.0792964633986378e-06
Position 921: 9.169165955540484e-07
Position 467: 8.248043988656577e-07
Position 25: 3.149439550989022e-07
Position 329: 2.3481976051306973e-07
Position 877: 6.326240091055812e-08
Position 869: 3.1115611611823654e-08
Position 817: 1.5502467469562815e-08
Position 896: 7.491808721734125e-09
Position 62: 7.106697528645304e-09
Position 843: 5.511348245523829e-09
Position 857: 4.556859699868713e-09
Position 849: 3.961138251898947e-09
Position 890: 3.7422725907859125e-09
Position 108: 3.144394808241418e-09
Position 881: 2.9997434196537196e-09
Position 884: 2.8531363831948465e-09
Position 544: 6.061069352517468e-10
Position 59: 4.756643119118519e-10
Position 380: 3.162947588601331e-10
Position 398: 8.942933071145951e-11
Position 338: 2.690317638013256e-11
Position 392: 1.715571564806263e-11
Position 395: 2.2877598238970227e-12
Position 384: 3.339442614646554e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 355: 0.9980580774194306
Position 817: 0.007095943364449973
Position 854: 0.004373726996549928
Position 757: 0.0035690630960037266
Position 264: 0.0022883909982121422
Position 392: 0.0008803955249578117
Position 282: 0.0006534264463018125
Position 380: 0.00046367655025190746
Position 417: 0.0003783974868337773
Position 991: 0.00028948211642109827
Position 363: 0.00019186700392256586
Position 766: 0.00014253994073329707
Position 678: 5.945478198270321e-05
Position 549: 9.165373433659642e-06
Position 590: 9.136057011269144e-06
Position 869: 7.3746537145124654e-06
Position 777: 6.837024278220405e-06
Position 206: 1.8217163680209454e-06
Position 55: 8.420936390437837e-07
Position 621: 8.082976299439122e-07
Position 241: 4.7089666972872595e-07
Position 192: 3.245556505180663e-07
Position 654: 2.8876872963785526e-07
Position 684: 2.3771736955469353e-07
Position 441: 2.315611696908065e-07
Position 525: 2.307764182495695e-07
Position 66: 2.2138637639790776e-07
Position 234: 1.786875798778218e-07
Position 284: 1.5972656159036755e-07
Position 636: 9.873858116842032e-08
Position 81: 9.846399312512149e-08
Position 533: 8.496775318637263e-08
Position 318: 6.120174774275658e-08
Position 48: 5.1420699615747346e-08
Position 168: 4.289984546031465e-08
Position 458: 3.6287324461345915e-08
Position 100: 1.7685626854483436e-08
Position 141: 1.597206444714171e-08
Position 219: 1.491737641915022e-08
Position 72: 1.3152561366289686e-08
Position 94: 7.04254631214443e-09
Position 174: 6.080515247419493e-09
Position 78: 5.620515032775018e-09
Position 159: 4.764683858537973e-09
Position 172: 6.772271507888573e-10
Position 216: 5.477475514043413e-10
Position 150: 5.361901061387122e-10
Position 321: 3.0739906467295953e-10
Position 138: 1.794256830034905e-10
Position 289: 1.1775240392183463e-12
Position 155: 6.061486849781722e-13
Position 96: 8.089128129852313e-14
Position 294: 4.375784556018702e-15
