Gene = Bacc
index = 45
Annotated 5SS: [ 396 1216 3726]
Annotated 3SS: [ 926 3562 3799]
SMsplice 5SS: [1216 3726]
SMsplice 3SS: [3562 3799]
top_k =  500
Partition function (log Z): -1.9304460337455807

Sorted 5' Splice Sites (High to Low Probability):
Position 3726: 0.9878723519184109
Position 1216: 0.8731053131970351
Position 2927: 0.2586144412334491
Position 4030: 0.1929686761282776
Position 3375: 0.14077989328917975
Position 1795: 0.10737352844189293
Position 447: 0.09060619845661859
Position 2600: 0.08254604173189124
Position 1127: 0.07862356615625088
Position 3393: 0.06937407143027886
Position 3356: 0.05797081854106068
Position 2891: 0.04837303146010757
Position 2127: 0.032839706972734944
Position 267: 0.026609767478119575
Position 1833: 0.019816080257318923
Position 4187: 0.01697750711192347
Position 3846: 0.013704567257646835
Position 2321: 0.013549037712954185
Position 3360: 0.01345985950012345
Position 396: 0.013020157791647953
Position 2699: 0.010385983714780214
Position 3699: 0.008258478156717545
Position 1240: 0.008037373863427795
Position 865: 0.007169771686441184
Position 1943: 0.006345905602071419
Position 5208: 0.006272991913714403
Position 3857: 0.0062345056671185865
Position 393: 0.005807073820163176
Position 127: 0.005795947447170995
Position 1575: 0.005716829767973326
Position 364: 0.005460867568855896
Position 3122: 0.005342823093975753
Position 3416: 0.004903325949073056
Position 3087: 0.004518265666267997
Position 2336: 0.003867162081167617
Position 1548: 0.003682850301373758
Position 794: 0.0036112189503211193
Position 2226: 0.003469963299639492
Position 2326: 0.002955766810754765
Position 1543: 0.0027108053493745485
Position 674: 0.0026371148091321015
Position 852: 0.0024182192521999897
Position 816: 0.0019801660235113927
Position 1255: 0.0018560890079315363
Position 1579: 0.0017672936192976783
Position 1509: 0.001484659819298662
Position 3366: 0.0014024705365138432
Position 3327: 0.001327610060389457
Position 2094: 0.0012747259355745189
Position 1856: 0.0010611649257714264
Position 434: 0.0008664204621226386
Position 101: 0.0008554116864290264
Position 2798: 0.0007846380989301704
Position 3084: 0.0005644724385712142
Position 275: 0.0005341855606806939
Position 2426: 0.0004969293169988884
Position 2370: 0.00043173102679749877
Position 798: 0.00038694448701007085
Position 466: 0.0003666018649845807
Position 735: 0.00035343094879590226
Position 4896: 0.000342243615381318
Position 4085: 0.00026038101845671463
Position 3679: 0.0002468116860417535
Position 3720: 0.00022836227092547275
Position 1428: 0.0001809683976502638
Position 1220: 0.0001522366104289006
Position 641: 0.00015043285377584366
Position 2895: 0.00014932833200296985
Position 4313: 0.00014749526014703663
Position 2117: 0.00011275256524965328
Position 4675: 0.00010743586834593401
Position 636: 0.00010133275465354995
Position 683: 9.781718724081614e-05
Position 821: 8.3759621733022e-05
Position 680: 7.088625396515548e-05
Position 1232: 6.628364595489399e-05
Position 1021: 6.421562843388976e-05
Position 359: 5.592481202491575e-05
Position 724: 4.1959721536323266e-05
Position 937: 3.932409233881018e-05
Position 802: 3.319224480636681e-05
Position 872: 2.9249736065840044e-05
Position 796: 1.820714057356369e-05
Position 1432: 1.6740096986334646e-05
Position 656: 1.5523319578388e-05
Position 804: 1.315755503376221e-05
Position 608: 1.26389397813786e-05
Position 830: 1.2416785885713278e-05
Position 373: 1.1803395884234605e-05
Position 1497: 9.38196047035669e-06
Position 3824: 9.087029568145888e-06
Position 175: 7.040703300229996e-06
Position 3730: 5.485599094255554e-06
Position 1570: 5.356391800614224e-06
Position 3912: 5.313896930905555e-06
Position 909: 4.730494225809217e-06
Position 243: 4.499176856583596e-06
Position 634: 3.8539589745383524e-06
Position 757: 3.3600856891201413e-06
Position 584: 2.904210631782305e-06
Position 290: 2.477450617803211e-06
Position 3860: 2.1177828976344374e-06
Position 1489: 1.943593992062973e-06
