Gene = CIAPIN1
index = 1043
Annotated 5SS: [ 222  808 2287]
Annotated 3SS: [ 310  875 2340]
SMsplice 5SS: [222 808]
SMsplice 3SS: [310 875]
top_k =  500
Partition function (log Z): -3.999693644216213

Sorted 5' Splice Sites (High to Low Probability):
Position 808: 0.9768950705886066
Position 222: 0.5528976492294152
Position 241: 0.21589531409902274
Position 1005: 0.21045336721414512
Position 1766: 0.20389592867386191
Position 2287: 0.059113047239474754
Position 269: 0.030617004992645826
Position 1466: 0.030499046848472905
Position 245: 0.028087677517107487
Position 1706: 0.026599913173725228
Position 943: 0.023382756260915794
Position 1074: 0.018305459487846128
Position 829: 0.018093901599415662
Position 951: 0.010932763819454369
Position 243: 0.007898859274400363
Position 236: 0.0060390998912035546
Position 2060: 0.004622388257375409
Position 1033: 0.001713662244267301
Position 247: 0.0013336553882244404
Position 1745: 0.0012053658927874142
Position 1796: 0.0009816857810233451
Position 1343: 0.0009566309484554529
Position 2242: 0.0008293960090500009
Position 226: 0.0006525143253385383
Position 249: 0.0003170189635252503
Position 231: 0.0003122946825603581
Position 1691: 0.00027753078427197447
Position 1434: 0.00022807640139880264
Position 1457: 0.0002066673902754227
Position 203: 0.00017242523002238463
Position 21: 0.00015864778503631993
Position 47: 0.00011400018162509172
Position 1478: 0.00010857555492640085
Position 792: 8.937028452462331e-05
Position 376: 6.074577774668018e-05
Position 552: 4.547288760281842e-05
Position 37: 3.54070589565933e-05
Position 1220: 3.367159217787358e-05
Position 1418: 2.1334727309809956e-05
Position 371: 2.1107416626881875e-05
Position 273: 2.038035043387206e-05
Position 434: 1.9739411290634253e-05
Position 1302: 1.7627098069691747e-05
Position 1304: 1.6482755413761345e-05
Position 254: 1.4594977282180038e-05
Position 1260: 1.1314273968102708e-05
Position 102: 8.298201190767275e-06
Position 155: 7.219975974580133e-06
Position 188: 6.032073768956728e-06
Position 685: 4.2056925220769775e-06
Position 1682: 3.631123757899444e-06
Position 1111: 2.590860312058272e-06
Position 42: 2.3268364149791803e-06
Position 1502: 2.1913530902992497e-06
Position 1392: 1.989954799826519e-06
Position 812: 1.9273741753341994e-06
Position 1504: 1.778104342189664e-06
Position 1410: 1.7355440299250435e-06
Position 800: 1.5435312183071046e-06
Position 446: 1.3707259866478014e-06
Position 833: 1.3298024558273764e-06
Position 217: 1.2500732244476266e-06
Position 1129: 7.260979225033556e-07
Position 677: 6.339663178920742e-07
Position 423: 5.614956949868759e-07
Position 1271: 5.373062823995188e-07
Position 351: 5.019471249063824e-07
Position 689: 3.2716977346281923e-07
Position 1341: 1.749545777678035e-07
Position 1066: 1.080219586214502e-07
Position 589: 7.777054594098922e-08
Position 605: 7.634813926336163e-08
Position 1147: 3.77214914456619e-09
Position 343: 9.317717699930819e-10
Position 1213: 4.3069745810072603e-10
Position 421: 3.8536422288583606e-10
Position 583: 3.1822821419263947e-10
Position 683: 2.8130168020279717e-10
Position 291: 4.059303631565655e-12
Position 296: 1.4380552749582055e-12
Position 329: 1.9149439447392976e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 875: 0.9713608669484386
Position 310: 0.7907292601595227
Position 1834: 0.17978351089115832
Position 1519: 0.12609316518294092
Position 2340: 0.11183643160937595
Position 1107: 0.05292099395436366
Position 329: 0.04495826145667089
Position 1129: 0.03772466757068147
