Gene = Kr-h1
index = 1245
Annotated 5SS: [ 9642 11105 12551]
Annotated 3SS: [10391 11189 12634]
SMsplice 5SS: [ 1138 11105 12551]
SMsplice 3SS: [10391 11189 12634]
top_k =  500
Partition function (log Z): 0.07616123683221254

Sorted 5' Splice Sites (High to Low Probability):
Position 11105: 0.9961441488597454
Position 12551: 0.9903597972885066
Position 1138: 0.9407655575264309
Position 1661: 0.5595771094949473
Position 9642: 0.18778018993285592
Position 310: 0.15169691560590867
Position 2043: 0.055382934822116085
Position 2095: 0.026410869378833197
Position 2603: 0.01681934321715976
Position 12157: 0.015372657597977981
Position 11535: 0.010170047131058983
Position 1510: 0.009614680737492689
Position 12909: 0.004718610908054152
Position 444: 0.0037157785038753363
Position 356: 0.0029864470939136674
Position 13271: 0.002835741280175412
Position 11277: 0.002824338117558009
Position 706: 0.0026198913648382022
Position 12822: 0.0022979778065624215
Position 11509: 0.0014842880143488156
Position 13126: 0.0011229728919802718
Position 11315: 0.0008455840524096887
Position 12411: 0.0007191859836972258
Position 226: 0.0006994266636253187
Position 317: 0.0006606050726545862
Position 13275: 0.0006344363321308498
Position 11907: 0.0006261080807730086
Position 158: 0.00048389427142468374
Position 1602: 0.0004736040094837368
Position 10796: 0.00042714706153388303
Position 147: 0.00041432587917453114
Position 12555: 0.0004050015013536025
Position 12817: 0.00032607080849518755
Position 12927: 0.0003107479766758639
Position 338: 0.0002677500230076361
Position 1646: 0.0002669347321269404
Position 1737: 0.00025554339220184154
Position 11575: 0.00023715533584425016
Position 11305: 0.00023396991481831975
Position 62: 0.00023392952421486172
Position 12303: 0.0002286299978402411
Position 12150: 0.0001913230990009815
Position 12762: 0.0001697801305385301
Position 350: 0.00015687153684441354
Position 1332: 0.00014590226995949996
Position 13086: 0.00013354494195774152
Position 942: 0.0001267690346106568
Position 174: 0.00012359689300419334
Position 49: 0.00010883913898169016
Position 193: 0.00010779828854509407
Position 836: 0.00010227836509013552
Position 12715: 0.00010098724108154115
Position 390: 9.830291189867874e-05
Position 172: 9.488419018162084e-05
Position 11919: 8.646951342657334e-05
Position 330: 8.479351910684732e-05
Position 1586: 7.525844085679335e-05
Position 934: 7.479671439851285e-05
Position 13667: 6.756067115905266e-05
Position 360: 6.734341707932848e-05
Position 12956: 6.70221393389901e-05
Position 636: 5.8494671854598064e-05
Position 13072: 5.621715059317412e-05
Position 12935: 5.1735474812855624e-05
Position 180: 4.089385897814009e-05
Position 1902: 3.899756251334231e-05
Position 161: 3.689237536176447e-05
Position 419: 3.626619699061547e-05
Position 10831: 3.469998703704436e-05
Position 13042: 3.354293519948371e-05
Position 11322: 3.324083671756201e-05
Position 11730: 3.0383358837709045e-05
Position 164: 2.2312204531314464e-05
Position 1857: 1.9972295603141338e-05
Position 1679: 1.9022031454028894e-05
Position 1044: 1.7528068374591683e-05
Position 11408: 1.718488684984373e-05
Position 1972: 1.5942179572592948e-05
Position 11259: 1.565335123281901e-05
Position 12426: 1.4476026864605042e-05
Position 1875: 1.4379860220940633e-05
Position 13035: 1.328812656530937e-05
Position 13209: 1.301860846318139e-05
Position 1630: 1.1919858075945825e-05
Position 1440: 1.1755852888820602e-05
Position 12493: 1.1723541491706842e-05
Position 1182: 1.0896407368281842e-05
Position 106: 9.363501458990678e-06
Position 712: 9.088377667390102e-06
Position 11317: 8.70724702040363e-06
Position 1199: 7.951479530105225e-06
Position 670: 7.386170168195646e-06
Position 11442: 5.896825939678351e-06
Position 11406: 5.801218745935329e-06
Position 222: 5.740462558895435e-06
Position 913: 5.221142039743874e-06
Position 52: 4.769377041197233e-06
Position 743: 4.0789002022515795e-06
Position 399: 3.3409423260748918e-06
Position 1399: 3.2099907696486803e-06
Position 448: 2.566443196804485e-06
Position 573: 2.4764083883910235e-06
Position 413: 1.4976692902167554e-06
Position 4503: 1.2129094034066206e-07
Position 11648: 1.0358498933566441e-07
Position 12232: 6.801067366152449e-08
Position 11399: 4.22135068155794e-08
Position 11429: 4.131272433604761e-08
Position 11483: 3.846329331343728e-08
Position 11657: 2.8985644045917962e-08
Position 11309: 2.7923647330544935e-08
Position 11610: 2.455984959684682e-08
Position 3701: 2.096185545538793e-08
Position 11820: 1.8832315525064432e-08
Position 1142: 1.2040354436354194e-08
Position 133: 9.283894507369192e-09
Position 11780: 9.079025530252698e-09
Position 167: 8.16399225656753e-09
Position 12868: 7.591083112023585e-09
Position 11: 2.4796131051409213e-09
Position 16: 1.0010680209603557e-09
Position 1665: 9.96992500306205e-10
Position 406: 6.104058025591355e-10
Position 1550: 5.940978526838954e-10
Position 1655: 5.7092957886484e-10
Position 2587: 3.73932774440721e-10
