Gene = nuf
index = 1825
Annotated 5SS: [38084 39237 39441 40243 40456]
Annotated 3SS: [38957 39305 39785 40306 41056]
SMsplice 5SS: [  722  9231  9578  9938 22334 39441 40243 40456]
SMsplice 3SS: [ 9074  9294  9868 22218 39305 39785 40306 41056]
top_k =  500
Partition function (log Z): 12.289222519673231

Sorted 5' Splice Sites (High to Low Probability):
Position 22334: 0.9997441748123044
Position 39441: 0.9965196990707667
Position 9578: 0.9948035809374519
Position 9231: 0.9933817637407776
Position 40243: 0.9846069806019588
Position 40456: 0.9712351423979154
Position 722: 0.7197434259169248
Position 9938: 0.5006362215655938
Position 12783: 0.4592277261923196
Position 12975: 0.2896402455110751
Position 10447: 0.18549420880978681
Position 26015: 0.16254233682238992
Position 7117: 0.16115991336368615
Position 1966: 0.14021790885755878
Position 395: 0.13872532657273656
Position 13813: 0.10955052366850067
Position 2312: 0.10335149315128739
Position 106: 0.08800292712803806
Position 10797: 0.08766052693958423
Position 14055: 0.0824326245250303
Position 40766: 0.07349064994409374
Position 39627: 0.06939700529642776
Position 12603: 0.06549122440893827
Position 12932: 0.06163659376690738
Position 41926: 0.05610507997927606
Position 4766: 0.056019123700730256
Position 41182: 0.04898470450585174
Position 13526: 0.044878229401591765
Position 7139: 0.03537635963565122
Position 3095: 0.029809385592334772
Position 2562: 0.027232839850639623
Position 39623: 0.026644650612198992
Position 1939: 0.02609430675829266
Position 569: 0.02375993086952299
Position 40887: 0.023254564613160448
Position 1409: 0.02236081910305741
Position 1962: 0.022199622070620824
Position 567: 0.021701497926774595
Position 937: 0.020693607609804848
Position 11567: 0.020150169251468328
Position 41005: 0.02003611061753219
Position 565: 0.019669254135350242
Position 6405: 0.019374222809325128
Position 40964: 0.01608031384221714
Position 40247: 0.014375912479406833
Position 40894: 0.012253685990359605
Position 40640: 0.011859761567686233
Position 13780: 0.011653087224391265
Position 3573: 0.011211801179189197
Position 13382: 0.010860779351850858
Position 40821: 0.009766779011020195
Position 5780: 0.009601924683607124
Position 252: 0.008211474595422201
Position 561: 0.007726628177083878
Position 40460: 0.007490130790814489
Position 10026: 0.006646540200250226
Position 563: 0.006121591497176454
Position 40849: 0.005582153456782537
Position 3595: 0.005486996917506406
Position 9602: 0.004694129535578047
Position 41729: 0.004150080686702048
Position 7635: 0.003961612535590721
Position 10898: 0.0028544205321148646
Position 11709: 0.002442235857545062
Position 13397: 0.0023623782208989437
Position 13172: 0.0023430195102511903
Position 41316: 0.0018214434571084857
Position 1970: 0.0017701428500561504
Position 387: 0.0015238303675598236
Position 40503: 0.0011057855250680034
Position 12711: 0.0010864685033904614
Position 1136: 0.001029564038835141
Position 10424: 0.0009199586106426809
Position 12684: 0.0006642130205086968
Position 9813: 0.000610656219143815
Position 2370: 0.0005912805686365812
Position 10206: 0.0005472101136686216
Position 22895: 0.0005084415576550572
Position 238: 0.0005034506038160733
Position 138: 0.0004981434317472403
Position 579: 0.0004779274055834519
Position 22920: 0.00047173033001838893
Position 10052: 0.0004642501905850216
Position 393: 0.00046071968517367404
Position 1200: 0.0003554369769152912
Position 96: 0.00031752720718177836
Position 40627: 0.00029929813052732347
Position 10176: 0.0002797867791329902
Position 780: 0.00026499075330866425
Position 22678: 0.0002640477580360828
Position 1894: 0.00023042561173931375
Position 318: 0.00022905142068794344
Position 1127: 0.00022454529774431885
Position 1575: 0.0002141901160768684
Position 125: 0.0002089828182028068
Position 1454: 0.00020621675137006537
Position 40629: 0.00020003176715338372
Position 10835: 0.00019588905307706914
Position 40835: 0.00019429938157340286
Position 40476: 0.0001912772818955477
Position 10481: 0.00019086211861154756
Position 10498: 0.00019029146394702548
Position 10159: 0.0001871058924269698
Position 146: 0.00017097759029406363
Position 40619: 0.0001628199921626944
Position 10606: 0.00013527931939011736
Position 742: 0.00012721841524157142
Position 511: 0.0001101391625016432
Position 40644: 0.00010777321617302052
Position 356: 0.00010518845720526236
Position 110: 0.00010010477999890749
Position 27553: 9.990746991736058e-05
Position 130: 9.926251575873146e-05
Position 897: 9.72774704123821e-05
Position 43: 8.996315081525898e-05
Position 2323: 8.583358880954919e-05
Position 1081: 8.481332851982684e-05
Position 41559: 7.993988059788619e-05
Position 289: 7.358557564757694e-05
Position 10186: 6.49506573389658e-05
Position 3525: 5.298936092894978e-05
Position 601: 4.9606134678353734e-05
Position 1205: 4.482511317025366e-05
Position 35534: 3.9715559043903463e-05
Position 3465: 3.9176407665862506e-05
Position 3399: 3.546796824323334e-05
Position 40418: 3.5038726941717914e-05
Position 201: 3.2446013396742084e-05
Position 27647: 3.1726423399321036e-05
Position 9531: 2.8691461350838134e-05
Position 598: 2.8435441538908335e-05
Position 25: 2.8149564588108772e-05
Position 12: 2.689787532019192e-05
Position 27936: 2.652222911285722e-05
Position 9606: 2.6433976086668193e-05
Position 10148: 2.6310687940434118e-05
Position 9717: 2.6011151342266094e-05
