Gene = SamDC
index = 1467
Annotated 5SS: [ 162  782 1023 1355 1503 1707]
Annotated 3SS: [ 694  853 1075 1409 1550 1768]
SMsplice 5SS: [ 162  782 1023 1355 1503 1707]
SMsplice 3SS: [ 694  853 1075 1409 1550 1768]
top_k =  500
Partition function (log Z): 1.5834893887036006

Sorted 5' Splice Sites (High to Low Probability):
Position 162: 0.9791836016052037
Position 1023: 0.9453365304376555
Position 1707: 0.8838820974318224
Position 1355: 0.822648805182077
Position 1503: 0.8107055022566766
Position 782: 0.6630481946073201
Position 638: 0.025417219406658365
Position 1352: 0.02361696992896976
Position 1177: 0.01072973153147197
Position 241: 0.006040298608509611
Position 1173: 0.005132063904540464
Position 247: 0.003218255992458977
Position 1327: 0.0030133936939990905
Position 290: 0.0015057011408480948
Position 636: 0.0010946506008435574
Position 1653: 0.0010526781227388207
Position 931: 0.0009605394443391506
Position 510: 0.0007436264856052152
Position 1686: 0.0005626285705934648
Position 228: 0.0005584798567170057
Position 625: 0.0004673665028748212
Position 644: 0.00036328952218747147
Position 217: 0.00030386135620344624
Position 1636: 0.0002939323388369165
Position 134: 0.0002795158866506814
Position 1595: 0.0002754668997037158
Position 1599: 0.0002749768482580817
Position 178: 0.0002511395461292202
Position 1306: 0.0002488794620726706
Position 544: 0.00018560813113225894
Position 776: 0.00018268316910509966
Position 677: 0.0001805984111367939
Position 1627: 0.0001792514016137233
Position 71: 0.0001397887972331137
Position 385: 9.020158800297273e-05
Position 408: 7.512560176084212e-05
Position 114: 6.0778938806834585e-05
Position 1194: 5.9053992584438245e-05
Position 1851: 5.416476758518604e-05
Position 1244: 5.2423099221585974e-05
Position 464: 5.220333389472712e-05
Position 1679: 4.7275561860455145e-05
Position 500: 4.541352496023095e-05
Position 149: 4.499467529701043e-05
Position 969: 4.263467187558999e-05
Position 344: 3.797884732165555e-05
Position 562: 2.6071271403183525e-05
Position 774: 2.5764066569538974e-05
Position 862: 2.288171446137731e-05
Position 983: 1.9576528039123454e-05
Position 19: 1.8847393194551866e-05
Position 1171: 1.775374846146471e-05
Position 1460: 1.702395810141561e-05
Position 574: 9.250225751817633e-06
Position 383: 7.603004115326174e-06
Position 355: 7.597925810625955e-06
Position 1149: 6.958946086155036e-06
Position 1899: 6.491628878551683e-06
Position 209: 6.449911068323406e-06
Position 1879: 5.9684385729946065e-06
Position 711: 4.600103474948575e-06
Position 260: 1.8578690696400867e-06
Position 853: 1.3527696243713997e-06
Position 844: 1.1279500851412994e-06
Position 866: 7.486366815557416e-07
Position 10: 5.720560984995419e-07
Position 166: 5.402255259183694e-07
Position 60: 3.4361155422621335e-07
Position 91: 3.1325557560052675e-07
Position 202: 2.5475591746490266e-07
Position 270: 1.688873931767644e-07
Position 39: 1.4750752566125345e-07
Position 935: 1.3170501358440177e-08
Position 1417: 1.3129307811085847e-08
Position 1400: 5.374280308546668e-09
Position 13: 3.049332184039931e-09
Position 730: 1.1557710331472453e-09
Position 723: 7.275544210941656e-10
Position 1556: 1.6076211943318987e-10
Position 972: 6.803834347035026e-12
Position 329: 1.1697579175301791e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1768: 0.8893020580245217
Position 1409: 0.8739671315670414
Position 694: 0.8645024975815482
Position 1550: 0.8048763967782061
Position 1075: 0.7753242863747337
Position 853: 0.6390078353883311
Position 1091: 0.1634181725657324
Position 523: 0.0835679508084631
Position 362: 0.02889073156919059
Position 657: 0.011301297979942879
Position 496: 0.010316971505250206
Position 878: 0.008164394170794804
Position 1194: 0.006383711103349731
Position 1259: 0.00523191563978519
Position 1396: 0.004205506893977895
Position 329: 0.0027521535947750758
Position 1706: 0.0022638672823108836
Position 1899: 0.0022369480266798206
Position 343: 0.0020998574514838734
Position 1140: 0.0019679846532636032
Position 217: 0.0017226181293566554
Position 935: 0.0017202959520876727
Position 850: 0.001553940585421754
Position 1795: 0.0012094264551898229
Position 228: 0.001170607228191663
Position 1292: 0.0010495877407235526
Position 1286: 0.0006237291174890873
Position 429: 0.0006207143086731703
Position 781: 0.0004910347164258896
Position 1819: 0.0003857976209603477
Position 371: 0.00037411331593904074
Position 457: 0.00032086332686956663
Position 1653: 0.00026220995701656984
Position 857: 0.00020995005172916908
Position 862: 0.00019960373915547152
Position 530: 0.00018812272684271556
Position 1670: 0.00018206938922653803
Position 1327: 0.00015065750605762542
Position 464: 0.0001303795393758288
Position 473: 9.571654983999477e-05
Position 1934: 8.018271005711124e-05
Position 574: 7.929565673056716e-05
Position 503: 6.071180694639065e-05
Position 280: 4.808359915160022e-05
Position 408: 4.378336692203723e-05
Position 1627: 3.60060259482434e-05
Position 718: 3.5934935155028784e-05
Position 944: 3.5609080674139214e-05
Position 978: 3.073797850325625e-05
Position 1009: 2.3534953180751585e-05
Position 1941: 9.326701156596235e-06
Position 1502: 6.621323240738961e-06
Position 742: 6.226486850489004e-06
Position 241: 3.865666607474941e-06
Position 194: 3.644245745099815e-06
Position 120: 1.0626839457805033e-06
Position 158: 1.0204038836001936e-06
Position 87: 6.27614442943348e-07
Position 56: 2.7925811609183623e-07
Position 161: 1.414590838352018e-07
Position 108: 7.00184311826915e-08
Position 178: 3.1579617837106787e-09
Position 53: 1.7600802605569321e-09
Position 96: 1.0080402473670655e-09
Position 123: 2.977465218300611e-11
Position 66: 2.1282904754486872e-12
Position 166: 3.4425410385887614e-16
Position 125: 2.41903977868063e-16
