Gene = Utx
index = 1589
Annotated 5SS: [ 163  562  998 2420 2828 3115 3363 3685 3878 4647 4846 5349 5615 5816]
Annotated 3SS: [ 214  885 2243 2698 2888 3181 3423 3744 3942 4705 4928 5404 5688 5904]
SMsplice 5SS: [ 163  562  998 2420 2828 3115 3363 3685 3878 4647 4846 5349 5615 5816]
SMsplice 3SS: [ 214  885 2243 2698 2888 3181 3426 3744 3942 4705 4928 5404 5688 5904]
top_k =  500
Partition function (log Z): 44.27655651764434

Sorted 5' Splice Sites (High to Low Probability):
Position 2828: 0.9995207292099767
Position 3878: 0.9984043764937662
Position 5615: 0.9967036507372868
Position 3363: 0.986232708305418
Position 4846: 0.9806735732114105
Position 3685: 0.9806527275510122
Position 5349: 0.9793146402657681
Position 2420: 0.9581933409355675
Position 998: 0.9447990943805641
Position 3115: 0.9360346747514556
Position 5816: 0.9168192091809351
Position 163: 0.8398313074579808
Position 4647: 0.8212422280812591
Position 562: 0.7887394933481193
Position 4552: 0.2958642270816831
Position 2650: 0.12031778250985439
Position 1417: 0.09020757418064453
Position 5825: 0.05914471301440396
Position 2091: 0.04936672335726422
Position 4661: 0.04504438612259978
Position 321: 0.02903554202047315
Position 391: 0.028357429964046166
Position 1715: 0.02802820694776124
Position 2000: 0.025873991939262382
Position 1274: 0.024419211748312318
Position 4652: 0.022213160140987835
Position 3081: 0.01874006333018014
Position 1640: 0.018050531282483424
Position 5828: 0.017227430631827193
Position 316: 0.016906084921796464
Position 796: 0.015765737891504268
Position 1405: 0.01475441993672854
Position 2123: 0.013915552057871277
Position 4197: 0.01321458034888147
Position 5338: 0.012563536675529126
Position 4812: 0.011471972962216137
Position 6048: 0.009634552277883481
Position 2596: 0.009519668846300898
Position 2041: 0.008848374202354771
Position 2069: 0.008448369293780556
Position 4500: 0.008373444140104932
Position 6124: 0.007963277276360916
Position 2045: 0.006981058840388227
Position 3548: 0.006186642812693904
Position 1836: 0.006034537798401632
Position 3679: 0.004748432750890344
Position 2095: 0.004676592715410945
Position 3661: 0.004478474490833509
