Gene = Cpr64Ac
index = 1096
Annotated 5SS: [54]
Annotated 3SS: [115]
SMsplice 5SS: [54]
SMsplice 3SS: [115]
top_k =  500
Partition function (log Z): -5.390635080060855

Sorted 5' Splice Sites (High to Low Probability):
Position 54: 0.9983509193141162
Position 717: 0.032175204323011096
Position 311: 0.01149043321426939
Position 277: 0.009780676886596281
Position 341: 0.00844730393503395
Position 714: 0.006922141518633372
Position 214: 0.0010454396373289954
Position 657: 0.00048636179274177786
Position 388: 0.0004654085612311912
Position 524: 0.000355687265254604
Position 682: 0.00034783491101195147
Position 789: 0.0003386352315906619
Position 645: 0.0003138719103539121
Position 376: 0.00027970481011033263
Position 414: 0.00016172699956836705
Position 121: 0.00010016661084034723
Position 725: 9.451685305086495e-05
Position 326: 8.641398212554199e-05
Position 395: 4.2582935970274524e-05
Position 503: 3.2190405512687545e-05
Position 443: 2.6083696350037122e-05
Position 651: 2.1827251189524167e-05
Position 762: 2.0867409432502945e-05
Position 728: 8.1969522207284e-06
Position 58: 5.976623953829819e-06
Position 736: 5.363399861538394e-06
Position 569: 4.6722112517177285e-06
Position 596: 2.824634198666083e-06
Position 142: 2.645088147229254e-06
Position 71: 2.1963178955546434e-06
Position 605: 2.154257657138507e-06
Position 455: 2.086699920598994e-06
Position 545: 1.7859673388760479e-06
Position 452: 1.1508147363635122e-06
Position 149: 1.8562735249905286e-08
Position 83: 1.692960788979464e-08
Position 332: 1.5195562934206606e-08
Position 560: 1.0619317863912407e-09
Position 152: 8.744203441309915e-11
Position 542: 7.980114656537153e-11
Position 125: 6.739279050592624e-11
Position 347: 2.5033609849069424e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 115: 0.9257742655888374
Position 376: 0.07264212781459482
Position 766: 0.05455590488507665
Position 310: 0.007778245693924141
Position 427: 0.004660252723786108
Position 381: 0.0016822441858780138
Position 842: 0.0012980425625669487
Position 785: 0.001198786513193573
Position 502: 0.00034828251069432553
Position 465: 0.00026457280983161884
Position 214: 0.00024298684068907792
Position 340: 0.00021181052420789806
Position 424: 0.0002081106957812826
Position 433: 0.00015913134646313424
Position 523: 9.616146197290362e-05
Position 622: 9.068512958850027e-05
Position 553: 6.881796587798721e-05
Position 856: 3.728390046235233e-05
Position 867: 2.6120654179903255e-05
Position 430: 2.3918694672753657e-05
Position 714: 1.4970166390198066e-05
Position 942: 1.1063014873319162e-05
Position 556: 8.937136476517088e-06
Position 911: 8.65396294873811e-06
Position 670: 5.19003321259039e-06
Position 587: 4.403678165927476e-06
Position 736: 2.121167134256799e-06
Position 720: 2.012747951013712e-06
Position 395: 3.816442682411542e-14
Position 355: 1.4349824926745947e-14
