Gene = sip2
index = 1874
Annotated 5SS: [ 136  331 2180]
Annotated 3SS: [ 218  519 2243]
SMsplice 5SS: [ 136  331 2180]
SMsplice 3SS: [ 179  519 2243]
top_k =  500
Partition function (log Z): -1.5107052747648306

Sorted 5' Splice Sites (High to Low Probability):
Position 2180: 0.9756058377093206
Position 136: 0.7958242155329077
Position 331: 0.6252595025862372
Position 2016: 0.07389983269814156
Position 690: 0.03367618150105957
Position 442: 0.016091570188915397
Position 1778: 0.012599444846237743
Position 1950: 0.010810886439235588
Position 679: 0.005225969740274396
Position 430: 0.004446145816366801
Position 309: 0.00379874551004154
Position 1797: 0.0037380908342959183
Position 815: 0.002677950507547794
Position 1073: 0.0024496229998407933
Position 116: 0.0021244453444852363
Position 464: 0.001862805706695937
Position 1596: 0.001729985619662555
Position 1614: 0.0016018804375655443
Position 297: 0.0015136760801784741
Position 2495: 0.0013557245351902701
Position 1782: 0.0011667085517755634
Position 890: 0.0009501279917679519
Position 1916: 0.000905812765511966
Position 140: 0.0007135697538317226
Position 455: 0.0006056505000365509
Position 894: 0.00051724935751031
Position 1430: 0.00042065869735546924
Position 2477: 0.0003222960089460591
Position 375: 0.00024401926464715914
Position 1055: 0.00022754478660995858
Position 745: 0.00022238802192303529
Position 1448: 0.00015168475167358958
Position 1681: 0.0001383645127758876
Position 623: 0.00012355607409751158
Position 656: 0.0001167187219012054
Position 313: 0.00011225747743306493
Position 388: 5.580731459217287e-05
Position 2280: 4.648105946503262e-05
Position 87: 4.164201012389266e-05
Position 873: 2.8090077654340044e-05
Position 362: 2.7451270773874702e-05
Position 60: 2.505128895045992e-05
Position 179: 2.427367652448301e-05
Position 421: 2.3675642420029987e-05
Position 1866: 2.133371888731037e-05
Position 1470: 2.0695816516142328e-05
Position 85: 1.7132484603931217e-05
Position 1968: 1.3908997767767831e-05
Position 729: 1.2797208841643573e-05
Position 1364: 1.0157054600891934e-05
Position 391: 9.764017515305251e-06
Position 759: 8.889387375534257e-06
Position 197: 8.358578900877363e-06
Position 55: 6.149418831878375e-06
Position 1526: 4.17530709398054e-06
Position 632: 4.170745253158949e-06
Position 2445: 3.886891069533204e-06
Position 41: 2.2732809591319753e-06
Position 1329: 1.204973354896088e-06
Position 2447: 1.0554463020211366e-06
Position 34: 9.151013230802917e-07
Position 2367: 7.258890672049823e-07
Position 364: 4.2197114414871244e-07
Position 2378: 3.8427940278912226e-07
Position 2325: 3.579592430157747e-07
Position 259: 2.173453889235155e-07
Position 373: 7.388262482202763e-08
Position 1132: 6.250251254932088e-08
Position 218: 5.892567204026731e-08
Position 486: 4.312394917633511e-08
Position 199: 2.4716169750221123e-08
Position 208: 5.118233788934474e-09
Position 787: 2.226020366614466e-09
Position 1579: 1.8274637905890353e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2243: 0.9916439165278985
Position 519: 0.9206595889901238
Position 179: 0.40078452516827023
Position 2071: 0.0725234668195552
Position 1854: 0.0527343581275097
Position 230: 0.044565804854264056
Position 2054: 0.024666107577637597
Position 391: 0.015996719615405813
Position 2016: 0.014890236757281168
Position 218: 0.00846225904972019
Position 1199: 0.005384824937571996
Position 1876: 0.004525568883401112
Position 1945: 0.004474790410604212
Position 1481: 0.004399975700923545
Position 787: 0.004217155401616935
Position 532: 0.0023902700186386044
Position 774: 0.0017506854455130432
Position 2551: 0.0017364476423464158
Position 1218: 0.0015913510461120367
Position 2152: 0.0010844896609468779
Position 570: 0.0010496706358718506
Position 1329: 0.0009179042491243828
Position 556: 0.0006805637400947232
Position 271: 0.0005629770263518518
Position 1859: 0.0005297409494160225
Position 486: 0.000441844295303076
Position 1942: 0.0003752880915104927
Position 2279: 0.00020379750551902917
Position 1775: 0.0002015357851018599
Position 362: 0.00012215188788425373
Position 313: 1.7302800591347656e-05
Position 505: 1.7040281837495947e-05
Position 410: 1.4880232878253939e-05
Position 373: 1.133314359626194e-05
Position 434: 5.2316349748619475e-06
Position 135: 3.845370575684023e-06
Position 132: 3.389818724839211e-06
Position 2439: 3.0932568139012134e-06
Position 645: 1.3621110082967728e-06
Position 464: 1.182424838988196e-06
Position 99: 1.0871446826082256e-06
Position 798: 1.0068231404363434e-06
Position 289: 9.825297246606143e-07
Position 934: 9.801111686709263e-07
Position 301: 8.376620597321867e-07
Position 884: 6.036190532350798e-07
Position 469: 2.6431336844770504e-07
Position 105: 2.1544751966036932e-07
Position 455: 7.050367795051136e-08
Position 577: 4.9632806923831164e-08
Position 651: 4.096084491009104e-08
Position 328: 1.5608864123084287e-08
Position 139: 1.0041671429346453e-08
Position 109: 1.0847687013866074e-10
Position 153: 2.417130998550832e-11
