Gene = Smg5
index = 1507
Annotated 5SS: [ 455  881 2587 4030 4519]
Annotated 3SS: [ 729  943 2679 4359 4597]
SMsplice 5SS: [ 636  881 2587 4030 4519]
SMsplice 3SS: [ 729  943 2679 4359 4597]
top_k =  500
Partition function (log Z): 10.473794777050975

Sorted 5' Splice Sites (High to Low Probability):
Position 2587: 0.9985049910192122
Position 4519: 0.998210867203472
Position 4030: 0.9678201188347579
Position 881: 0.9163929408182089
Position 636: 0.35808433519512645
Position 264: 0.2776140755765368
Position 282: 0.1960289387516183
Position 3201: 0.07846113733909288
Position 1101: 0.07091762012021079
Position 864: 0.043949544223731686
Position 2173: 0.03858145139378927
Position 894: 0.03754862763678397
Position 2969: 0.034781633256068534
Position 649: 0.022563282958888476
Position 2862: 0.020859718062676467
Position 557: 0.019813633130121102
Position 679: 0.01858130508732542
Position 512: 0.010784201398052069
Position 4227: 0.010454135561251429
Position 999: 0.0100732631641451
Position 1089: 0.009645280369573184
Position 2163: 0.008712563532842953
Position 457: 0.007923712761802844
Position 212: 0.00767878651939639
Position 1585: 0.007415131763243487
Position 3165: 0.007385969555628355
Position 453: 0.006681788996590581
Position 660: 0.005675265320956653
Position 455: 0.005429544643200056
Position 4050: 0.004745955656379848
Position 3231: 0.004527140125080061
Position 4783: 0.004446099208804086
Position 4924: 0.004409716980904024
Position 1110: 0.004304433320520377
Position 670: 0.0038786365557701317
Position 4864: 0.003647412988377109
Position 1295: 0.0030733910851815168
Position 3990: 0.0025701188115467813
Position 2802: 0.002475699355961097
Position 5432: 0.002401044188888611
Position 604: 0.0022234981332029725
Position 640: 0.002149182161074204
Position 5618: 0.002030919155436981
Position 4073: 0.0019788780600740264
Position 2087: 0.0017705310059296785
Position 886: 0.0017334520657286965
Position 1256: 0.0016989011450853173
Position 4274: 0.0015792347211241423
Position 2302: 0.0015634278075524362
Position 2955: 0.001397203657897046
Position 447: 0.0012843566238376924
Position 333: 0.0011992114155120557
Position 5232: 0.0010192741015462128
Position 2121: 0.0008796865395390889
Position 4176: 0.0008581104539084901
Position 3364: 0.000817098493253478
Position 3221: 0.0007635850894683612
Position 3205: 0.0007219082436802929
Position 4701: 0.0007087559322817885
Position 5625: 0.0006985636356992643
Position 5291: 0.000637677089020994
Position 185: 0.000606573182128721
Position 5032: 0.0005504593338255048
Position 5446: 0.0005203460293874599
Position 1526: 0.0005024867128785747
Position 161: 0.00048568617411465383
Position 5142: 0.0004801993235382761
Position 4523: 0.0004452028272463796
Position 506: 0.00043881062199818536
Position 2994: 0.00042619787314929165
Position 672: 0.00040999156901137037
Position 3104: 0.00039220937258223527
Position 1085: 0.0003640057165363302
Position 1968: 0.0003064183526147176
Position 371: 0.000291963194619175
Position 5383: 0.0002416046735740519
Position 995: 0.00021205836944068987
Position 289: 0.0001909446752378902
Position 169: 0.00018477224579879743
Position 2925: 0.0001605656832514974
Position 3216: 0.00013584807600394567
Position 188: 0.0001248979954262777
Position 1637: 0.00010227635492746926
Position 4480: 0.00010044827089734618
Position 4054: 9.881317533469674e-05
Position 3841: 9.563146294166549e-05
Position 3353: 8.983533320291496e-05
Position 5147: 8.420783609357404e-05
Position 712: 7.703317360932407e-05
Position 5456: 7.12271988643932e-05
Position 1723: 7.015537709831898e-05
Position 1149: 6.860777634011764e-05
Position 3876: 6.543570222680608e-05
Position 1407: 6.442710087050903e-05
Position 4066: 5.991959981175824e-05
Position 1123: 5.5611383385999075e-05
Position 1396: 5.444685272927527e-05
Position 510: 5.1115148067672206e-05
Position 399: 5.075701809393516e-05
Position 4034: 5.05295614583561e-05
Position 642: 4.376540356943685e-05
Position 586: 4.1687203075639145e-05
Position 504: 4.001034426868871e-05
Position 4974: 3.4437722185871e-05
Position 1172: 3.4052582987840286e-05
Position 461: 3.268952848742621e-05
Position 4850: 3.114741783354161e-05
Position 3514: 3.077843536292643e-05
Position 3613: 3.0719893003777745e-05
Position 3921: 3.0310603920356787e-05
Position 1136: 2.985749450915585e-05
Position 4159: 2.97153018014162e-05
Position 2744: 2.9495827755645624e-05
Position 719: 2.922862753863449e-05
Position 4564: 2.838773675491345e-05
Position 2789: 2.7480964495648124e-05
Position 2787: 2.6209641750779192e-05
Position 1409: 2.3252967712436836e-05
Position 2763: 1.927259044736325e-05
Position 5595: 1.7203227299257457e-05
Position 1047: 1.6232154332027433e-05
Position 4004: 1.6086789390110534e-05
Position 3918: 1.6058118900409254e-05
Position 1386: 1.5578828746021745e-05
Position 990: 1.4761134567329486e-05
Position 2742: 1.385936966469309e-05
Position 299: 1.3839646555553512e-05
Position 888: 1.3594681923870889e-05
Position 523: 1.1554881599560574e-05
Position 2739: 1.1040905966479741e-05
Position 516: 1.0847985283183874e-05
Position 4566: 1.0080656436828855e-05
Position 459: 9.71670141484869e-06
Position 92: 6.65134052141756e-06
Position 68: 3.3067353596934117e-06
Position 3004: 2.201342095075322e-06
Position 2591: 1.4848941919129054e-06
Position 2910: 1.2737044205742074e-06
Position 1933: 4.404722004866983e-07
Position 5237: 2.577090362583076e-07
Position 907: 2.3350487983774948e-07
Position 2141: 2.0436802468447523e-07
Position 4672: 1.7800917937633558e-07
Position 1580: 9.984373170165234e-08
Position 1518: 9.880862564023203e-08
Position 5145: 9.817336095663649e-08
Position 2118: 8.285295207970049e-08
Position 4707: 6.797509435187012e-08
Position 4943: 6.416929163449326e-08
Position 5041: 6.012721638435917e-08
Position 2129: 4.5638869144461877e-08
Position 1447: 2.405604641335534e-08
Position 4571: 1.9401997560463275e-08
Position 2108: 1.818227962720726e-08
Position 900: 1.7354503881531894e-08
Position 4693: 1.4994020309865512e-08
Position 898: 8.917372751485785e-09
Position 747: 5.943312561681429e-09
Position 4433: 5.339884369953475e-09
Position 4401: 5.1682014339596825e-09
Position 788: 3.331901824741823e-09
Position 1647: 1.0857427681020897e-09
Position 4459: 5.576024831505987e-10
Position 2423: 1.611142323739956e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4359: 0.988358205442876
Position 943: 0.9742497657451216
Position 729: 0.9300977261242562
Position 4597: 0.9277293744716404
Position 2679: 0.743441367947001
Position 2689: 0.2448908124184373
Position 3290: 0.06684963450351039
Position 1321: 0.05501087221968859
Position 2227: 0.05103609473661103
Position 4632: 0.05064453233984656
Position 2530: 0.044361714909228966
Position 3028: 0.033029764897609594
Position 5550: 0.00984467188300036
Position 5329: 0.009520239515564551
Position 5525: 0.009042507214283492
Position 3407: 0.008936088398730953
Position 3791: 0.008576941789555544
Position 2219: 0.00856322319262358
Position 3272: 0.008446950195122354
Position 1476: 0.007185085832128716
Position 351: 0.006434039472109253
Position 4101: 0.0061325847445276435
Position 4612: 0.005343987575764157
Position 4274: 0.004891322185825109
Position 3160: 0.004366312258553752
Position 3424: 0.004173915355656662
Position 690: 0.0038928971327935836
Position 3404: 0.0030440932313759153
Position 1808: 0.0027560311507293573
Position 5665: 0.0026860364781368744
Position 281: 0.0024415856610510395
Position 4087: 0.0024057524010726358
Position 4176: 0.002385287910343177
Position 1157: 0.0023706749863145137
Position 1967: 0.0016714038279114832
Position 5339: 0.0016427346754374235
Position 2937: 0.0015336529374766904
Position 660: 0.0014545716534595924
Position 5721: 0.0014418813801873852
Position 5152: 0.0012894264440082132
Position 4318: 0.0012667936434828896
Position 757: 0.0012629839438445952
Position 2032: 0.0012497033589177605
Position 3116: 0.001185295166777618
Position 4295: 0.0011747051576426106
Position 1492: 0.001127828369101823
Position 1672: 0.001016354487305045
Position 1943: 0.0010050868144815862
Position 3069: 0.000987674299906704
Position 2245: 0.0009645747876781887
Position 3437: 0.0008450844025776775
Position 1691: 0.0007623229427676559
Position 3464: 0.0007445574082769655
Position 3410: 0.000742579230722932
Position 2326: 0.0007394918058973239
Position 1862: 0.0007381955325246894
Position 784: 0.0006958723943945711
Position 3473: 0.0006883464520063288
Position 356: 0.0006882045283980944
Position 557: 0.0006737529967722015
Position 965: 0.0005989217573843582
Position 4824: 0.0005600567184124207
Position 593: 0.0005400419839471368
Position 906: 0.0005263104973475058
Position 1154: 0.0005185836036273799
Position 3796: 0.0005130968726686793
Position 263: 0.0005074902331755684
Position 523: 0.0004926276813387561
Position 590: 0.0004443963440824468
Position 4144: 0.00043965492446560134
Position 3467: 0.0004361913540042855
Position 1052: 0.00043136075012012285
