Gene = Sras
index = 1518
Annotated 5SS: [493]
Annotated 3SS: [551]
SMsplice 5SS: [493]
SMsplice 3SS: [551]
top_k =  500
Partition function (log Z): -5.3002948418290465

Sorted 5' Splice Sites (High to Low Probability):
Position 493: 0.9794796828612886
Position 763: 0.046880489587534054
Position 177: 0.02210302682081667
Position 354: 0.015676067740194508
Position 628: 0.014468005193008027
Position 790: 0.010197819901898686
Position 796: 0.006948390631884467
Position 499: 0.004761049337734031
Position 593: 0.0044950803428940745
Position 206: 0.002514723741497583
Position 376: 0.002509409472071925
Position 758: 0.002035960091561906
Position 283: 0.001991902848782311
Position 210: 0.00159574538878296
Position 605: 0.0012068864205214537
Position 100: 0.0011551211396328576
Position 294: 0.000989272875092913
Position 473: 0.0009299668223220595
Position 477: 0.0005407606563586011
Position 634: 0.00044800671413961716
Position 716: 0.00038036724727185626
Position 135: 0.00023847631563627428
Position 214: 0.00021867876035841198
Position 6: 0.0001112987254981688
Position 689: 9.601225771516846e-05
Position 1067: 8.924380517290829e-05
Position 632: 7.476400896549388e-05
Position 429: 7.464145704046039e-05
Position 683: 6.959959830966431e-05
Position 900: 3.250893320387808e-05
Position 55: 3.1148220023294106e-05
Position 32: 3.0558810259014303e-05
Position 264: 3.0187739402452505e-05
Position 852: 1.736958237759055e-05
Position 408: 1.583890488629288e-05
Position 405: 1.4464124388517148e-05
Position 318: 1.3785082966956335e-05
Position 857: 1.280848999420556e-05
Position 998: 1.1035491850202946e-05
Position 395: 4.7407518111339305e-06
Position 846: 3.529097932393548e-06
Position 875: 1.9369236023011332e-06
Position 287: 1.310291100636144e-06
Position 1059: 1.1366459108850448e-06
Position 138: 1.0895296439583316e-06
Position 285: 1.078226545521007e-06
Position 947: 1.0431266580704777e-06
Position 1141: 1.0391648886654749e-06
Position 165: 9.22072467823394e-07
Position 311: 7.951836856884692e-07
Position 1213: 7.696635931255146e-07
Position 117: 6.802695805051037e-07
Position 30: 1.5433862209646315e-07
Position 201: 1.4526399428362589e-07
Position 184: 1.4301168142910844e-07
Position 24: 1.0500474634159875e-07
Position 456: 8.329352884996728e-08
Position 27: 7.783563114511757e-08
Position 192: 1.895416535031266e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 551: 0.985081038036851
Position 851: 0.09859450166274923
Position 421: 0.029814497750362677
Position 467: 0.0020526469277466165
Position 667: 0.0014752606472236201
Position 158: 0.0010538474794547156
Position 269: 0.0007430278572365897
Position 341: 0.0007054388764615434
Position 274: 0.0005388162920897082
Position 368: 0.000417580787861166
Position 737: 0.0002854697953194624
Position 401: 0.00025762583142848974
Position 796: 0.00025173790442647184
Position 971: 0.00024166143841148122
Position 306: 0.0002230327846516587
Position 719: 0.00010797101167033752
Position 55: 9.267940277798634e-05
Position 582: 9.045590615989912e-05
Position 916: 8.274564706038465e-05
Position 1186: 7.39766713812348e-05
Position 521: 6.859258580509024e-05
Position 271: 4.3969993037587306e-05
Position 217: 3.789190031839325e-05
Position 232: 3.46917534080045e-05
Position 283: 3.3751861068907754e-05
Position 611: 2.018515635346462e-05
Position 1237: 1.890503058041092e-05
Position 755: 1.7334753258305476e-05
Position 349: 1.604411648218565e-05
Position 389: 9.117465536440068e-06
Position 1202: 8.769007808463803e-06
Position 1059: 8.21617984471092e-06
Position 499: 4.41825898278175e-06
Position 505: 2.5259985981117417e-06
Position 1267: 7.696635931255139e-07
Position 138: 5.953302247657835e-07
Position 59: 4.6256196372361004e-07
Position 473: 3.480887418065567e-07
Position 100: 2.036547554472386e-07
Position 129: 1.456171694448318e-07
Position 111: 1.4870328619995115e-09
Position 64: 8.1031575580076e-10
Position 117: 8.062476078162033e-10
Position 104: 6.082203017029593e-13
Position 181: 6.863623402482576e-14
