Gene = Cyp6a16
index = 1117
Annotated 5SS: [ 508 1127]
Annotated 3SS: [ 563 1717]
SMsplice 5SS: [ 508 1127]
SMsplice 3SS: [ 563 1717]
top_k =  500
Partition function (log Z): -5.086606786276063

Sorted 5' Splice Sites (High to Low Probability):
Position 1127: 0.6759686886465294
Position 508: 0.6429720267706602
Position 1140: 0.24996949345330238
Position 1284: 0.1637233921342779
Position 2547: 0.11626166634655317
Position 513: 0.058951121015752145
Position 681: 0.0589200487675018
Position 777: 0.04356972453200197
Position 2011: 0.03677208267635817
Position 496: 0.03273798423067384
Position 2635: 0.0174303930083154
Position 2005: 0.010659381581072443
Position 1371: 0.00640395038669429
Position 2541: 0.005157482283890902
Position 1298: 0.004661754927431088
Position 2157: 0.004612526938807118
Position 2080: 0.0044411128928957735
Position 2441: 0.00410371202370273
Position 2543: 0.004077890974137444
Position 479: 0.0034760676195173925
Position 1526: 0.0031992204670385307
Position 1623: 0.0027472749484107706
Position 1496: 0.0027111713655212206
Position 715: 0.002039754772175368
Position 1458: 0.001635088021196693
Position 1333: 0.0012910645356858604
Position 223: 0.0007030928231873034
Position 1131: 0.0006225116307635199
Position 501: 0.0005336451018073397
Position 688: 0.00029632458200674466
Position 289: 0.0002905853085005893
Position 1259: 0.00027916282435910274
Position 386: 0.00025923016652154834
Position 1989: 0.0002476044034313877
Position 1144: 0.00019612539336160233
Position 1248: 0.00019405057944176025
Position 2203: 0.00016530671649023877
Position 839: 0.00012751758150837382
Position 435: 9.370261326474135e-05
Position 162: 8.525390862370059e-05
Position 71: 7.790992747357211e-05
Position 1253: 7.2455482503638e-05
Position 3028: 7.180202353106946e-05
Position 280: 7.174569913174138e-05
Position 1407: 7.020078318944086e-05
Position 360: 3.852885745414892e-05
Position 524: 3.458628790700943e-05
Position 721: 3.1992534159022395e-05
Position 834: 3.15001909830641e-05
Position 422: 2.251349098939909e-05
Position 166: 2.1780048091688392e-05
Position 316: 1.1215308450399203e-05
Position 460: 1.0401404662992831e-05
Position 671: 9.092121475710594e-06
Position 3: 9.04470716424022e-06
Position 441: 8.573029180093414e-06
Position 781: 7.604096713741293e-06
Position 402: 7.546435295399256e-06
Position 1276: 7.221441583040815e-06
Position 451: 6.935707328984225e-06
Position 943: 5.7474206589911365e-06
Position 1428: 4.489167038896422e-06
Position 1037: 4.248401253798654e-06
Position 1168: 3.893792254073856e-06
Position 215: 3.841363000426806e-06
Position 1251: 3.4724089056276836e-06
Position 612: 2.6966065002521033e-06
Position 395: 2.6257460487187213e-06
Position 2119: 2.395820244623256e-06
Position 238: 2.321730923154198e-06
Position 8: 2.2721310238515237e-06
