Gene = spz4
index = 1890
Annotated 5SS: [ 459 5670]
Annotated 3SS: [4380 5728]
SMsplice 5SS: [ 459 5670]
SMsplice 3SS: [4380 5728]
top_k =  500
Partition function (log Z): -3.155685408059657

Sorted 5' Splice Sites (High to Low Probability):
Position 5670: 0.9949237550212978
Position 459: 0.867113285309981
Position 247: 0.22632750827942907
Position 245: 0.22132008015179985
Position 3648: 0.2056168627654851
Position 251: 0.17378371502951537
Position 556: 0.1061110726790557
Position 4912: 0.10102712769763854
Position 792: 0.0750520242838264
Position 3620: 0.07480868059374852
Position 4642: 0.07322381597692013
Position 14: 0.04546150988270637
Position 2697: 0.03198989980126994
Position 6217: 0.02483372185531077
Position 6366: 0.022559969874447663
Position 6516: 0.019065554698135846
Position 3665: 0.018123396204912837
Position 574: 0.012350890293913858
Position 5828: 0.011081050096549784
Position 3870: 0.009700090690306435
Position 4499: 0.008949373710695988
Position 6220: 0.008301482278673515
Position 4784: 0.0078697337457011
Position 6212: 0.006863685079138233
Position 2091: 0.006861577401118998
Position 2780: 0.006730726391309557
Position 4588: 0.006234010467849298
Position 6154: 0.005763605835438675
Position 6227: 0.005712457917763225
Position 3380: 0.0055649264874485
Position 2959: 0.005460029954884407
Position 4868: 0.005341903308808484
Position 5144: 0.005049657180118562
Position 3637: 0.00454944647667201
Position 401: 0.004503848183687574
Position 2659: 0.003998902285541851
Position 249: 0.003942779061243248
Position 4976: 0.0038310852563973523
Position 4632: 0.0034227446103070095
Position 2907: 0.003106620261029802
Position 411: 0.0030147064225442308
Position 2791: 0.00293370034670648
Position 816: 0.0028520844955056417
Position 2088: 0.002649044810541803
Position 201: 0.002532411539347888
Position 1062: 0.002287563067899321
Position 2061: 0.0020339000121253926
Position 3564: 0.0019273496577163643
Position 35: 0.0017228088144935693
Position 3590: 0.0016109036372472104
Position 3661: 0.0015654711743085757
Position 6143: 0.0015600013374261824
Position 6508: 0.00147647405972003
Position 3439: 0.0013511621504835212
Position 4755: 0.0011848318178956747
Position 6140: 0.0011340326166575955
Position 5674: 0.001033306855705061
Position 2671: 0.0009811625141394286
Position 2700: 0.0009275332915715948
Position 172: 0.0008642612243029508
Position 3017: 0.0008506638543238132
Position 2677: 0.0007620196565550129
Position 6047: 0.000686255897660798
Position 86: 0.000612864150845266
Position 764: 0.000550295194627652
Position 4021: 0.0005292138271967637
Position 257: 0.00046219291852991787
Position 6660: 0.0004515490724601393
Position 6161: 0.00036548215337177034
Position 2726: 0.0002585249982746006
Position 1187: 0.0002087546827792907
Position 5921: 0.00019873792426142246
Position 6298: 0.00015482806924478962
Position 2728: 0.0001525632362328561
Position 6105: 0.0001197866893933431
Position 2789: 0.00010853107792044105
Position 6202: 9.527049435878666e-05
Position 5793: 8.837091199102913e-05
Position 1673: 6.900247067175614e-05
Position 1666: 5.3444591462537495e-05
Position 265: 4.9568202946092756e-05
Position 102: 3.352862644845241e-05
Position 263: 3.0251597454717815e-05
Position 1651: 2.869217381547437e-05
Position 463: 2.814084902490009e-05
Position 276: 1.636331520071536e-05
Position 1512: 1.5274314770305168e-05
Position 1864: 1.169983394630348e-05
Position 2503: 9.212819602782528e-06
Position 18: 8.607885315348726e-06
Position 27: 8.045115049953878e-06
Position 52: 7.529813781429475e-06
Position 29: 6.8300547056166175e-06
Position 1881: 6.08370595041296e-06
Position 607: 4.863059195427988e-06
Position 1875: 3.924726424029126e-06
Position 5606: 3.920821629096843e-06
Position 609: 2.510248810269916e-06
Position 5893: 2.1872562438220484e-06
Position 5641: 1.8193434672842519e-06
Position 1671: 1.4927784250746483e-06
Position 386: 1.211252412332019e-06
Position 5903: 1.073290041883876e-06
Position 588: 6.484191349139127e-07
Position 395: 6.265586125866501e-07
Position 4616: 6.098941912519017e-07
Position 502: 2.474282723998369e-07
Position 5: 1.4497409318456285e-07
Position 4538: 8.722370885192962e-08
Position 4687: 5.098063781778906e-08
Position 482: 4.302706058605067e-08
Position 5757: 7.801708757631476e-09
Position 334: 7.2014097092237175e-09
Position 968: 1.5566110918841451e-09
Position 384: 1.3867338349246106e-09
Position 485: 3.103048091332388e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5728: 0.992970367831165
Position 4380: 0.9829875179994282
Position 302: 0.6563811200776535
Position 2524: 0.20940080798109315
Position 3057: 0.13792731163940192
Position 5285: 0.1214380681765006
Position 526: 0.08714763949762164
Position 6280: 0.03917254582236745
Position 6422: 0.03598867278057239
Position 5230: 0.0203177891755049
Position 5200: 0.019384969623188746
Position 5175: 0.018450823715491897
Position 4976: 0.017608131400024617
Position 5038: 0.014331002567454358
Position 6798: 0.014037250240810687
Position 5140: 0.012621379072900006
Position 2848: 0.008254719076797241
Position 3305: 0.007278494411107733
Position 1726: 0.005499429443760765
Position 86: 0.004631309745767335
Position 6825: 0.004057928168468271
Position 2892: 0.004034406764197073
Position 1932: 0.0038869989235799005
Position 3794: 0.0037621601535853567
Position 3529: 0.0032361575627975767
Position 5890: 0.0031545421673084477
