Gene = Ccz1
index = 1060
Annotated 5SS: [ 142  295 1153]
Annotated 3SS: [ 196  358 1215]
SMsplice 5SS: [1153]
SMsplice 3SS: [1215]
top_k =  500
Partition function (log Z): -5.328874368591645

Sorted 5' Splice Sites (High to Low Probability):
Position 1153: 0.9719006946116469
Position 142: 0.381881969678144
Position 286: 0.2547529986298404
Position 295: 0.23671917414251545
Position 893: 0.025327872018323296
Position 270: 0.02510323721033847
Position 325: 0.019341440185551197
Position 329: 0.014746572955879726
Position 1326: 0.009905230333766718
Position 443: 0.008831780815010347
Position 474: 0.004129715666067483
Position 1138: 0.0037703930435847577
Position 209: 0.0035621881617142075
Position 130: 0.0029670636594081004
Position 183: 0.0023940385417617707
Position 631: 0.0020559491828792725
Position 984: 0.0014365973503170917
Position 260: 0.0012662533334198377
Position 1065: 0.0012296859430855993
Position 498: 0.001097961418664394
Position 437: 0.0006518668950351573
Position 514: 0.0005785670120488402
Position 1379: 0.0004365534844981399
Position 1536: 0.000340529690823619
Position 996: 0.00025178020973254633
Position 1157: 0.00022972084227015585
Position 918: 0.00020637262054323848
Position 1530: 0.00014120829675458356
Position 569: 0.00013092158708796758
Position 607: 0.00010844780039304232
Position 79: 9.685196449615978e-05
Position 706: 7.259027539242915e-05
Position 1142: 5.544368699389393e-05
Position 1563: 4.886482563775417e-05
Position 46: 4.233346925494875e-05
Position 973: 1.5788509532752114e-05
Position 1136: 1.4366639717900832e-05
Position 214: 9.046570871084675e-06
Position 843: 8.796893490549067e-06
Position 492: 1.764107302737104e-06
Position 662: 6.823104001016813e-07
Position 90: 4.16172436695365e-07
Position 1014: 1.1605700710805257e-07
Position 1071: 1.0026682522843362e-07
Position 342: 7.057569195428455e-08
Position 349: 5.246641171981679e-08
Position 1038: 4.758599518809e-08
Position 1385: 1.8855089647217467e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1215: 0.9765655835122424
Position 358: 0.5258982084009236
Position 196: 0.37484559318010996
Position 386: 0.02007802838619346
Position 737: 0.016683835069005646
Position 962: 0.010750120848197814
Position 945: 0.010073495404381428
Position 634: 0.006502168418802373
Position 1223: 0.006129545363650416
Position 375: 0.003940608769089297
Position 1427: 0.0036115680131794093
Position 967: 0.003554031240136696
Position 318: 0.0024607613920367773
Position 1402: 0.002451978836675558
Position 1612: 0.0020285725173489664
Position 1465: 0.0020100859433004287
Position 401: 0.0018935668422345013
Position 629: 0.000956341721706694
Position 473: 0.0009054010376227776
Position 983: 0.0007608109138291233
Position 470: 0.00044204661125996314
Position 842: 0.00040418738561845023
Position 1585: 0.00040196636623880195
Position 541: 0.0004006023752308222
Position 1046: 0.0002781769966976399
Position 447: 0.00023039223638727138
Position 836: 0.0002224806117637586
Position 1409: 0.00021065668599393696
Position 532: 0.00020693407473952992
Position 257: 0.00018021327982441375
Position 340: 0.00015634143226872675
Position 435: 0.0001555211050859991
Position 1239: 0.00010471817156907372
Position 1379: 0.00010182924034397975
Position 1443: 5.843478948087506e-05
Position 607: 4.472341832982885e-05
Position 1568: 4.398757288869273e-05
Position 208: 2.0127994185185283e-05
Position 205: 1.657693836039786e-05
Position 1616: 1.6438993245940052e-05
Position 1492: 1.5622791174276627e-05
Position 1429: 9.33497699613536e-06
Position 1535: 7.995300363881532e-06
Position 1306: 7.915403834849393e-06
Position 1589: 5.4785873000818476e-06
Position 1699: 5.0970430137356216e-06
Position 270: 4.07400150858063e-06
Position 674: 3.878030947606877e-06
Position 1640: 3.3243481091965574e-06
Position 285: 1.994084879232772e-06
Position 98: 1.72116384081684e-06
Position 130: 8.337562094797335e-07
Position 161: 1.5524138273328128e-07
Position 167: 1.3585934527126906e-08
Position 342: 7.546910681353007e-09
Position 431: 5.950052506022974e-09
Position 136: 3.960348431578433e-09
Position 183: 1.030643043932076e-09
Position 141: 4.3413613652907496e-10
Position 325: 1.334172151121129e-10
Position 320: 1.183217193725665e-10
Position 274: 4.56853910115392e-12
