Gene = fln
index = 1701
Annotated 5SS: [  72  850 1072]
Annotated 3SS: [ 585  915 1133]
SMsplice 5SS: [369 850]
SMsplice 3SS: [585 915]
top_k =  500
Partition function (log Z): -4.675239261213505

Sorted 5' Splice Sites (High to Low Probability):
Position 850: 0.9846208895625717
Position 369: 0.5166545815622194
Position 1072: 0.2988830127198489
Position 72: 0.1668600032400496
Position 1089: 0.09270228529202024
Position 534: 0.07597277055388561
Position 1248: 0.05849524528004477
Position 204: 0.04229097618474905
Position 244: 0.036329792460199725
Position 192: 0.018325226505846053
Position 398: 0.010662513951562484
Position 201: 0.010529872109774747
Position 1266: 0.006754024860287744
Position 457: 0.005731025167516877
Position 132: 0.0035276189146444337
Position 1095: 0.0028747697510019617
Position 305: 0.002865323698757495
Position 767: 0.00283399507620123
Position 66: 0.002767459826385447
Position 471: 0.002588888662904538
Position 1472: 0.0022843939442440146
Position 481: 0.002167252409043071
Position 864: 0.002078585966559076
Position 1077: 0.001930293455587211
Position 1319: 0.0019221369853684828
Position 1574: 0.001731760069877941
Position 1492: 0.0010046850033707706
Position 1334: 0.0009983600013895415
Position 1563: 0.0009541309981809505
Position 411: 0.0008791758244078306
Position 258: 0.0006022949108931454
Position 52: 0.0006006479677567392
Position 173: 0.0005421842660807465
Position 32: 0.0005388522997295713
Position 421: 0.0005273967247514281
Position 19: 0.00034569761270716594
Position 889: 0.00031489590076842007
Position 1519: 0.0002974814176855611
Position 845: 0.0002967467572239837
Position 465: 0.0002624194569336198
Position 159: 0.0002588633607142236
Position 1386: 0.00024347701253339462
Position 435: 0.00020723138160111772
Position 869: 0.00019774343523537647
Position 879: 0.00017720942829408922
Position 884: 0.00016289332186160247
Position 974: 0.00013631158418820334
Position 147: 9.41607435977012e-05
Position 1104: 8.448542010883939e-05
Position 1378: 8.17688346649145e-05
Position 509: 7.644428115010224e-05
Position 372: 6.435981328511133e-05
Position 854: 5.042309326694787e-05
Position 109: 4.177995299712122e-05
Position 810: 3.8358483343014316e-05
Position 6: 3.5521687067095364e-05
Position 77: 2.730771937866749e-05
Position 401: 1.541818127217924e-05
Position 824: 1.1048641812552377e-05
Position 1036: 9.79138595034466e-06
Position 330: 4.642344564561939e-06
Position 92: 3.678190026175644e-06
Position 1322: 3.3853771147007237e-06
Position 403: 2.561319136787752e-06
Position 542: 2.4055694555855735e-06
Position 1047: 1.7163106379281198e-06
Position 103: 1.1330737079043282e-06
Position 943: 5.003741432910528e-07
Position 1110: 3.5694950774231965e-07
Position 1107: 2.220375559355043e-07
Position 1152: 4.651263128524966e-08
Position 693: 3.059392288459399e-13
Position 289: 9.718782500158855e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 915: 0.9571065369958248
Position 585: 0.6566515676774636
Position 1133: 0.3488807523751522
Position 261: 0.1079805226283382
Position 1378: 0.04432540297512975
Position 572: 0.043441209476476644
Position 552: 0.03514562312627054
Position 304: 0.030249544178396107
Position 954: 0.029967530768930436
Position 1593: 0.025977478397467682
Position 1291: 0.015223041531239117
Position 596: 0.014623158143893854
Position 1354: 0.010385098530583625
Position 1139: 0.006832486997930191
Position 1633: 0.0065576048115328555
Position 1573: 0.005932736607270783
Position 428: 0.005012995766803486
Position 1247: 0.0033810885823661947
Position 1230: 0.002582932852963368
Position 1167: 0.002135723662173411
Position 173: 0.0019710493698653084
Position 1382: 0.0017925931330154015
Position 115: 0.0016394988343983053
Position 602: 0.0011227928738387627
Position 605: 0.0010445734279596487
Position 517: 0.0008658493483068564
Position 1332: 0.0006264799988312693
Position 1322: 0.0005846780558472859
Position 686: 0.0005167622834927376
Position 159: 0.00048773936107822217
Position 92: 0.0004120580400005059
Position 1266: 0.00028031351628055517
Position 829: 0.0002092795246373479
Position 471: 8.678991523117649e-05
Position 712: 7.305512144228556e-05
Position 453: 5.7746631814827845e-05
Position 450: 5.0615171620408676e-05
Position 192: 4.837617048426751e-05
Position 185: 4.6471162960922855e-05
Position 816: 4.318848447244188e-05
Position 658: 4.249062642273957e-05
Position 397: 3.203281346853947e-05
Position 311: 2.7533355779883495e-05
Position 1033: 2.5922235961607834e-05
Position 122: 2.2694721087167553e-05
Position 803: 1.5982390321731808e-05
Position 319: 9.76578044968331e-06
Position 210: 9.147304321109015e-06
Position 637: 8.774822932618603e-06
Position 720: 8.312986103951187e-06
Position 534: 7.702472257611879e-06
Position 874: 5.62170659612707e-06
Position 643: 5.458964854421641e-06
Position 368: 2.197147993387556e-06
Position 800: 1.9305995979997406e-06
Position 109: 1.594942484469282e-06
Position 66: 1.3575812681249697e-06
Position 212: 1.1555836365822438e-06
Position 71: 1.1326231127742978e-06
Position 52: 5.840133323816747e-07
Position 1107: 3.0488158866802726e-07
Position 1007: 1.4595699516300275e-07
Position 1104: 1.228165160224084e-07
Position 201: 3.320603019780767e-10
Position 379: 3.2143632296594126e-12
