Gene = sstn
index = 1894
Annotated 5SS: [251 472]
Annotated 3SS: [ 370 1394]
SMsplice 5SS: [472]
SMsplice 3SS: [1394]
top_k =  500
Partition function (log Z): -10.320485546044782

Sorted 5' Splice Sites (High to Low Probability):
Position 472: 0.9608779059010327
Position 251: 0.341846922888712
Position 3374: 0.0743640075256875
Position 306: 0.030734066048793366
Position 983: 0.014374861338068442
Position 3377: 0.002772804264365554
Position 843: 0.0020773036600310797
Position 1028: 0.002031655464352931
Position 144: 0.0014680284767315892
Position 18: 0.00144149367707091
Position 3121: 0.0012067267377568632
Position 1119: 0.0012046445670595323
Position 1155: 0.0007410132439488761
Position 253: 0.0005153273646796554
Position 150: 0.0005146585026413161
Position 766: 0.0004119134126683935
Position 580: 0.00040554452983906746
Position 1317: 0.0003693744512125962
Position 1629: 0.00031989152950849336
Position 967: 0.0002468669736548551
Position 999: 0.00024381075326887773
Position 166: 0.000209651706985025
Position 118: 0.00015009229505732793
Position 626: 0.00013684625360744975
Position 1032: 0.00011242437516700363
Position 461: 0.00010650000073968955
Position 1858: 0.00010518408661095288
Position 40: 7.846768185339088e-05
Position 198: 3.4775381949963375e-05
Position 309: 2.7511656566085992e-05
Position 171: 2.1589032625880607e-05
Position 90: 2.0041828725869636e-05
Position 69: 1.2252023521094847e-05
Position 7: 8.208230971699845e-06
Position 632: 6.133493294481156e-06
Position 476: 5.244679470577029e-06
Position 74: 3.638787505775168e-06
Position 613: 2.93137403246455e-06
Position 483: 1.5907265287303736e-06
Position 35: 1.5289252300135577e-06
Position 866: 1.060843886746024e-06
Position 616: 1.01265367951895e-06
Position 743: 1.0080087545568315e-06
Position 389: 2.537839241516277e-07
Position 500: 1.8589250747926574e-07
Position 492: 1.7902512516170093e-07
Position 573: 1.6824086836507075e-07
Position 423: 1.3352668372251036e-07
Position 535: 1.1654742496872934e-07
Position 174: 1.1276609211765299e-07
Position 524: 9.067259944241851e-08
Position 395: 7.817750219779791e-08
Position 955: 5.075449604904615e-08
Position 974: 3.9454571354824594e-08
Position 1293: 3.325310490506923e-08
Position 677: 2.4563145710396153e-08
Position 557: 2.4388394311492376e-08
Position 486: 9.330037535810495e-09
Position 507: 9.056724780995191e-09
Position 620: 5.844626892216032e-09
Position 738: 4.915291539495863e-09
Position 446: 4.12273074446312e-09
Position 604: 2.3903371125002597e-09
Position 518: 7.553604236118675e-10
Position 797: 4.2490250634699e-10
Position 467: 3.2600053004619767e-10
Position 636: 2.5189638297983004e-10
Position 630: 8.914919585900439e-11
Position 527: 1.12231336185299e-11
Position 530: 5.443085264414352e-12
Position 538: 1.7077362249323945e-12
Position 399: 5.409099941768812e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 370: 0.36713714282870236
Position 3434: 0.2171023455069196
Position 1394: 0.20873655796748086
Position 3168: 0.11427514321265451
Position 671: 0.09209069397909152
Position 3617: 0.07540700771412287
Position 3631: 0.05103321834982123
Position 2411: 0.0344263383526484
Position 604: 0.029450086723628564
Position 1359: 0.02064692929660484
Position 3493: 0.02009428668903375
Position 1175: 0.017666467295013335
Position 809: 0.015967695601117594
Position 1782: 0.013186276831379068
Position 1588: 0.011335629470620204
Position 2884: 0.010814942120614532
Position 676: 0.009892613375689705
Position 932: 0.009404900958087284
Position 1591: 0.009271300884634532
Position 1362: 0.007756952565548262
Position 1275: 0.006174275866496442
Position 3838: 0.005967776035581425
Position 1628: 0.005632034378326127
Position 1939: 0.005580643980304031
Position 1221: 0.004601819408407965
Position 1916: 0.004290924704127705
Position 3514: 0.004211477077850564
Position 1070: 0.00404672464211383
Position 2861: 0.00402916975730835
Position 719: 0.0035029682576852355
Position 753: 0.0032340321665319006
Position 3373: 0.002941748245756195
Position 966: 0.0027247754281799633
Position 689: 0.0023375100442738694
Position 2199: 0.002327078955613105
Position 2443: 0.002206260421001397
Position 3657: 0.0019518845291074706
Position 616: 0.001800016097736702
Position 2819: 0.0016278851350328815
Position 2566: 0.001609869550511474
Position 3760: 0.0014273610810782787
Position 3037: 0.001416614663465556
Position 1310: 0.0014085652460983037
Position 1116: 0.0013646490911085538
Position 3032: 0.0012940636530398828
Position 2105: 0.0012693099671744752
