Gene = geko
index = 1714
Annotated 5SS: [ 619 4302]
Annotated 3SS: [4099 5519]
SMsplice 5SS: [ 619 4302]
SMsplice 3SS: [4099 5519]
top_k =  500
Partition function (log Z): -1.5867995373664903

Sorted 5' Splice Sites (High to Low Probability):
Position 4302: 0.9956655225166449
Position 619: 0.9804105819822062
Position 5737: 0.07035192363422928
Position 5266: 0.064514831399498
Position 5022: 0.05061094637455104
Position 1721: 0.05055196306373826
Position 5695: 0.04634726551224378
Position 1989: 0.0286143595197453
Position 2724: 0.01567955284132245
Position 1870: 0.013535369765715798
Position 513: 0.01146612462978728
Position 4700: 0.011318510647351872
Position 289: 0.010235783465653465
Position 5727: 0.009373762072796228
Position 1006: 0.007954747199244234
Position 4479: 0.006650299442253828
Position 1145: 0.0048603865844933265
Position 79: 0.004565300083910538
Position 2419: 0.00420367932841027
Position 5032: 0.003960649549250306
Position 1071: 0.003772949256471013
Position 3463: 0.003734616299298913
Position 2006: 0.003409533457359572
Position 5701: 0.0029539737292760466
Position 5380: 0.002857284556755437
Position 5760: 0.0028048849462988744
Position 1503: 0.0025949509145836687
Position 5315: 0.0023849838093976073
Position 1573: 0.0023017986108783495
Position 1552: 0.002273215839196754
Position 5345: 0.0021992536784126715
Position 33: 0.0020764591847664392
Position 51: 0.001846698085892651
Position 1301: 0.0018183587628441316
Position 5167: 0.0015799799520694689
Position 1104: 0.0015480126308266898
Position 3222: 0.0015261175347410776
Position 1872: 0.0014635061735403685
Position 167: 0.001431892936619016
Position 767: 0.0013260728880503218
Position 5282: 0.0013166128230334962
Position 62: 0.0011215482357270906
Position 5896: 0.001028540680812628
Position 48: 0.0009380790421560992
Position 1256: 0.0008209268320564916
Position 4735: 0.0007478619466037865
Position 4751: 0.0007378170863565946
Position 197: 0.0007027966871322121
Position 1125: 0.0006166194914999993
Position 5565: 0.0005868025495343801
Position 2769: 0.0005402079008565324
Position 3540: 0.0005158725943105191
Position 5288: 0.000454879734124541
Position 90: 0.00044037120421210643
Position 5798: 0.0004199850232461757
Position 96: 0.00035777254089529726
Position 5112: 0.00033682887680871695
Position 4828: 0.00031172624103391995
Position 4651: 0.0001767803490756515
Position 112: 0.00017015018864400232
Position 104: 0.00016911569007761504
