Gene = RpL37A
index = 1444
Annotated 5SS: [ 74 201 399]
Annotated 3SS: [145 269 651]
SMsplice 5SS: [ 74 201 399]
SMsplice 3SS: [145 269 651]
top_k =  500
Partition function (log Z): 4.928272296260328

Sorted 5' Splice Sites (High to Low Probability):
Position 399: 0.993400516258165
Position 74: 0.9835980883946339
Position 201: 0.9373553762752906
Position 795: 0.03432947002392115
Position 301: 0.001608130595917038
Position 334: 0.0010841569688930055
Position 463: 0.001057236093456878
Position 80: 0.001040503467309835
Position 892: 0.0008927129311431452
Position 288: 0.0005123906114782377
Position 531: 0.0004497235136904822
Position 766: 0.0004487653435661976
Position 889: 0.00031100862923740766
Position 374: 0.0002551360861335663
Position 10: 0.0002331101618869251
Position 859: 0.00014066014340838437
Position 78: 0.0001157555835661111
Position 779: 0.00011109384940859565
Position 947: 8.150168838223642e-05
Position 754: 7.99520534309291e-05
Position 310: 6.834206263850044e-05
Position 484: 6.448576275139865e-05
Position 770: 5.4787334322498846e-05
Position 957: 5.430425940164877e-05
Position 557: 4.30707151311619e-05
Position 342: 3.8867690244514715e-05
Position 729: 3.268534756075083e-05
Position 773: 2.9658030652580957e-05
Position 436: 2.8488835176117137e-05
Position 297: 2.607252771348145e-05
Position 912: 2.260842982815117e-05
Position 171: 2.050170862386665e-05
Position 90: 1.9079321916027517e-05
Position 473: 1.85730850052212e-05
Position 63: 1.6792351399233724e-05
Position 403: 1.561755597754016e-05
Position 322: 1.4196002711307742e-05
Position 570: 1.3875382068699642e-05
Position 862: 1.3611478459899825e-05
Position 72: 1.1180661847540323e-05
Position 100: 1.0655162631797701e-05
Position 727: 7.991479209074185e-06
Position 901: 5.0947094955907165e-06
Position 21: 3.4113622647866378e-06
Position 491: 3.3776881996252437e-06
Position 972: 2.9765577671521036e-06
Position 1030: 2.392178538769402e-06
Position 992: 1.6484282287440705e-06
Position 34: 1.5750016500804268e-06
Position 930: 9.739948208304766e-07
Position 716: 5.072806194948088e-07
Position 907: 2.7810684190277255e-07
Position 169: 2.721179842571915e-07
Position 984: 1.5503362503803165e-07
Position 138: 8.866429599003771e-08
Position 995: 8.022848924118788e-08
Position 316: 2.2051227749759072e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 651: 0.995374514121528
Position 145: 0.9750675488058353
Position 269: 0.9464217977191743
Position 947: 0.014838045777803026
Position 853: 0.013290452075776595
Position 862: 0.00699064015341356
Position 1030: 0.0013996980848699724
Position 597: 0.001325694729482548
Position 581: 0.0010079267349662226
Position 612: 0.0005309790744584954
Position 193: 0.0005026046094442722
Position 600: 0.00033551551210776943
Position 1083: 0.00028460345530641174
Position 449: 6.711691425212294e-05
Position 275: 6.692667914617378e-05
Position 663: 5.9083749894159217e-05
Position 370: 4.327528051037253e-05
Position 338: 3.332340573528572e-05
Position 625: 3.0364313308833426e-05
Position 365: 2.2925646494698394e-05
Position 984: 1.2498221723391384e-05
Position 557: 9.208851739090821e-06
Position 972: 9.065404436268925e-06
Position 704: 7.576447812375932e-06
Position 287: 4.752985524324171e-06
Position 350: 2.738020278569768e-06
Position 506: 2.6798599345705357e-06
Position 398: 2.4918105278465927e-06
Position 434: 2.069094889494535e-06
Position 693: 1.78350012456158e-06
Position 1091: 1.2897701765489743e-06
Position 531: 8.010316312896579e-07
Position 565: 6.64169562829217e-07
Position 374: 5.974277246488936e-07
Position 957: 5.942051782567122e-07
Position 347: 5.351862200319739e-07
Position 284: 4.3594109535725327e-07
Position 491: 2.9709147658288956e-07
Position 1088: 2.408574589777933e-07
Position 992: 1.6968221414926786e-07
Position 78: 3.867563560184586e-08
Position 453: 3.526496856535996e-10
