Gene = Orc5
index = 1345
Annotated 5SS: [1298]
Annotated 3SS: [1350]
SMsplice 5SS: [1298]
SMsplice 3SS: [1350]
top_k =  500
Partition function (log Z): -4.006797075121586

Sorted 5' Splice Sites (High to Low Probability):
Position 1298: 0.9994131541335793
Position 794: 0.03047231179414718
Position 288: 0.02611502025036201
Position 658: 0.018386348581533287
Position 860: 0.007516743432586075
Position 1594: 0.0074863424790242465
Position 54: 0.006867168026692638
Position 1591: 0.006220828758527615
Position 84: 0.0037817933960951904
Position 1441: 0.0006731730987812119
Position 817: 0.0005808011160907539
Position 477: 0.0004603419793432196
Position 1642: 0.0003682386984409287
Position 611: 0.00031836098172141657
Position 1445: 0.00029284443957780065
Position 1133: 0.00022084668114134875
Position 451: 0.0002039945879663778
Position 960: 0.0002000298149854712
Position 1606: 0.000188591885572148
Position 1302: 0.00016291269607327657
Position 491: 0.00014795292660245646
Position 662: 0.0001318857269108029
Position 1535: 0.00012133240517870359
Position 372: 0.00011531751319449135
Position 998: 0.00010781484732069285
Position 1483: 0.00010193981625000112
Position 118: 9.938042851377949e-05
Position 694: 8.531071928810084e-05
Position 163: 8.461889178113559e-05
Position 389: 8.1307049673846e-05
Position 1569: 6.977138099024518e-05
Position 1280: 5.122102955985123e-05
Position 745: 5.0038895328785324e-05
Position 167: 4.429051388881587e-05
Position 545: 3.803466734624003e-05
Position 572: 3.5778512051556696e-05
Position 837: 3.200714890883595e-05
Position 327: 3.075952983889338e-05
Position 1632: 1.9850053617691024e-05
Position 1100: 1.5621564976873152e-05
Position 717: 1.3722348439785973e-05
Position 1237: 1.0457539419931874e-05
Position 983: 1.0335349025468986e-05
Position 1403: 8.790645637388725e-06
Position 725: 6.9166714052330015e-06
Position 97: 5.414673136533009e-06
Position 620: 3.942777403074245e-06
Position 28: 2.6279833763478713e-06
Position 1551: 1.7846308206817245e-06
Position 1655: 1.6464150881656205e-06
Position 240: 1.3554808425532755e-06
Position 1365: 9.426425225931226e-07
Position 1645: 8.917867770099481e-07
Position 1507: 1.3033872628131327e-07
Position 525: 7.757384791516353e-08
Position 613: 2.475303095073055e-08
Position 512: 8.127198786467988e-09
Position 140: 2.3065824325919804e-09
Position 232: 1.777109420813808e-10
Position 1183: 1.3846365535968333e-11
Position 1241: 1.9458251279858948e-13
Position 958: 1.548637195046963e-13
Position 1050: 1.3664142719461029e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1350: 0.9666343908369776
Position 1202: 0.03925514156984117
Position 1394: 0.01835890619533516
Position 1432: 0.012798442362419758
Position 1066: 0.012404085771546579
Position 1679: 0.008244105006597526
Position 935: 0.008030818097490663
Position 1655: 0.005275056490238444
Position 136: 0.00485612875214386
Position 717: 0.0048442124635024765
Position 917: 0.004255079757436483
Position 790: 0.00266219467989094
Position 745: 0.001966046197615189
Position 1714: 0.0018471911230762135
Position 637: 0.001778633139376817
Position 793: 0.0017180091133079446
Position 1121: 0.0016989090361009594
Position 679: 0.001533357798259861
Position 1470: 0.0015046948559547415
Position 170: 0.0013294338030411148
Position 1124: 0.001294930984276898
Position 398: 0.0011008772366116425
Position 1206: 0.0009165460761078381
Position 455: 0.0008586947233576303
Position 476: 0.0007996491575771627
Position 433: 0.0006257189623790224
Position 1097: 0.0004138043258618529
Position 1502: 0.00040488218622595666
Position 1225: 0.00036488507691169014
Position 520: 0.0003445325605885645
Position 344: 0.00031617025963068496
Position 354: 0.00029949940365350597
Position 190: 0.00027838967375567883
Position 817: 0.00025755006373218267
Position 706: 0.00022923192556172786
Position 853: 0.00022800377386677473
Position 954: 0.0002167871140034842
Position 1544: 0.00019891889851827554
Position 327: 0.00016963600569673112
Position 1581: 0.00010727944184919889
Position 640: 0.0001057130660918869
Position 937: 0.00010322138335453431
Position 490: 0.00010192065866039081
Position 1246: 8.061145509978944e-05
Position 694: 7.412553643442632e-05
Position 1037: 6.088806789762818e-05
Position 114: 6.060916176923063e-05
Position 1635: 5.6554719724191426e-05
Position 368: 4.901488821894445e-05
Position 1261: 4.130891087215802e-05
Position 1534: 3.528683413239359e-05
Position 187: 2.6995775361690344e-05
Position 1141: 2.5071896266912654e-05
Position 857: 2.5032766503360275e-05
Position 754: 2.463150277833689e-05
Position 766: 2.1664165598661497e-05
Position 943: 2.0971059475293085e-05
Position 569: 1.9767752519485587e-05
Position 118: 1.8969347557369994e-05
Position 826: 1.4848147999234583e-05
Position 1434: 1.3937139720463009e-05
Position 1222: 1.3420981821913649e-05
Position 1100: 1.2642150202661798e-05
Position 1359: 1.0515270227382666e-05
Position 869: 6.984136817475997e-06
Position 1569: 6.492001354881661e-06
Position 532: 4.07674974407498e-06
Position 197: 2.6970360703411903e-06
Position 1551: 1.986556979599124e-06
Position 556: 1.334592796946467e-06
Position 356: 1.0074930955909869e-06
Position 445: 1.1898329630949592e-08
Position 226: 1.0538399370260718e-08
Position 588: 1.942421175426198e-09
Position 517: 1.878829421758899e-09
Position 247: 1.4127929978409277e-10
Position 278: 1.1163798019867649e-10
Position 175: 4.176914156598638e-11
Position 206: 2.4299285308201648e-11
Position 281: 6.225716722487409e-12
Position 271: 7.282145937414348e-15
