Gene = Mettl14
index = 1277
Annotated 5SS: [183 772]
Annotated 3SS: [254 827]
SMsplice 5SS: [183 772]
SMsplice 3SS: [254 827]
top_k =  500
Partition function (log Z): -6.056312316156877

Sorted 5' Splice Sites (High to Low Probability):
Position 183: 0.8345215560425299
Position 772: 0.8253297556130738
Position 940: 0.06035954525873725
Position 726: 0.05186843978425177
Position 548: 0.0381281741119091
Position 730: 0.01050855440324182
Position 1061: 0.006281778477206714
Position 337: 0.006088920008640864
Position 361: 0.0017961272494628794
Position 484: 0.0009185767010304674
Position 1013: 0.0007197914840741361
Position 539: 0.0006684799586313328
Position 925: 0.0003931420312358802
Position 1242: 0.00036886949149869056
Position 187: 0.0003403444083433245
Position 92: 0.00028641157368867256
Position 295: 0.00026549886088904936
Position 608: 0.00020354762690462627
Position 659: 0.00013745573879303484
Position 954: 5.688131833400933e-05
Position 776: 5.483825493678298e-05
Position 508: 5.288347110966866e-05
Position 198: 3.7891865251333384e-05
Position 744: 3.673312914922438e-05
Position 1474: 3.1702836182188726e-05
Position 490: 3.100769028256512e-05
Position 44: 2.6612496315304388e-05
Position 41: 2.6001756513222303e-05
Position 316: 2.1784413129566195e-05
Position 1464: 1.976486153695014e-05
Position 800: 1.1805528966189692e-05
Position 239: 9.16524090000955e-06
Position 115: 8.98005769945045e-06
Position 666: 8.55489232159021e-06
Position 210: 7.5046336769516134e-06
Position 216: 5.557949153175867e-06
Position 1416: 5.45350516101006e-06
Position 1338: 4.883122705149421e-06
Position 221: 4.227807833286885e-06
Position 87: 4.102807625322887e-06
Position 513: 3.199571923604425e-06
Position 58: 3.166525964630161e-06
Position 1462: 2.7270101902531182e-06
Position 160: 2.7230054396277547e-06
Position 1253: 2.1396402944868683e-06
Position 163: 1.5535617970629064e-06
Position 437: 1.4366801907690518e-06
Position 254: 6.64209923835361e-07
Position 717: 3.474111852482378e-07
Position 783: 4.388299968286652e-08
Position 126: 3.513799583315467e-08
Position 639: 3.376877258001904e-08
Position 96: 2.355625255559054e-08
Position 270: 1.037187073553041e-08
Position 877: 5.665760720121963e-09
Position 858: 5.001631043519004e-09
Position 319: 1.7477144948088626e-09
Position 474: 4.092567351921868e-10
Position 263: 1.3256228885440523e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 827: 0.8946913953562964
Position 254: 0.7817295130769029
Position 1124: 0.07285015847227064
Position 617: 0.03926873361338173
Position 406: 0.02312060687867826
Position 428: 0.009665181174682276
Position 1221: 0.0035399412567017393
Position 467: 0.0026132224599305586
Position 636: 0.002427186548104343
Position 522: 0.001319200846090255
Position 1010: 0.0011326756527784694
Position 497: 0.0009438690476896421
Position 1030: 0.0007814473306312541
Position 287: 0.0006288750975201882
Position 316: 0.0005955441858333733
Position 437: 0.0005585803796013281
Position 1241: 0.0005299619766186263
Position 306: 0.0005026296989786459
Position 488: 0.0004679871032490103
Position 1300: 0.00034909921283370765
Position 1126: 0.0002768720877067035
Position 319: 0.00025048263785791374
Position 1521: 0.00024339960819099268
Position 1472: 0.00014950461259754562
Position 572: 8.18233281471337e-05
Position 174: 7.820272904642023e-05
Position 994: 7.807061692642446e-05
Position 848: 7.334009618134475e-05
Position 1055: 7.30860464543634e-05
Position 690: 6.546860575570855e-05
Position 1380: 6.369534134183234e-05
Position 644: 6.221067935230812e-05
Position 783: 5.631787699918116e-05
Position 326: 4.9608753119556264e-05
Position 1341: 4.7035492876766154e-05
Position 380: 4.1612593890974465e-05
Position 659: 3.0323359280973452e-05
Position 115: 2.797355497872805e-05
Position 548: 2.4171050519474644e-05
Position 729: 2.3604894173306778e-05
Position 539: 2.0066074928101552e-05
Position 87: 1.957180155151321e-05
Position 1130: 1.703809303113086e-05
Position 1496: 1.540988282482108e-05
Position 892: 1.4877589978486323e-05
Position 1135: 1.3807843532697736e-05
Position 350: 9.488948269385113e-06
Position 134: 9.147950936369103e-06
Position 1153: 8.89411792162718e-06
Position 588: 6.8960738714652656e-06
Position 772: 6.683879708460459e-06
Position 788: 5.57046763384724e-06
Position 92: 2.6248165776098114e-06
Position 703: 2.397822988045624e-06
Position 1502: 1.8705863250543266e-06
Position 1508: 1.073943965243928e-06
Position 143: 9.429568795314658e-07
Position 158: 3.3237205255633773e-07
Position 146: 4.586883220344842e-08
Position 353: 4.34442847127911e-08
Position 356: 1.9295270871873428e-08
Position 210: 2.219649938886331e-09
Position 268: 1.4134521714282523e-09
Position 207: 1.298467239873706e-09
Position 136: 7.941123724890381e-10
Position 121: 3.8500889155566107e-10
Position 221: 3.2356803467687015e-10
Position 187: 3.5552442834072885e-11
