Gene = mRpL28
index = 1771
Annotated 5SS: [ 182 1125]
Annotated 3SS: [ 300 1176]
SMsplice 5SS: [1125]
SMsplice 3SS: [1176]
top_k =  500
Partition function (log Z): -5.220757947634472

Sorted 5' Splice Sites (High to Low Probability):
Position 1125: 0.9972026596223968
Position 182: 0.12034912800338839
Position 216: 0.014574250992248048
Position 228: 0.0035857184298396837
Position 234: 0.00259201471269569
Position 81: 0.0024651152848156085
Position 121: 0.0023010289771406493
Position 463: 0.0021921595320972477
Position 250: 0.001636938465445434
Position 787: 0.0009943158174676393
Position 375: 0.0008675000838573088
Position 94: 0.0005343748489478569
Position 673: 0.0005238598410395966
Position 553: 0.0004278567691096567
Position 219: 0.0004032406033287439
Position 134: 0.00038765239176408005
Position 1144: 0.0003091576701237515
Position 1254: 0.0002925449183206984
Position 906: 0.00028633471741242803
Position 112: 0.00022229023940718363
Position 260: 0.0001836294368185305
Position 186: 0.00010504600598969464
Position 610: 0.00010468770993194668
Position 447: 6.800023000237882e-05
Position 384: 6.357505804417389e-05
Position 1080: 5.781491626382826e-05
Position 304: 5.061963674370279e-05
Position 145: 4.9264531168312874e-05
Position 1129: 4.451313790005596e-05
Position 670: 4.3678876179156915e-05
Position 542: 4.225471878673265e-05
Position 663: 3.4458446312896994e-05
Position 667: 3.3584665008193534e-05
Position 590: 3.1585530270666505e-05
Position 350: 2.9012105222893508e-05
Position 1271: 2.4771937277899272e-05
Position 484: 2.0998264642020484e-05
Position 1273: 2.0642797125590805e-05
Position 1084: 1.3122465195979185e-05
Position 51: 1.1907334505346556e-05
Position 530: 6.281654502191532e-06
Position 1248: 5.731920308575453e-06
Position 1258: 3.6767710698250457e-06
Position 631: 3.6289826174721496e-06
Position 970: 3.4935642492505775e-06
Position 284: 2.236784578389169e-06
Position 396: 1.9462208800346306e-06
Position 850: 9.465890305892821e-07
Position 809: 8.409302932043459e-07
Position 1204: 4.2435616052647377e-07
Position 1197: 8.029790999690657e-08
Position 20: 4.557885834949191e-09
Position 421: 3.527975986412594e-09
Position 595: 1.870243177795204e-09
Position 335: 1.044832016852192e-09
Position 641: 5.730011024233981e-10
Position 149: 4.0693652508497065e-10
Position 329: 3.777781079178205e-10
Position 973: 3.630361159810941e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1176: 0.75364456912803
Position 1197: 0.242792645002387
Position 300: 0.11067164426817373
Position 245: 0.014590741927259466
Position 623: 0.010383293934811457
Position 441: 0.005160553868916087
Position 735: 0.002854990084761659
Position 181: 0.002301277366445774
Position 846: 0.0015240649339946578
Position 1278: 0.0011863514830516158
Position 438: 0.0010218511008190914
Position 1327: 0.0009165552757134627
Position 282: 0.0008267437732031125
Position 348: 0.0007498435154115282
Position 145: 0.0007043115237068715
Position 780: 0.0006188931821639644
Position 134: 0.0005963494103132093
Position 570: 0.00041847793223400397
Position 309: 0.0003733872274301702
Position 951: 0.0003586273559109861
Position 804: 0.00020165624059817328
Position 1228: 0.00016942576991904924
Position 327: 0.00016187802375246965
Position 444: 0.00014923230619000313
Position 984: 0.00013072582567938036
Position 939: 0.00010320313363181622
Position 380: 6.983344224066972e-05
Position 206: 6.852829000057773e-05
Position 795: 6.510392588985852e-05
Position 1014: 5.74088632148629e-05
Position 696: 4.9575780667712236e-05
Position 927: 4.530978096722825e-05
Position 363: 4.2772766750901e-05
Position 489: 4.0602361202744474e-05
Position 641: 2.5876030830995452e-05
Position 894: 2.2924678400387115e-05
Position 1002: 2.1357889451037896e-05
Position 948: 2.1217604975033076e-05
Position 817: 1.988699303393458e-05
Position 447: 1.4348943327515318e-05
Position 693: 9.425949922646745e-06
Position 1232: 7.1215089934622185e-06
Position 208: 6.24247285536876e-06
Position 480: 4.789302806142604e-06
Position 112: 2.712439811073093e-06
Position 219: 1.4437924089083842e-06
Position 384: 1.099907597424469e-06
Position 1240: 1.038395961075717e-06
Position 1245: 6.757999700725846e-07
Position 121: 1.9375396157620242e-08
Position 94: 1.710922911538796e-10
Position 89: 1.0914229737050143e-10
Position 81: 1.1413319937932478e-11
Position 70: 7.960869885493195e-12
