Gene = Cpr76Bc
index = 1103
Annotated 5SS: [ 447 2433]
Annotated 3SS: [2291 5077]
SMsplice 5SS: [447]
SMsplice 3SS: [5077]
top_k =  500
Partition function (log Z): -11.34117406388345

Sorted 5' Splice Sites (High to Low Probability):
Position 447: 0.6641377373918306
Position 2433: 0.39988816925337545
Position 4536: 0.27139997662147564
Position 3884: 0.16139382953391576
Position 2551: 0.1391116307419398
Position 2437: 0.12731732366074738
Position 1246: 0.07967891773748764
Position 1230: 0.06576052273168967
Position 2201: 0.05451230003337286
Position 383: 0.05024762157634089
Position 3391: 0.037890696176936606
Position 3890: 0.03269990269690958
Position 4190: 0.027986646341673773
Position 4385: 0.020097619459317442
Position 1965: 0.01694140579891238
Position 2124: 0.01680368487606244
Position 135: 0.01654196152228253
Position 5216: 0.016508342142716268
Position 1388: 0.014630650343133182
Position 5267: 0.01346900244956013
Position 2167: 0.012535879417579372
Position 487: 0.01235218179294803
Position 1127: 0.011612011278376055
Position 2178: 0.00997212549521323
Position 2027: 0.009470319722560697
Position 749: 0.007803207065753263
Position 1449: 0.007518227270877739
Position 1302: 0.005875664938321747
Position 1372: 0.005870944769920755
Position 2575: 0.005776225837378576
Position 3636: 0.005154736656675455
Position 902: 0.004119064847222069
Position 179: 0.004026266367582355
Position 477: 0.003973796064664492
Position 5946: 0.0038383305618796566
Position 2470: 0.003554059635335385
Position 6196: 0.003295141130959238
Position 2128: 0.0032504813716737204
Position 389: 0.003199258331410974
Position 4445: 0.0030266117625069844
Position 583: 0.003002509765916148
Position 4897: 0.002620452586605378
Position 4486: 0.002593299790339158
Position 1405: 0.002507932393978835
Position 232: 0.002445435723264254
Position 1375: 0.002382842538169318
Position 4645: 0.0022353513059168253
Position 2067: 0.00212338666418603
Position 4208: 0.0020775109752878083
Position 1920: 0.0017975813749719198
Position 4218: 0.0017809628782769614
Position 4522: 0.0016824988185257623
Position 466: 0.0015480187125378364
Position 4295: 0.001443490137848457
Position 3849: 0.0013031005044651513
Position 2077: 0.0008642135993882249
Position 2630: 0.0008475843398268168
Position 3461: 0.000827727685067515
Position 1769: 0.0008244865849499135
Position 170: 0.0008150481873376209
Position 245: 0.0007036487564149615
Position 2539: 0.0006988439041563145
Position 254: 0.0006618885072918689
Position 2417: 0.0006330786913789427
Position 163: 0.0006097804035353276
Position 1198: 0.00060187922211741
Position 103: 0.0005602993960307599
Position 2196: 0.0005390625226743791
Position 142: 0.00039627078872964415
Position 417: 0.0003185431662433309
Position 1171: 0.0002877819347280716
Position 107: 0.000278039169971205
Position 440: 0.0002744518847948852
Position 481: 0.00026335699278310585
Position 1160: 0.00025950045924982585
Position 2364: 0.0002200501950709406
Position 235: 0.00021600955989254468
Position 2795: 0.00019000035875862753
Position 128: 0.00017624321630536178
Position 45: 0.00017443665300033141
Position 3195: 0.00015455556076319528
Position 1270: 0.00011881820686786894
Position 848: 0.0001176685414560448
Position 309: 0.00011311760238525306
Position 740: 0.00010405800711175071
Position 424: 0.0001010018994368
Position 1937: 9.974819698071697e-05
Position 1977: 8.597542980545708e-05
Position 361: 7.337709376145281e-05
Position 1755: 5.061728723050575e-05
Position 2965: 4.5545148127053536e-05
Position 4225: 2.6297582598772216e-05
Position 367: 1.279857564063197e-05
Position 1108: 1.2310478448270884e-05
Position 1453: 9.731691814764803e-06
Position 991: 6.715736630578552e-06
Position 620: 3.87555408285457e-06
Position 248: 3.5131172689511776e-06
Position 832: 3.138794859424539e-06
Position 396: 1.2817606160965588e-06
Position 837: 1.0503421058541377e-06
Position 9: 7.876544473491029e-07
Position 1191: 7.341452929603429e-07
Position 1144: 7.296637673397179e-07
Position 1147: 6.297176425025603e-07
Position 1163: 3.7950919440769425e-07
Position 2515: 2.238072287736295e-07
Position 260: 1.9586989495157791e-07
