Gene = roq
index = 1861
Annotated 5SS: [ 135 1491 3707]
Annotated 3SS: [1327 1555 3898]
SMsplice 5SS: [1221 1491 3707]
SMsplice 3SS: [1327 1555 3898]
top_k =  500
Partition function (log Z): -0.8986359301438989

Sorted 5' Splice Sites (High to Low Probability):
Position 1491: 0.9999938974004062
Position 3707: 0.927412951489366
Position 1221: 0.7681161173081761
Position 715: 0.34189343000645595
Position 1841: 0.22787967560913047
Position 2859: 0.20242042261036305
Position 135: 0.1743279370714928
Position 4401: 0.1516915150798411
Position 465: 0.10184472190238242
Position 4037: 0.07853917473390307
Position 2804: 0.06371342125245366
Position 4942: 0.04188442148670862
Position 4090: 0.04138381596910165
Position 561: 0.035331869970817664
Position 2208: 0.029430691100695183
Position 1701: 0.0216752153722299
Position 2619: 0.02101422564978275
Position 4159: 0.02045486735352166
Position 914: 0.01923774070259145
Position 2644: 0.01658891152148026
Position 324: 0.01127153586692231
Position 4026: 0.00993471085176534
Position 3731: 0.009183438411916154
Position 217: 0.007421204643973752
Position 965: 0.006370840761534603
Position 1708: 0.006305395953015066
Position 979: 0.006072341851783902
Position 687: 0.005981152627548677
Position 2684: 0.005761532074733091
Position 2675: 0.004881710031873288
Position 2212: 0.004660024811581888
Position 428: 0.004429663588262183
Position 210: 0.003887173731803901
Position 776: 0.003360399433018724
Position 178: 0.0033071108883471565
Position 773: 0.003090191105565712
Position 2810: 0.0029982131326913926
Position 2059: 0.0027674295631287026
Position 4374: 0.0024872590189832754
Position 338: 0.0024633740605026115
Position 461: 0.002240667432170008
Position 2308: 0.002216781716243597
Position 1033: 0.0022154605642417235
Position 2503: 0.002044633482208781
Position 2123: 0.00203286226492197
Position 4273: 0.0020202089170747346
Position 2732: 0.0019200882155246538
Position 457: 0.0014158799456581775
Position 459: 0.0011253790454239894
Position 203: 0.001060166409772373
Position 35: 0.0010434627542467803
Position 3504: 0.000993867536409338
Position 2271: 0.0009458609122307366
Position 683: 0.0009353610126315888
Position 819: 0.0007554620592773994
Position 937: 0.0007226156761440119
Position 4199: 0.0006688281567036407
Position 423: 0.0006145426777603914
Position 904: 0.0005619864770640799
Position 650: 0.0005349910680880784
Position 550: 0.0005302893116571049
Position 4268: 0.00043062012365556424
Position 249: 0.0003961643485004004
Position 383: 0.0003564892364256745
Position 1994: 0.00035315677467363956
Position 1159: 0.0003415754874819323
Position 1921: 0.00029752544101677094
Position 2461: 0.0001650668196099859
Position 11: 0.00011494788905341179
Position 538: 0.00010655372885431968
Position 1413: 0.0001064367161583547
Position 182: 9.054048051004318e-05
Position 576: 8.684266210965511e-05
Position 758: 8.339708530017082e-05
Position 1559: 8.254447252548173e-05
Position 139: 7.908788028315213e-05
Position 377: 6.508675041027081e-05
Position 1082: 5.858521243881914e-05
Position 2296: 4.968981139143785e-05
Position 660: 3.937187270342563e-05
Position 1303: 3.793347000488903e-05
Position 252: 3.624064781083221e-05
Position 654: 3.586124194656936e-05
Position 2006: 3.335507036370563e-05
Position 1565: 3.300586681345341e-05
Position 656: 2.571969921997977e-05
Position 2697: 2.5175717652816604e-05
Position 3441: 2.3616191093148767e-05
Position 2156: 2.274393370730944e-05
Position 463: 2.1943431333556545e-05
Position 281: 1.87490149602791e-05
Position 4127: 1.7942931630726268e-05
Position 807: 1.7785467220108973e-05
Position 685: 1.603296544589619e-05
Position 802: 1.5845824390423952e-05
Position 488: 1.5315239572274316e-05
Position 1936: 1.4136061179186683e-05
Position 2318: 1.184993979933107e-05
Position 1799: 7.5692648136191335e-06
Position 1687: 5.633693819702429e-06
Position 3083: 4.240356079290972e-06
Position 1738: 2.7052544984623263e-06
Position 259: 2.244924169305262e-06
Position 231: 2.0170852280576354e-06
Position 1511: 1.2035232845428797e-06
Position 247: 9.47587758303239e-07
Position 25: 9.139501938037929e-07
Position 2048: 6.308874445518997e-07
Position 1495: 4.955364538125947e-07
Position 122: 2.8324144382533157e-07
Position 1656: 2.5961822912226997e-07
Position 2054: 2.5596463220063817e-07
Position 1609: 2.1942733353884545e-07
Position 101: 1.5379917744713249e-07
Position 1475: 1.1165723999005951e-07
Position 1658: 6.087320723723827e-08
Position 1477: 3.4328320441451706e-08
Position 1689: 2.7040150207067e-08
Position 1786: 1.9275241576814342e-08
Position 1883: 1.6317771055895705e-08
Position 143: 1.2497291913736866e-08
Position 154: 5.8853318602539205e-09
Position 1808: 3.9455366245114905e-09
Position 1613: 3.3140975413362356e-09
Position 434: 2.9718610921645544e-09
Position 412: 2.5944372966736002e-09
Position 469: 2.4977788632584513e-09
Position 450: 1.943914514456963e-09
Position 432: 1.0975945063841497e-09
Position 1417: 4.07997598004119e-10
Position 305: 2.9294104272642416e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1327: 0.9774299269237589
Position 1555: 0.9746120535333475
Position 3898: 0.49500398152733516
Position 2913: 0.20565172425097258
Position 1074: 0.1866706233003442
Position 7390: 0.1827342774107447
Position 3842: 0.15940002964113553
Position 4451: 0.15026877736457592
Position 2725: 0.13033821523640696
Position 3901: 0.11315903417364034
Position 7374: 0.10723494760465023
Position 1097: 0.0972242153727768
Position 1009: 0.08286263624232398
Position 3533: 0.06112108618235596
Position 890: 0.05199721745557548
Position 2948: 0.04869512649839991
Position 2413: 0.03343958261290868
Position 4366: 0.032554997787524534
Position 913: 0.030344462891729783
Position 6487: 0.022388958437925516
Position 1033: 0.021880605942186996
Position 2988: 0.020283091638974335
Position 3863: 0.0197896187429485
Position 1903: 0.019251259765808538
Position 1609: 0.012989841479494856
Position 3785: 0.012542652917236346
Position 1946: 0.008237652618638274
Position 1116: 0.007882477141500347
Position 2976: 0.007340540802618045
Position 1356: 0.00695761995957417
Position 1155: 0.00687933463719267
Position 3123: 0.006286326699902347
Position 7052: 0.00591264186170367
Position 4156: 0.005816439415615942
Position 4456: 0.00507376635703215
Position 3024: 0.005029034420590133
Position 1987: 0.0049145372463246
Position 2931: 0.004909365984270489
Position 4173: 0.0047892040181001586
Position 6212: 0.004739314405886735
Position 962: 0.00458675249512978
Position 782: 0.004431876082446563
Position 1340: 0.004366466823593185
Position 2254: 0.004272946390359986
Position 2569: 0.004118790794365363
Position 3334: 0.0039511859992825945
Position 1921: 0.0038422338179243776
Position 4208: 0.0036181467103536093
Position 2341: 0.0034893292876767173
Position 863: 0.003441394202383366
Position 595: 0.003400969882535973
Position 928: 0.0026258240974157618
Position 637: 0.00255102566188953
Position 323: 0.002451859998911787
Position 2387: 0.0024175123055698603
Position 527: 0.002279206470485678
Position 2728: 0.0019816873564651462
Position 446: 0.0018727851226667906
Position 943: 0.0017810962557807328
Position 5093: 0.0014918360540925658
Position 288: 0.0014746155680672023
Position 4476: 0.0014408741656728838
Position 354: 0.0012962502328637913
Position 5275: 0.0012210267300362372
Position 640: 0.001193491615408157
Position 3948: 0.0011372677373072374
Position 4484: 0.0010796121394034716
Position 4840: 0.0010132042245986714
Position 4103: 0.0009903302324442433
Position 954: 0.0009737105234085329
Position 1819: 0.0008369575299557193
Position 2128: 0.0008065797100970976
Position 4697: 0.0007926305096680382
Position 252: 0.0007743018512116558
Position 3921: 0.0006899967450702527
Position 3821: 0.000669986603067897
Position 201: 0.0005938456596538115
Position 1569: 0.0005895307979265542
Position 2071: 0.0005846630183643393
Position 198: 0.0005748940138983062
Position 1918: 0.0005033282661976831
Position 1159: 0.0004822220962774968
Position 134: 0.0004606744688586969
Position 968: 0.0003642426017661762
Position 178: 0.0003611680591168488
Position 1399: 0.00033530630061973744
Position 2258: 0.0003165535587266239
Position 2191: 0.00031278935764372784
Position 2095: 0.000306665695873325
Position 497: 0.0002935720392712942
Position 1195: 0.000269700554099088
Position 3907: 0.00026840003158475035
Position 576: 0.00023960152416707017
Position 2048: 0.00023828214818004588
Position 904: 0.00020758115436775797
Position 1121: 0.00014656009803958595
Position 1475: 0.00010330865270476127
Position 546: 9.622394361193154e-05
Position 538: 5.0429350251084206e-05
Position 392: 4.425711041574314e-05
Position 643: 4.03041898950438e-05
Position 450: 1.1390931775472957e-05
