Gene = Tsp68C
index = 1573
Annotated 5SS: [262]
Annotated 3SS: [358]
SMsplice 5SS: [262]
SMsplice 3SS: [358]
top_k =  500
Partition function (log Z): -6.083619573524636

Sorted 5' Splice Sites (High to Low Probability):
Position 262: 0.9808432902665172
Position 692: 0.04135398732149174
Position 377: 0.015230510387357128
Position 121: 0.007095264558576366
Position 539: 0.005869025512503978
Position 1163: 0.003976659778826961
Position 199: 0.002173953529287423
Position 310: 0.0021035862510019243
Position 764: 0.0020709470534350646
Position 279: 0.0016362113862806568
Position 1464: 0.001539326833599524
Position 285: 0.0014559598058997332
Position 245: 0.001188307469313496
Position 769: 0.0010959380810053561
Position 83: 0.0009479106567149052
Position 1503: 0.0009373819617746214
Position 700: 0.000851503932065937
Position 1021: 0.00047836725581316833
Position 288: 0.0004714952167683511
Position 543: 0.0004590226729599265
Position 498: 0.00041820999556261114
Position 1281: 0.0004178727226531657
Position 71: 0.00039757495115205375
Position 1533: 0.00038816087322028484
Position 161: 0.00033994090969449275
Position 266: 0.0003302648911704381
Position 1009: 0.00024881207059129263
Position 172: 0.0001874741035372816
Position 387: 0.00016001034989481945
Position 1542: 0.00015209359429938228
Position 1521: 0.00010637613111129569
Position 1423: 7.172754607700837e-05
Position 626: 7.036908411436492e-05
Position 380: 6.872112446805015e-05
Position 854: 6.074618420939471e-05
Position 315: 4.717758666166021e-05
Position 146: 3.8427877544223346e-05
Position 1518: 3.5145563597719766e-05
Position 864: 3.502634529101422e-05
Position 817: 3.190038201977696e-05
Position 1507: 3.040876212528739e-05
Position 25: 2.722949397416119e-05
Position 38: 2.6161464042379767e-05
Position 156: 2.579252145969226e-05
Position 777: 2.3765012281268857e-05
Position 1479: 1.9558163928112266e-05
Position 605: 1.800967168304751e-05
Position 780: 1.6598923895046045e-05
Position 1274: 1.5676184256649872e-05
Position 52: 1.3751444659974676e-05
Position 719: 1.3292036406978565e-05
Position 599: 8.70438630816994e-06
Position 255: 8.628721454065713e-06
Position 936: 6.336208018537726e-06
Position 363: 5.5210626785109835e-06
Position 1321: 4.268729893278364e-06
Position 127: 6.754384904749998e-07
Position 318: 2.9431415805629396e-07
Position 792: 2.1054942869205867e-07
Position 215: 2.0585958354364818e-07
Position 232: 2.0196740810871654e-07
Position 602: 1.8589250920732609e-07
Position 631: 1.1065553943338368e-07
Position 518: 7.349245931596386e-08
Position 649: 2.5187147555166126e-08
Position 736: 1.563306976197778e-08
Position 536: 3.185785675010946e-09
Position 555: 6.384561066682177e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 358: 0.9072400098839382
Position 429: 0.09639727209781673
Position 763: 0.05113397634612886
Position 1236: 0.0038516114015489087
Position 1597: 0.003500167925919313
Position 829: 0.0033348453274211496
Position 706: 0.00154249879903932
Position 172: 0.0014258113906587178
Position 1341: 0.0007068335479843369
Position 940: 0.0006227062873711616
Position 1269: 0.0005965655571335326
Position 880: 0.0005887976531760393
Position 306: 0.0005732199894084538
Position 1560: 0.0005453516884777383
Position 491: 0.0004979880210857561
Position 672: 0.0004820562144763167
Position 386: 0.0004446472987724095
Position 677: 0.000343120932511889
Position 1125: 0.00020971714882267448
Position 1640: 0.00018680971692411883
Position 180: 0.00018093509913769926
Position 1144: 0.0001695149034480426
Position 380: 0.00013388424280396389
Position 315: 0.00011063460984010551
Position 472: 0.00010011957970290327
Position 916: 9.948249879261137e-05
Position 1241: 9.726246406956624e-05
Position 447: 7.941014421545121e-05
Position 318: 7.661820446816732e-05
Position 966: 6.834734543089733e-05
Position 1266: 5.633390727888684e-05
Position 1021: 5.4401500258983865e-05
Position 310: 4.5618354322428056e-05
Position 1521: 4.130852122610789e-05
Position 1651: 2.959853551410959e-05
Position 730: 2.4034299163888175e-05
Position 733: 1.634139677626285e-05
Position 1347: 1.530162239870283e-05
Position 1542: 9.79667316122442e-06
Position 555: 8.288138002374669e-06
Position 92: 5.533596229783799e-06
Position 83: 3.2212983170487723e-06
Position 293: 3.7339106330961556e-07
Position 279: 1.4824309306649775e-08
Position 266: 2.4089586718212027e-09
Position 76: 1.912738749215854e-09
Position 285: 1.1189214030009413e-09
