Gene = rhea
index = 1856
Annotated 5SS: [15322 16617 17085 17336 17474 18036 18188 18634 19095 23744 24001 26084
 26661 27677 28472]
Annotated 3SS: [16357 16685 17143 17394 17531 18098 18544 18977 19155 23809 25966 26144
 27016 27896 28529]
SMsplice 5SS: [   32 10971 16617 17085 17336 17474 18036 18188 18634 19095 19528 23744
 24001 26084 26661 27677 28472]
SMsplice 3SS: [10729 16357 16685 17143 17394 17531 18098 18544 18977 19155 23338 23809
 25966 26144 27016 27896 28529]
top_k =  500
Partition function (log Z): 49.61693481204553

Sorted 5' Splice Sites (High to Low Probability):
Position 19095: 0.9998242501652778
Position 26084: 0.9997773493070063
Position 26661: 0.9992558588620064
Position 24001: 0.9989413061198252
Position 17336: 0.9988179475071672
Position 18036: 0.9973167916125737
Position 18188: 0.9963077002368441
Position 23744: 0.9949690121500541
Position 16617: 0.9906422265217205
Position 17085: 0.9887344040275374
Position 18634: 0.975071474000936
Position 10971: 0.9745164920302738
Position 28472: 0.9716984021266445
Position 17474: 0.9617918903303118
Position 27677: 0.3585810653739991
Position 32: 0.29877595284598973
Position 18907: 0.29841931459729387
Position 19528: 0.2799598494323468
Position 19360: 0.2558112276106156
Position 89: 0.22785010380685497
Position 28649: 0.20899108468886882
Position 27180: 0.19854913955385928
Position 438: 0.18765277095075933
Position 28078: 0.17691353251995667
Position 11916: 0.1699600411464047
Position 462: 0.1277712723777062
Position 19234: 0.12016072421761323
Position 27652: 0.0927097066521283
Position 25521: 0.07372697835553788
Position 10590: 0.06666078001920066
Position 28821: 0.06401530057054466
Position 249: 0.05958197754012763
Position 19372: 0.059230985061867365
Position 13646: 0.04894997677506874
Position 19532: 0.04699395263676967
Position 835: 0.045881646160276304
Position 28204: 0.04022815654946496
Position 19724: 0.039077178463261496
Position 25252: 0.03740037887609367
Position 27098: 0.035362967634414925
Position 24254: 0.03227421736798367
Position 27350: 0.028793571507837346
Position 27642: 0.02686129335911963
Position 27504: 0.02628168475374899
Position 1875: 0.02431950982318792
Position 16827: 0.023736223453031325
Position 27587: 0.021609794196157894
Position 27840: 0.020108117267266377
Position 25: 0.019928066227524112
Position 753: 0.017764095278524846
Position 1010: 0.014390261973673575
Position 12410: 0.01094881244047966
Position 27263: 0.010078012510734551
Position 26944: 0.010072811421902986
Position 25860: 0.009387868299126922
Position 10981: 0.008850500714399712
Position 24231: 0.00809003233148417
Position 446: 0.008067132614085443
Position 24319: 0.007386440112586342
Position 591: 0.0073572676375195855
Position 656: 0.007250035349477936
Position 27543: 0.007140741539794256
Position 27824: 0.0065301160492728435
Position 27817: 0.0061283212953877324
Position 7332: 0.00592876991486049
Position 17013: 0.00590178356584802
Position 9576: 0.005844269287565886
Position 16621: 0.005803144995099559
Position 442: 0.0056711901089163234
Position 27123: 0.005346005476194901
Position 27146: 0.0050448319059628
Position 18473: 0.0049372321324203374
Position 24964: 0.00490530833102367
Position 7324: 0.004641103279872089
Position 12143: 0.0046136706236613746
Position 1691: 0.004216033736007483
Position 30: 0.00421092518519127
Position 12087: 0.004179218517411273
Position 12534: 0.004069047343260042
Position 28444: 0.004003254333516264
Position 27796: 0.0037021217191742224
Position 28855: 0.0036385013194649633
Position 16844: 0.0036144895617919942
Position 639: 0.003579968645681869
