Gene = OtopLb
index = 1351
Annotated 5SS: [1281 2378 2706 2992 4002]
Annotated 3SS: [1927 2552 2773 3056 4061]
SMsplice 5SS: [ 227 2706 2992 4002]
SMsplice 3SS: [2552 2773 3056 4061]
top_k =  500
Partition function (log Z): 8.082016449205481

Sorted 5' Splice Sites (High to Low Probability):
Position 2706: 0.9987421146080228
Position 4002: 0.9896762854887189
Position 227: 0.9653874190890056
Position 2992: 0.9511363941638857
Position 2378: 0.48436807021871425
Position 3557: 0.2923796857587625
Position 969: 0.14228543327123785
Position 3366: 0.059140867663337614
Position 1281: 0.052226431013626735
Position 4334: 0.028981504938636975
Position 1087: 0.025179781241269284
Position 1640: 0.02149382503065332
Position 4253: 0.020776797567484316
Position 599: 0.01861750730984285
Position 595: 0.018610441377891813
Position 859: 0.01234178788774244
Position 507: 0.011211020372645918
Position 964: 0.00955840614760539
Position 1772: 0.0074142017701201825
Position 275: 0.006497853767196649
Position 1120: 0.005526092946306606
Position 1385: 0.005235553647576828
Position 872: 0.005229923064401897
Position 1435: 0.004816916180016851
Position 1558: 0.0040286766884986905
Position 4171: 0.0034078257770963297
Position 2956: 0.00340675872790049
Position 1203: 0.0030673094898923782
Position 3269: 0.00277123379255824
Position 472: 0.002620929479507968
Position 933: 0.00231790671600597
Position 1987: 0.002126440094206662
Position 431: 0.002069108374195155
Position 1133: 0.001830560974124537
Position 1002: 0.0017798031710524538
Position 1367: 0.0017631066220556552
Position 667: 0.0014884661943330134
Position 1414: 0.0014778287362034242
Position 586: 0.0012026976454979524
Position 2910: 0.0011944917775683834
Position 1539: 0.0010288992392828865
Position 3376: 0.0010255427512171878
Position 2939: 0.0009866524680139995
Position 1261: 0.0009780446777444777
Position 289: 0.000953954998268538
Position 2898: 0.000933838034040512
Position 2853: 0.0007424831029277037
Position 232: 0.0007294306737667823
Position 3092: 0.0006589759925166504
Position 3320: 0.0006501081532524051
Position 216: 0.0005915746593406786
Position 85: 0.0005412010806364377
Position 643: 0.0005384773119290182
Position 341: 0.0004446676465354559
Position 4163: 0.0004397808354724235
Position 555: 0.00043300050275288604
Position 55: 0.0004141174098830577
Position 2035: 0.00039831676312727146
Position 688: 0.0003588545265650865
Position 4232: 0.0003460479961332911
Position 2710: 0.0003102436934521899
Position 331: 0.00028243977807547856
Position 2882: 0.0002473778223640562
Position 110: 0.0002421703374252812
Position 1767: 0.00023498449878103756
Position 4629: 0.00022448294341270627
Position 2820: 0.00018441295290433555
Position 2928: 0.00016959298212665722
Position 118: 0.00016349694921595064
Position 426: 0.00015536272532516593
Position 2816: 0.00015477132630298734
Position 4006: 0.00015342519991969555
Position 4544: 0.00015326899675497876
Position 777: 0.00013566931018957877
Position 369: 0.00011752618590615424
Position 3992: 0.00010429181571188477
Position 846: 0.00010186470427561928
Position 3979: 8.655194762637484e-05
Position 886: 8.642078782345605e-05
Position 802: 8.624496004290995e-05
Position 4197: 8.616795865011017e-05
Position 2738: 7.729890207638728e-05
Position 1285: 7.637690149738488e-05
Position 2832: 6.872018748615737e-05
Position 4165: 6.825651022936628e-05
Position 4180: 6.343668827508578e-05
Position 780: 5.782692030373691e-05
Position 4262: 5.2366345724071956e-05
Position 4596: 4.470942221466236e-05
Position 3970: 3.970463069622433e-05
Position 3350: 3.44462980526208e-05
Position 4396: 3.1882841116215866e-05
Position 3364: 1.3630277468371748e-05
Position 4220: 1.2791970657562626e-05
Position 418: 1.0751977829091748e-05
Position 611: 9.973128121835799e-06
Position 2947: 7.687515858436848e-06
Position 3452: 7.54234404584196e-06
Position 174: 5.744290158849904e-06
Position 2880: 5.591589654113905e-06
Position 788: 5.433578520134283e-06
Position 3042: 4.695017806404104e-06
Position 3013: 4.297136134115693e-06
Position 123: 4.049074221802733e-06
Position 2750: 4.013713546969706e-06
Position 424: 3.679473770079678e-06
Position 187: 3.532461125256998e-06
Position 6: 2.708010669568859e-06
Position 839: 2.508233400333956e-06
Position 2713: 2.4649854127948245e-06
Position 3024: 2.3706934678174433e-06
Position 192: 2.2477692746961108e-06
Position 547: 2.24199208965347e-06
Position 3947: 8.444532151139141e-07
Position 3122: 5.264209362747577e-07
Position 3955: 5.07830802584475e-07
Position 126: 4.913210469517194e-07
Position 3155: 4.5518899131022876e-07
Position 4018: 3.0381848292104285e-07
Position 3572: 2.5952762687394383e-07
Position 799: 2.3550666629466397e-07
Position 3895: 1.4856896788510626e-07
Position 3650: 1.1325958141833226e-07
Position 3566: 4.495299888386053e-08
Position 3710: 2.9339432555429693e-08
Position 12: 1.9522645964430068e-08
Position 3642: 1.4155744302895626e-08
Position 4265: 7.203551188030585e-09
Position 3869: 3.045872371536627e-09
Position 4148: 2.8886218170726754e-09
Position 2785: 2.5323734492317927e-09
Position 2756: 1.2875226849521807e-09
Position 2836: 3.6578138369397034e-10
Position 495: 1.1526457465550111e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4061: 0.9974019566914015
Position 2773: 0.9817385563911033
Position 3056: 0.9642407681390576
Position 2552: 0.9574479880318099
Position 410: 0.29669004359286033
Position 3615: 0.1830970758101319
Position 1028: 0.14527814580783588
Position 1927: 0.0800604405739722
Position 813: 0.0682975060522475
Position 3655: 0.06370938263607302
Position 2267: 0.059008221730371846
Position 3420: 0.05260903542250664
Position 1473: 0.04068355746913019
Position 4305: 0.024330199271937605
Position 1930: 0.02244370929148265
Position 1432: 0.022335635952794287
Position 506: 0.021837273776875003
Position 2508: 0.021656773481288978
Position 4417: 0.018054348186464446
Position 1453: 0.016361007409321674
Position 3916: 0.01624237463146907
Position 3832: 0.016099872712729186
Position 2526: 0.013530523786497805
Position 1765: 0.012049890843864375
Position 1705: 0.010144844900876863
Position 1198: 0.0075074925634657725
Position 1637: 0.007177594869379255
Position 2562: 0.006243141081355976
Position 3724: 0.006219484295508655
Position 4434: 0.005404652417771058
Position 3108: 0.0053614874902285226
Position 609: 0.005097259367324458
Position 839: 0.004329937650826596
Position 2829: 0.003877795631498172
Position 1522: 0.003385994853225027
Position 3943: 0.003163595764620976
Position 4706: 0.0028774765595519793
Position 1509: 0.002393246343485877
Position 3424: 0.00234566581911308
Position 4666: 0.00216219622930093
Position 1002: 0.0018896024228928574
Position 1055: 0.0018625828099292164
Position 3465: 0.0016131010909151372
Position 4220: 0.0013509356508106776
Position 487: 0.0013254949794629866
Position 3784: 0.0011337239909855186
Position 3763: 0.0008876437455536718
Position 2947: 0.0008472103638812066
Position 2984: 0.0007968637365484958
Position 2917: 0.0007454961306654165
Position 573: 0.0007192292349440644
Position 3733: 0.0006744915088627698
Position 555: 0.00024404337112528035
Position 4718: 0.0002414708934989447
Position 2888: 0.000219959539869599
Position 3268: 0.0002167681268496646
Position 2601: 0.00021102453041454083
Position 421: 0.00021032218362165972
Position 4424: 0.0002021337000793233
Position 3841: 0.0002011829156128354
Position 430: 0.0001917422593642332
Position 2785: 0.00019087317784981917
Position 3514: 0.0001640017882735263
Position 4613: 0.0001625917184947193
Position 3986: 0.00015743627859420316
Position 3691: 0.0001311908513672817
Position 3477: 0.0001280872183381295
Position 4438: 0.0001021337469661517
Position 2790: 9.032681388534253e-05
Position 3091: 8.708314444532455e-05
Position 4604: 7.629686066188288e-05
Position 4645: 7.563674705022378e-05
Position 4096: 7.15043778783266e-05
Position 871: 6.932254996420369e-05
Position 3319: 6.48195134463614e-05
Position 643: 5.9613891992479e-05
Position 3069: 5.6754994957548587e-05
Position 723: 5.07289675838868e-05
Position 4633: 4.860687463201731e-05
Position 4543: 4.455844598011452e-05
Position 2867: 4.204476920332131e-05
Position 1798: 4.0423123459198853e-05
Position 1006: 3.365125877483709e-05
Position 1652: 2.5758362395872303e-05
Position 1936: 2.4620144053536882e-05
Position 1969: 2.1713447679125904e-05
Position 4320: 1.6935129313651803e-05
Position 4282: 1.5099415370244562e-05
Position 895: 1.4921152411934212e-05
Position 930: 1.3911573199827393e-05
Position 3172: 1.0117356223256132e-05
Position 3064: 8.908954958485883e-06
Position 3181: 4.182518473371982e-06
Position 3274: 3.210789899285827e-06
Position 3085: 2.1227742840518186e-06
Position 4185: 1.4602770994825029e-06
Position 226: 1.315256023581441e-06
Position 1671: 1.005383872809866e-06
Position 318: 9.196581579115658e-07
Position 187: 6.760387994065339e-07
Position 123: 6.510935950713927e-07
Position 4270: 6.186217188201674e-07
Position 981: 5.376838038466802e-07
Position 978: 5.253493758058806e-07
Position 4156: 3.7769207825238856e-07
Position 4104: 2.8749000309381663e-07
Position 99: 1.744639771941943e-07
Position 70: 1.174056515798517e-07
Position 586: 7.159125581351078e-08
Position 52: 2.7255948904231215e-08
Position 110: 2.057592892597634e-08
Position 96: 1.3965717936890798e-08
Position 264: 1.0888083409409459e-08
Position 205: 7.994063375832824e-09
Position 232: 1.6518720377795377e-09
Position 243: 9.085169082613203e-10
Position 577: 5.792297691279843e-10
Position 249: 3.902630018268417e-10
Position 192: 8.382086710100887e-12
