Gene = rols
index = 1860
Annotated 5SS: [  298  3879 36164 37838 51929 52432 55981]
Annotated 3SS: [ 2949 35980 37697 51450 52128 52627 56043]
SMsplice 5SS: [  298  3879 36164 37838 51929 55981]
SMsplice 3SS: [ 2949 35980 37697 51450 55845 56043]
top_k =  500
Partition function (log Z): -2.1592527424220416

Sorted 5' Splice Sites (High to Low Probability):
Position 3879: 0.9999999999999946
Position 36164: 0.9999261228589686
Position 51929: 0.9932539038840129
Position 37838: 0.9904453323664608
Position 55981: 0.886010641050159
Position 298: 0.8293696643063917
Position 94: 0.12000293669202293
Position 24027: 0.07858475830745484
Position 2865: 0.071023903628122
Position 52242: 0.018867968941228365
Position 1216: 0.017681307105887497
Position 100: 0.016233759989936206
Position 1830: 0.010924663326489873
Position 50821: 0.009818662359466926
Position 1135: 0.00582678090725761
Position 36483: 0.005602013795481003
Position 56358: 0.005587309256362913
Position 1302: 0.005418478361815176
Position 45970: 0.0051197483542667135
Position 45364: 0.00486235920073122
Position 2717: 0.004470627101789865
Position 39668: 0.0036940469471608618
Position 86: 0.003658175719372176
Position 37760: 0.003174081646815938
Position 2357: 0.0030065080648825292
Position 148: 0.002750501198430329
Position 1835: 0.002694543014086913
Position 1609: 0.0026612757379616057
Position 2022: 0.0025712701088749525
Position 37842: 0.0024746679087339378
Position 36810: 0.0024730094661279513
Position 40178: 0.0023634317805991695
Position 3: 0.0022824055932481302
Position 3674: 0.0021624907067828015
Position 43920: 0.0017607231146277882
Position 1220: 0.0015249002088658721
Position 302: 0.0012528331502567247
Position 458: 0.0011069305247967214
Position 40863: 0.0010083273842230445
Position 48200: 0.000893487536355211
Position 44573: 0.0008391040593868809
Position 265: 0.0008231348352170369
Position 52852: 0.0007302699176280447
Position 313: 0.000707658715085996
Position 761: 0.0006906986028825963
Position 15956: 0.0005189970981277758
Position 19333: 0.0004933415080111273
Position 56504: 0.0004699001736802218
Position 38795: 0.0004040878875855192
Position 52285: 0.00038379074786737064
Position 41023: 0.0003535032978456123
Position 2632: 0.0003446662731309508
Position 39335: 0.0003408922391455308
Position 1813: 0.0003341031206510358
Position 18533: 0.000324580529929837
Position 889: 0.00031386218908696585
Position 1115: 0.0003040817147850048
Position 1698: 0.0002974461274964365
Position 179: 0.00029621174130109413
Position 120: 0.0002852287251907355
Position 56371: 0.00028211586554182646
Position 543: 0.0002734253538691529
Position 1210: 0.00026185884577987383
Position 929: 0.0002459950039945728
Position 56376: 0.0002447170808196576
Position 161: 0.000233489999541949
Position 52453: 0.00022864634860390555
Position 53188: 0.0002255035769022028
Position 51971: 0.0002252616845600757
Position 1142: 0.00020006763454189638
Position 20: 0.00013809086070051336
Position 3041: 0.00013643156662237463
Position 1186: 0.0001363214251527855
Position 2061: 0.00012761781909676707
Position 629: 0.00012726961663253703
Position 793: 0.00010549527018549425
Position 2191: 9.8529508134584e-05
Position 51953: 6.018642057517138e-05
Position 193: 5.817553041148404e-05
Position 56381: 4.823851617512492e-05
Position 605: 3.795217860904173e-05
Position 56546: 3.7005336165660896e-05
Position 729: 3.037673806746678e-05
Position 1113: 2.430029675184081e-05
