Gene = D
index = 1118
Annotated 5SS: [52]
Annotated 3SS: [127]
SMsplice 5SS: [52]
SMsplice 3SS: [127]
top_k =  500
Partition function (log Z): -10.576107840933046

Sorted 5' Splice Sites (High to Low Probability):
Position 52: 0.8426132902900805
Position 934: 0.2981315519023
Position 2444: 0.06981483648000451
Position 984: 0.023913513660707077
Position 1153: 0.023908962397498526
Position 2589: 0.014967925536695788
Position 2375: 0.009843023251721096
Position 156: 0.00936545891613682
Position 81: 0.00735616393600986
Position 2522: 0.0070328948930351316
Position 896: 0.006658838091359395
Position 215: 0.0032184366602283883
Position 432: 0.0018540264912394154
Position 2457: 0.0015446346663090713
Position 489: 0.0013408102105928145
Position 2450: 0.0010931232302684114
Position 990: 0.0004856820525688118
Position 350: 0.00047536086136635756
Position 532: 0.0004475246053224656
Position 1225: 0.0003343440006467804
Position 624: 0.00029181074511952786
Position 638: 0.00018205229440458145
Position 978: 0.00015470557883616137
Position 900: 0.0001393928956952527
Position 1254: 0.0001083745065983588
Position 8: 0.00010075690473217871
Position 381: 6.897365331002658e-05
Position 228: 2.832826324150295e-05
Position 1469: 2.2999532937604747e-05
Position 189: 1.823135392652378e-05
Position 613: 1.6518829690781147e-05
Position 402: 1.248170221992828e-05
Position 416: 9.494966614258878e-06
Position 352: 2.437127353107486e-06
Position 360: 1.626809413294038e-06
Position 579: 1.5993295525906263e-06
Position 139: 7.844382353997268e-07
Position 56: 6.385671137145095e-07
Position 998: 4.348773666404983e-07
Position 29: 5.6490324140836415e-08
Position 259: 6.534595324478955e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 127: 0.6147490572266863
Position 1329: 0.129219083667494
Position 2558: 0.11582947385250147
Position 228: 0.08719315528967429
Position 132: 0.06124912454278894
Position 2515: 0.059294534660303086
Position 1221: 0.053938908951506326
Position 2157: 0.045667488076388305
Position 2579: 0.03689025062095337
Position 2717: 0.021034685432842155
Position 2652: 0.014802462571569945
Position 1571: 0.013040998557276313
Position 707: 0.010816274870319765
Position 1276: 0.00977723023014288
Position 567: 0.007320841021931201
Position 983: 0.006914690786456497
Position 1592: 0.006237594148836779
Position 1749: 0.0042019580380741805
Position 98: 0.003483372800465105
Position 2161: 0.003463071119179361
Position 414: 0.0025183191643551443
Position 1052: 0.002336678348491231
Position 2847: 0.00162936535075942
Position 1554: 0.001505892053417001
Position 442: 0.0014038337928633429
Position 832: 0.0012282745165854655
Position 402: 0.0012146091150738421
Position 1959: 0.0011616879391988368
Position 1424: 0.0010596478746654097
Position 1205: 0.0009583917685120584
Position 1508: 0.0006119657124182568
Position 738: 0.00042874531542493407
Position 1101: 0.00039027505822011177
Position 1087: 0.000360363935419978
Position 2618: 0.0003579433573227355
Position 481: 0.00032948449074034957
Position 215: 0.0003253552840597439
Position 1432: 0.00032194067901212105
Position 1536: 0.00031334177058859035
Position 439: 0.000261365472311104
Position 1248: 0.00024201411322532758
Position 161: 0.0002401051557014905
Position 743: 0.00021000684340111682
Position 2240: 0.0001965563553473343
Position 1060: 0.0001689905301694784
Position 134: 0.00016197193549398662
Position 1365: 0.00011260906130133107
Position 245: 0.00010871776072473225
Position 1098: 7.262608265040862e-05
Position 1114: 6.6513030078508e-05
Position 425: 6.419528725423874e-05
Position 252: 5.0385929892933027e-05
Position 381: 8.426664798128165e-06
Position 849: 4.314402762668273e-06
Position 93: 3.209879015539693e-06
Position 281: 3.025644425945139e-06
Position 835: 2.9558844145111136e-06
Position 449: 1.524089121225304e-06
Position 416: 1.0810851202624647e-06
Position 853: 8.10815964991308e-07
Position 879: 1.2892135072963436e-07
Position 51: 8.116135578842819e-08
Position 291: 3.0287887594465596e-08
Position 933: 2.73712306746768e-08
Position 269: 2.6013754857411667e-08
Position 886: 1.5659503705560286e-08
Position 311: 1.32655880622503e-08
Position 256: 2.0949159335696742e-10
Position 288: 1.1773520696369634e-10
Position 259: 4.088504992180235e-11
Position 326: 1.330521613564842e-12
Position 339: 3.0196916768092843e-13
Position 319: 1.075191588869196e-14
Position 348: 3.585538685281784e-15
