Gene = nSMase
index = 1812
Annotated 5SS: [189]
Annotated 3SS: [274]
SMsplice 5SS: [189]
SMsplice 3SS: [274]
top_k =  500
Partition function (log Z): -8.349348583705059

Sorted 5' Splice Sites (High to Low Probability):
Position 189: 0.9772093625879656
Position 109: 0.019941915917171232
Position 474: 0.01797505722861616
Position 485: 0.0031527139762725603
Position 1544: 0.0031418481515943435
Position 644: 0.002086991468652663
Position 372: 0.0018719233044176475
Position 574: 0.0007032440411709161
Position 518: 0.0006855163683610335
Position 347: 0.0006339554798580703
Position 284: 0.0005595550147754132
Position 907: 0.0003956138401494458
Position 522: 0.0003174123449846134
Position 1098: 0.00031014046861888836
Position 1110: 0.0002654251475103325
Position 665: 0.0002599260221963217
Position 1143: 0.00024631524382993404
Position 948: 0.0002379304271613029
Position 466: 0.0002311498823927742
Position 1072: 0.00022740015215405473
Position 1521: 0.00020530498498783848
Position 930: 0.00019616970594574029
Position 612: 0.00015523648536692696
Position 681: 0.00014864547276540482
Position 792: 9.68733466141317e-05
Position 1569: 8.588428561063396e-05
Position 123: 6.241783872371283e-05
Position 72: 6.196873779958663e-05
Position 35: 5.65595999387462e-05
Position 1550: 5.0518370022775556e-05
Position 1678: 3.5169486501917766e-05
Position 142: 2.804905497559578e-05
Position 27: 2.1437871043389314e-05
Position 1120: 1.5129289666843834e-05
Position 98: 1.0976629612417188e-05
Position 1613: 1.0923383089558511e-05
Position 1606: 1.085661622576898e-05
Position 1645: 1.047965415264674e-05
Position 1283: 6.936422872762809e-07
Position 374: 8.550863178332731e-08
Position 150: 7.283251395791596e-08
Position 453: 6.953166405540215e-08
Position 295: 4.40083885640716e-08
Position 479: 2.1923299356780227e-08
Position 263: 1.3056654151833018e-08
Position 541: 8.540507639818124e-09
Position 515: 5.090107985150384e-09
Position 288: 2.3234355612062635e-09
Position 506: 2.1897843206300677e-09
Position 420: 1.2405211587677813e-09
Position 560: 1.085784114290552e-09
Position 290: 3.7584150579145566e-10
Position 357: 2.659555563029724e-10
Position 359: 1.996130507601639e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 274: 0.9348135611794212
Position 253: 0.05079325735146387
Position 548: 0.013799632105776463
Position 304: 0.004969819364733603
Position 1733: 0.004273508171422592
Position 717: 0.004021141561896725
Position 368: 0.002926710544031708
Position 1611: 0.002112500508386293
Position 1304: 0.0020536664970924223
Position 743: 0.0018544341660792802
Position 1333: 0.0012804388549046753
Position 689: 0.0012613188067000908
Position 448: 0.001240725429140601
Position 1502: 0.0008488062663073268
Position 1252: 0.0007928893033414014
Position 573: 0.0006539089996202445
Position 963: 0.0005762375509013987
Position 776: 0.0004975823693412503
Position 1272: 0.00036022644010161916
Position 608: 0.0003458856548639661
Position 724: 0.0002875211623833617
Position 433: 0.0002736625236165367
Position 1421: 0.00019597823992344374
Position 407: 0.00016257559596565091
Position 1167: 0.00016046509910782794
Position 812: 0.00014081555627669452
Position 791: 0.000125498898568032
Position 332: 0.00011518297417373885
Position 371: 0.00010007354424596092
Position 1645: 9.672033916099983e-05
Position 823: 9.603867596538038e-05
Position 329: 7.894148504080157e-05
Position 162: 7.867428469265854e-05
Position 881: 6.751347194318969e-05
Position 1138: 5.256107561097087e-05
Position 1012: 5.223969507370581e-05
Position 198: 4.467838412919185e-05
Position 1577: 3.470465836973428e-05
Position 1742: 2.6502283656824163e-05
Position 644: 2.5397104148581436e-05
Position 1753: 1.7606201421600767e-05
Position 113: 4.71822404502313e-06
Position 142: 1.6399736795269778e-06
Position 139: 8.774387034655946e-07
Position 72: 9.757866963071268e-08
Position 213: 5.54619311241707e-08
Position 295: 2.656618117071748e-08
Position 340: 1.3494692607311275e-09
Position 416: 5.53119638393872e-10
Position 485: 1.1645043989752542e-10
Position 193: 4.966164607168067e-11
Position 223: 2.6381347461538898e-12
Position 347: 2.3014685583637543e-12
Position 195: 3.422972862502271e-14
