Gene = eya
index = 1698
Annotated 5SS: [11148 14071 18402 18709]
Annotated 3SS: [14023 16646 18463 18784]
SMsplice 5SS: [  528 18402 18709]
SMsplice 3SS: [16646 18463 18784]
top_k =  500
Partition function (log Z): -1.3671313018472642

Sorted 5' Splice Sites (High to Low Probability):
Position 18402: 0.9968162799408925
Position 18709: 0.9892535109798368
Position 528: 0.9833740268357424
Position 14071: 0.29680151047284437
Position 3782: 0.24958772235552287
Position 3620: 0.16412747892347312
Position 18978: 0.138402810419302
Position 16949: 0.09447061411429589
Position 1603: 0.05121460675426743
Position 1105: 0.04544591397117125
Position 875: 0.028845568062425313
Position 5013: 0.022682805247358207
Position 14397: 0.018410269809884985
Position 1195: 0.016269931428220624
Position 5158: 0.015265233238416342
Position 14289: 0.011830550929691926
Position 4786: 0.009591506063649788
Position 2445: 0.007406344728989091
Position 3688: 0.006557473466486446
Position 2075: 0.006546864013862641
Position 289: 0.006130524165286982
Position 2658: 0.005938489704942894
Position 3204: 0.005598653982136128
Position 18729: 0.004629630236671796
Position 1607: 0.004069537994001126
Position 2460: 0.00378784350829422
Position 6568: 0.003601049672160163
Position 287: 0.002907762151234948
Position 7040: 0.0023114936156871753
Position 80: 0.0020941114500380837
Position 5699: 0.0020667028183604997
Position 3627: 0.0018275599796544293
Position 201: 0.0017656162696698982
Position 5428: 0.001553158379502379
Position 667: 0.0015081864157780623
Position 2772: 0.0015066682562706467
Position 18609: 0.0013101370097159228
Position 19041: 0.0012069515250889707
Position 19215: 0.001178421568848319
Position 18713: 0.0011361600482860227
Position 6879: 0.0010503247021309797
Position 1457: 0.000995566534131751
Position 6939: 0.00099148548846043
Position 19213: 0.0007422427808801675
Position 307: 0.0007361777749436686
Position 17906: 0.0007066621615173254
Position 18694: 0.0006772442356402326
Position 1090: 0.0005861981709155363
Position 296: 0.0005849105183639992
Position 19228: 0.0005564523737521534
Position 19053: 0.00041685486312163236
Position 19084: 0.0003544519319752759
Position 2475: 0.00033556088283866724
Position 19204: 0.00026165221197645263
Position 219: 0.00024306588671426797
Position 19045: 0.00021217010412624077
Position 19387: 0.0001927747177826642
Position 1414: 0.0001914756324980078
Position 291: 0.0001881476553843844
Position 19409: 0.000164124754028668
Position 577: 0.00016169300554573585
Position 832: 0.00015533729244685628
Position 3270: 0.0001547144535261352
Position 845: 0.00015174374640139992
Position 293: 0.00014828435592881422
Position 1157: 0.00010382141018355695
Position 479: 9.558313374022703e-05
Position 19002: 9.37557108652197e-05
Position 311: 8.721910614243018e-05
Position 18645: 7.971263196149548e-05
Position 19257: 7.352807897754787e-05
Position 1080: 4.1974814860791495e-05
Position 19049: 4.156586710898048e-05
Position 19047: 4.011130841040776e-05
Position 776: 3.856721901674122e-05
Position 868: 3.852314457454898e-05
Position 19059: 3.610661236518024e-05
Position 863: 3.427655543060728e-05
Position 748: 2.1309830313301545e-05
Position 332: 1.1836693845064943e-05
Position 571: 1.1686754592937965e-05
Position 23: 1.0851381548481691e-05
Position 194: 1.041719166251556e-05
Position 19351: 8.83976328309348e-06
Position 486: 6.741642390429038e-06
Position 309: 6.305948987876774e-06
Position 1154: 3.970986189512134e-06
Position 714: 3.255212782200295e-06
Position 205: 2.7642902108014403e-06
Position 337: 2.3838104778154337e-06
Position 599: 2.269750341271462e-06
Position 610: 2.1831708180443595e-06
Position 476: 2.122471835936989e-06
Position 491: 1.9186099232879372e-06
Position 5: 1.3221688274054532e-06
Position 207: 1.0116367448395033e-06
Position 18844: 6.708974999543254e-07
Position 32: 6.255950990855213e-07
Position 532: 2.257625994888183e-07
Position 565: 1.1063788646736873e-07
Position 19207: 3.9141569495082716e-08
Position 18995: 3.7492901114273614e-08
Position 581: 3.6076184246049245e-08
Position 586: 2.8074395310276252e-08
Position 379: 9.70469713642884e-09
Position 19150: 2.2711890316908386e-09
Position 431: 1.5705997755231035e-09
Position 417: 6.122711862003046e-10
Position 402: 1.8605516003949045e-10
Position 946: 4.907673672609642e-11

Sorted 3' Splice Sites (High to Low Probability):
