Gene = Cln3
index = 1081
Annotated 5SS: [  60 3334 3537 3784 4183]
Annotated 3SS: [3119 3405 3624 3842 4239]
SMsplice 5SS: [ 203 3334 3537 3784 4183]
SMsplice 3SS: [3119 3405 3635 3842 4239]
top_k =  500
Partition function (log Z): 12.26096465033443

Sorted 5' Splice Sites (High to Low Probability):
Position 3334: 0.9982873448237533
Position 3537: 0.9948316360626575
Position 3784: 0.9940851978526265
Position 4183: 0.9871465290864279
Position 203: 0.5152954156838246
Position 60: 0.1776847927193894
Position 801: 0.14830914912096893
Position 96: 0.03403986884515802
Position 3033: 0.03055363403290713
Position 269: 0.03005517651734376
Position 64: 0.028452281239530374
Position 501: 0.02655245817415361
Position 2194: 0.026126572669356297
Position 2776: 0.022245203006088263
Position 542: 0.018378182251715936
Position 293: 0.01668234774709571
Position 508: 0.015597608928631752
Position 1324: 0.0136962622460063
Position 2754: 0.00803946054618862
Position 2745: 0.0067673142968367635
Position 209: 0.005507291609050726
Position 655: 0.005339020077304726
Position 1782: 0.005175386936762464
Position 3796: 0.0051454792363914
Position 80: 0.004853801555774668
Position 1329: 0.00478731146304552
Position 1383: 0.004574089206471205
Position 139: 0.004368473071414318
Position 1765: 0.00413658451269429
Position 4039: 0.0032589897946501936
Position 229: 0.0028943372683319767
Position 3532: 0.0027859227339863983
Position 260: 0.0020746465174427426
Position 2177: 0.001984728995669387
Position 1414: 0.0017492485335340838
Position 4389: 0.0012999851042973963
Position 1403: 0.0012325579704146447
Position 385: 0.0012137751075937224
Position 1798: 0.0011330158119106256
Position 2759: 0.000992374164057432
Position 73: 0.0009023432288066709
Position 871: 0.0008852944401538795
Position 2666: 0.0007174775569794343
Position 1391: 0.0006639117834359053
Position 4303: 0.0006546793296873757
Position 241: 0.000623493799168515
Position 132: 0.0005831002428423754
Position 3263: 0.0005828133824681807
Position 1435: 0.0005493162761757785
Position 4287: 0.0005416895618611086
Position 340: 0.0005047912438473262
Position 58: 0.0004673586070884655
Position 3541: 0.00042761366450854956
Position 4086: 0.0004020330182363395
Position 4321: 0.00031595526528271754
Position 4015: 0.000225589230908602
Position 3289: 0.00020627687219882442
Position 4081: 0.0001981596297708393
Position 4720: 0.00018826524341337774
Position 3993: 0.00014043324984395727
Position 4147: 0.00013934812263530682
Position 267: 0.00012701701508352413
Position 3286: 0.00012610958927354368
Position 4399: 0.00012351444245807034
Position 3461: 0.00012168907186220638
Position 4671: 0.0001209604206812838
Position 1848: 0.00011068657003344565
Position 3324: 0.00011030708044210488
Position 1045: 9.9742882790637e-05
Position 4402: 8.495960461669758e-05
Position 4431: 8.388076124190033e-05
Position 598: 5.332011380166053e-05
Position 3788: 4.7297734919007416e-05
Position 574: 3.8401834592365744e-05
Position 4796: 3.661460302357862e-05
Position 3481: 3.3508149364367064e-05
Position 4470: 3.0822943854699704e-05
Position 4342: 2.1484670684609913e-05
Position 154: 1.8032933080356035e-05
Position 101: 1.2097162299608263e-05
Position 169: 1.1761118507594418e-05
Position 4054: 1.074426704515941e-05
Position 149: 9.74769758542636e-06
Position 255: 8.442347926597504e-06
Position 4493: 8.132339053596618e-06
Position 4742: 8.057570302969232e-06
Position 3227: 7.888289722195777e-06
Position 4030: 7.398159636595142e-06
Position 4428: 7.126213874728302e-06
Position 4420: 7.028839794974146e-06
Position 4570: 6.689478042066324e-06
Position 3299: 5.989625538072877e-06
Position 1016: 5.675298521259307e-06
Position 1009: 4.991527659733131e-06
Position 4393: 4.26301703533048e-06
Position 4718: 3.941144809859798e-06
Position 4044: 3.861939817194398e-06
Position 6: 3.807957885630834e-06
Position 4249: 3.763059709690113e-06
