Gene = SsRbeta
index = 1524
Annotated 5SS: [ 96 667]
Annotated 3SS: [290 888]
SMsplice 5SS: [ 96 667]
SMsplice 3SS: [290 888]
top_k =  500
Partition function (log Z): -1.1834533499309121

Sorted 5' Splice Sites (High to Low Probability):
Position 667: 0.985537121848881
Position 96: 0.8529787474515713
Position 430: 0.007357442055434109
Position 475: 0.005994239755162165
Position 1102: 0.0015218181950131375
Position 237: 0.0013262026791404412
Position 125: 0.0012400980195175504
Position 58: 0.0010589851677061113
Position 1154: 0.0007133510298032843
Position 589: 0.00043890812096813607
Position 426: 0.00035267074069620535
Position 100: 0.00033343907266241573
Position 249: 0.00031796936819798136
Position 802: 0.00025930793853467496
Position 484: 0.00022176295918658118
Position 256: 0.00020800074238520852
Position 402: 0.0001774309713405975
Position 55: 0.0001667695147061624
Position 684: 0.00015805401557218585
Position 281: 9.402936685926671e-05
Position 216: 9.244999270623626e-05
Position 287: 6.077146904233302e-05
Position 103: 5.305539825651367e-05
Position 917: 5.186331473568885e-05
Position 331: 4.594525843279202e-05
Position 207: 4.563394650276404e-05
Position 705: 4.222797336117261e-05
Position 1172: 3.8079901718615634e-05
Position 451: 3.536656222370142e-05
Position 409: 3.0024898202515693e-05
Position 671: 2.860438985558303e-05
Position 820: 2.3259073148629886e-05
Position 634: 1.305837114401101e-05
Position 657: 1.2666956228274499e-05
Position 166: 1.2238989381485936e-05
Position 1163: 1.1483664874102431e-05
Position 324: 9.5052192637126e-06
Position 586: 5.896476398054211e-06
Position 461: 5.532463941631529e-06
Position 737: 5.1473831175273175e-06
Position 544: 4.959118585770187e-06
Position 196: 4.9437708939460555e-06
Position 333: 3.452242119717808e-06
Position 142: 3.3830195319056953e-06
Position 735: 3.009024787475825e-06
Position 982: 2.42752870942029e-06
Position 945: 2.3574976467605983e-06
Position 901: 2.3237942254526783e-06
Position 994: 2.2441589082044344e-06
Position 636: 2.1529228729963447e-06
Position 517: 1.756278231544106e-06
Position 923: 1.7317234136243033e-06
Position 703: 1.5748769347167954e-06
Position 541: 1.3812036863202359e-06
Position 123: 1.0990498862968837e-06
Position 315: 1.069290421726206e-06
Position 9: 9.13730534887064e-07
Position 172: 5.926275086403152e-07
Position 371: 3.057365412824994e-07
Position 294: 2.9144878067925007e-07
Position 129: 2.3362994935381774e-07
Position 144: 1.7933142196236695e-09
Position 348: 1.2850316846536229e-09
Position 379: 7.473905563055337e-10
Position 649: 3.099590884181249e-10
Position 520: 1.6910564164607232e-10
Position 365: 2.29957453966592e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 888: 0.988190816624989
Position 290: 0.4117618470894802
Position 156: 0.21389465759539605
Position 177: 0.1772813258800425
Position 338: 0.025074515122396734
Position 390: 0.01422343084357908
Position 487: 0.00647508337924003
Position 820: 0.004748050587354815
Position 564: 0.004300400711547118
Position 735: 0.002769242408509181
Position 1172: 0.0021203419938484384
Position 507: 0.0017319762369113396
Position 1231: 0.0013434515288845874
Position 851: 0.0013167977827731189
Position 458: 0.0011785686307340237
Position 551: 0.0008932800693304654
Position 531: 0.0008599739478575639
Position 387: 0.0008448278736342791
Position 300: 0.0003514856145885353
Position 862: 0.0003351685783224098
Position 743: 0.0003317927228249958
Position 193: 0.00018141545597430292
Position 802: 0.00017298246317707145
Position 355: 0.00015901091550493842
Position 474: 0.00014216791042466684
Position 402: 0.00013449149762447202
Position 526: 8.959012509559452e-05
Position 249: 5.683959143965634e-05
Position 417: 5.0414796568009086e-05
Position 645: 2.585237360494234e-05
Position 1272: 2.248292119085311e-05
Position 1041: 2.104637702774501e-05
Position 746: 1.3971891256709626e-05
Position 905: 6.668373953411835e-06
Position 921: 5.876855522916973e-06
Position 600: 3.4236719018724697e-06
Position 633: 3.080613615656246e-06
Position 1071: 1.5420536172330882e-06
Position 954: 1.0739763180639005e-06
Position 945: 7.678508254250379e-07
Position 1335: 5.700267513347211e-07
Position 758: 4.4537795223069156e-07
Position 1137: 3.3136775893392027e-07
Position 1315: 1.7363860621935685e-07
Position 1330: 1.0959057925621282e-07
Position 360: 1.8755053661968052e-09
Position 663: 5.701433890510719e-10
Position 103: 2.632163490422301e-10
Position 77: 2.0715993827825714e-11
Position 100: 1.9385484877851523e-11
Position 55: 8.906255832075877e-12
Position 96: 7.368644638731045e-13
