Gene = PDCD-5
index = 1353
Annotated 5SS: [199 565]
Annotated 3SS: [449 621]
SMsplice 5SS: [199 565]
SMsplice 3SS: [449 621]
top_k =  500
Partition function (log Z): -0.2188224015568087

Sorted 5' Splice Sites (High to Low Probability):
Position 199: 0.9921880437614341
Position 565: 0.9797467423434202
Position 702: 0.1241303050064446
Position 332: 0.0026546880012169685
Position 56: 0.0015635415089966034
Position 203: 0.0008359971739789673
Position 15: 0.000536499833611123
Position 341: 0.00043527178165561517
Position 569: 0.00026295293503411437
Position 879: 9.51589031106388e-05
Position 216: 8.255939032141497e-05
Position 395: 7.199161040892106e-05
Position 537: 6.067485420180868e-05
Position 311: 4.9890522196466364e-05
Position 260: 2.9641018624474155e-05
Position 146: 2.296242293061921e-05
Position 697: 2.254022034666958e-05
Position 23: 1.8034685705822768e-05
Position 728: 1.0406425557653449e-05
Position 370: 8.182941893285562e-06
Position 189: 1.707112008803564e-06
Position 849: 1.3001117369782405e-06
Position 706: 1.2015374703980924e-06
Position 177: 1.0161938028349457e-06
Position 636: 8.043933267346702e-07
Position 138: 7.328474906876244e-07
Position 662: 5.744853624573375e-07
Position 345: 4.8275679079322e-07
Position 750: 3.8152694396540064e-07
Position 675: 2.417748235256862e-07
Position 732: 4.0072830020305355e-08
Position 621: 3.537652210008104e-08
Position 776: 2.2246227076699683e-08
Position 783: 1.594819646537454e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 449: 0.9863490169377807
Position 621: 0.9503009104171412
Position 761: 0.07940280709787075
Position 770: 0.044749049156967625
Position 636: 0.024798351661791035
Position 354: 0.005434701411905242
Position 640: 0.0035504285735424752
Position 406: 0.0027512827601546704
Position 345: 0.0018317505239303497
Position 127: 0.0008652109640144213
Position 260: 0.00037289427797560946
Position 692: 0.00034755133903479295
Position 951: 0.00034007874547754824
Position 701: 0.0003155811590495762
Position 748: 0.000251012011502661
Position 72: 0.00023061288315983532
Position 644: 0.00016145493304910098
Position 326: 0.00015758094339142367
Position 75: 0.00015684087826342504
Position 728: 0.00013277444376800983
Position 316: 0.00012036972685400996
Position 134: 2.952375614032459e-05
Position 494: 2.6742568270147175e-05
Position 939: 2.4955615160442375e-05
Position 879: 2.4825394688252096e-05
Position 595: 1.5336181291611355e-05
Position 488: 1.4914042473601277e-05
Position 817: 1.4479500912461154e-05
Position 171: 1.4128081918640566e-05
Position 653: 1.0976338627049222e-05
Position 776: 6.588484538633538e-06
Position 244: 4.56080836865132e-06
Position 491: 4.255409212062158e-06
Position 668: 3.910034703880266e-06
Position 772: 3.2375867437705637e-06
Position 146: 2.7058436705298295e-06
Position 287: 2.666831801684569e-06
Position 279: 2.1113534730734457e-06
Position 84: 1.753771536103341e-06
Position 370: 1.4245650350976424e-06
Position 473: 1.3244782257754746e-06
Position 485: 1.2981634012716134e-06
Position 736: 7.530096416151816e-07
Position 189: 6.733157864040532e-07
Position 537: 6.236723165866134e-07
Position 480: 3.5245284875862655e-07
Position 506: 1.1444608658237648e-07
Position 650: 5.2915853761033254e-08
Position 830: 4.195861418818788e-08
Position 246: 2.310387807368983e-08
Position 548: 1.4428893785036508e-08
Position 551: 4.469507396338627e-09
Position 509: 2.0314907416593954e-09
Position 518: 1.8796514720204767e-09
Position 578: 1.608141904385659e-09
Position 121: 1.2578121993650596e-09
Position 234: 1.1192407688142743e-09
Position 203: 3.8148142406353864e-10
Position 216: 1.6562150318398096e-11
