Gene = Glg1
index = 1190
Annotated 5SS: [1111 2523 2997 3548 6981]
Annotated 3SS: [1312 2598 3178 6610 9045]
SMsplice 5SS: [1111 2523 2985 3548 6981]
SMsplice 3SS: [1312 2598 3178 6610 9045]
top_k =  500
Partition function (log Z): 4.402179835901437

Sorted 5' Splice Sites (High to Low Probability):
Position 3548: 0.9985217163409651
Position 1111: 0.9932116141599805
Position 2523: 0.9320074593623281
Position 2985: 0.8298080270221287
Position 6981: 0.6946870551442379
Position 3925: 0.256164016520722
Position 7185: 0.1319268310454659
Position 2935: 0.12637549717390703
Position 5562: 0.12149425451458443
Position 4260: 0.09131911004741665
Position 1461: 0.06401515078305232
Position 5354: 0.05655950299584073
Position 6164: 0.0537395241444596
Position 2282: 0.03162546413243301
Position 9780: 0.02998577198683273
Position 2231: 0.02389277449924033
Position 4003: 0.022921946169254536
Position 7334: 0.02062770697398234
Position 4999: 0.02055174151511704
Position 2744: 0.019319999630680932
Position 7219: 0.019294342075803758
Position 2980: 0.01579176986078567
Position 3245: 0.013837753287404716
Position 5483: 0.012933555602809734
Position 4960: 0.00994855074829706
Position 2871: 0.008366509862018506
Position 161: 0.007356015476698403
Position 4991: 0.006753008768827491
Position 3114: 0.006239303796660937
Position 5369: 0.005792196603620711
Position 9495: 0.0052520764416115594
Position 5765: 0.004717679138312729
Position 4919: 0.004229304773891256
Position 1712: 0.0036396946707654082
Position 6302: 0.0031845012141290567
Position 4815: 0.0031309438144674724
Position 1522: 0.0029802431186997176
Position 1728: 0.0029349243791687105
Position 4112: 0.0029222829981996037
Position 7009: 0.0022582794583725367
Position 6012: 0.002240743125775434
Position 4119: 0.002175451300803206
Position 5713: 0.0019541366968325465
Position 5430: 0.001796677294764655
Position 5988: 0.001753729036987788
Position 1223: 0.0017153240010554498
Position 4070: 0.001665677001826594
Position 5736: 0.001492844883329409
Position 35: 0.0014617289430528702
Position 5024: 0.0014463548435894504
Position 7947: 0.0013405221139323469
Position 5330: 0.0012210860552184467
Position 1517: 0.0010584004303183315
Position 4105: 0.0009617757089330431
Position 1947: 0.0008170549116834292
Position 708: 0.0008156289477878221
Position 2790: 0.0007662563377276188
Position 1929: 0.0007434461685626667
Position 3001: 0.0006941197775983915
Position 5436: 0.0006734740572786298
Position 1976: 0.0006509500442357305
Position 936: 0.0005185505641462289
Position 3970: 0.00051334630402491
Position 1446: 0.00048994015920959
Position 194: 0.0004594299451937402
Position 3407: 0.0004401635744458957
Position 2723: 0.00041481049011101833
Position 1734: 0.0003382146591362041
Position 2803: 0.00031865866063780936
Position 9731: 0.000304265523792084
Position 2941: 0.0003016352693884123
Position 2295: 0.00029559445489182727
Position 297: 0.00028591740108183447
Position 1756: 0.00027617378325125595
Position 1907: 0.0002219738332128708
Position 1871: 0.00021720567553569912
Position 3410: 0.00021046119844898465
Position 2462: 0.00020795072595827173
Position 3567: 0.0002066882910714954
Position 2740: 0.0001828708507676254
Position 3493: 0.00017151337220254012
Position 24: 0.0001686283037773804
Position 3253: 0.00016747453232403514
Position 4109: 0.00016209805182449698
Position 31: 0.0001595470495715672
Position 4181: 0.00015053380457770137
Position 3786: 0.00014935513421693942
Position 2787: 0.00014285141535646753
Position 1898: 0.00013694495400269697
Position 2410: 0.00011124935724144299
Position 3259: 0.00010763424752186014
Position 922: 0.0001039747338795558
Position 1336: 9.931411178819992e-05
Position 1555: 9.20010465157252e-05
Position 3943: 9.03668713679171e-05
Position 4214: 8.898577379654739e-05
Position 4033: 8.661741066196904e-05
Position 1115: 8.63033961165229e-05
Position 333: 7.816008080284686e-05
Position 2399: 7.551425983297169e-05
Position 2240: 7.550054231206424e-05
Position 6712: 7.293185786785012e-05
Position 1203: 6.680120330487864e-05
Position 4060: 6.27741596894642e-05
Position 991: 5.525966090050626e-05
Position 1499: 5.274080862651764e-05
Position 200: 5.171194766601047e-05
Position 7140: 3.694160728181175e-05
Position 2808: 3.438661801872762e-05
Position 1477: 3.090315210740402e-05
Position 203: 2.821916071879506e-05
Position 1480: 2.7038227755778895e-05
Position 3413: 2.659703048434017e-05
Position 1793: 2.419814676173713e-05
Position 502: 2.38532148292382e-05
Position 2086: 2.360615097731915e-05
Position 2343: 2.2427353981693316e-05
Position 2435: 2.152435377509089e-05
Position 1662: 1.85686187661599e-05
Position 609: 1.849212497141608e-05
Position 1597: 1.5380977710934456e-05
Position 1681: 1.4045905336938276e-05
Position 1919: 1.3538297089140754e-05
Position 490: 1.3497838369464003e-05
Position 2735: 1.3117612789492716e-05
Position 4580: 1.178782118935593e-05
Position 2017: 1.1665265101544284e-05
Position 2041: 1.148428188059873e-05
Position 3367: 1.0282276083854699e-05
Position 350: 9.684136583432063e-06
Position 3270: 9.593041024951597e-06
Position 1553: 9.304500013942991e-06
Position 3552: 9.257473646094196e-06
Position 7254: 9.178035880030132e-06
Position 7322: 9.032830660812372e-06
Position 3617: 8.278368678085574e-06
Position 1318: 7.589783744596742e-06
Position 3298: 7.403008165378084e-06
Position 257: 6.994330965007457e-06
Position 3058: 6.8963402425326715e-06
Position 1950: 6.76545778686542e-06
Position 1904: 6.456633574101735e-06
Position 1779: 6.418364452007073e-06
Position 1075: 6.271321170442871e-06
Position 337: 5.788969918946839e-06
Position 1806: 5.570463623257053e-06
Position 28: 5.506427044030937e-06
Position 1036: 5.473545075491529e-06
Position 1895: 5.292233409434598e-06
Position 889: 4.69912169093671e-06
Position 1210: 4.274342312402384e-06
Position 3598: 4.151506591499585e-06
Position 897: 3.4884438127361657e-06
Position 3397: 3.247995781172179e-06
Position 328: 3.070319802153028e-06
Position 656: 3.0680910158192245e-06
Position 3663: 2.978074467183373e-06
Position 2858: 2.317821062902698e-06
Position 636: 2.175133443944377e-06
Position 2662: 1.8540810038374386e-06
Position 2839: 1.8196873083278954e-06
Position 141: 1.6820871992108225e-06
Position 206: 1.6324599569725023e-06
Position 106: 9.919608246918228e-07
Position 3385: 9.7677898580178e-07
Position 952: 9.255384483914681e-07
Position 2220: 7.583726008676466e-07
Position 282: 7.377374099552071e-07
Position 3727: 7.318275207035696e-07
Position 582: 7.219350024948671e-07
Position 2056: 5.749860177534294e-07
Position 546: 5.684578919375217e-07
Position 3559: 5.219025012777569e-07
Position 1275: 3.194823097401916e-07
Position 378: 3.127635243934233e-07
Position 1151: 2.505898971784919e-07
Position 3579: 1.7829575393604603e-07
Position 3740: 1.4336528679987089e-07
Position 3319: 1.3472350551124152e-07
Position 3770: 9.496713656186844e-08
Position 3748: 6.828955588403633e-08
Position 1139: 6.081721543635935e-08
Position 1242: 6.071181611543887e-08
Position 3746: 5.6488498186795034e-08
Position 2081: 5.1614386085969376e-08
Position 1010: 4.7895159820557246e-08
Position 3937: 4.123964372374032e-08
Position 1436: 3.661631579919249e-08
Position 672: 3.476297986681952e-08
Position 690: 1.7655924156353244e-08
Position 1342: 1.353335092665008e-08
Position 778: 1.3391662625365336e-08
Position 3857: 1.2663576351014606e-08
Position 249: 1.2556296175493332e-08
Position 433: 1.23696035069011e-08
Position 970: 1.2338968293915395e-08
Position 1095: 1.2024562279674379e-08
Position 864: 8.322174349806481e-09
Position 696: 7.601880234378737e-09
Position 381: 7.408341953827397e-09
Position 421: 5.476084778172134e-09
Position 100: 5.29018981548453e-09
Position 786: 4.8267893659774905e-09
Position 938: 3.964637778359337e-09
Position 4412: 2.009691849623335e-09
Position 1300: 9.426043450113415e-10
Position 3890: 3.1393782688776366e-10
Position 3914: 3.0922819919293965e-10
Position 1686: 3.1918839206987042e-12
Position 3509: 2.2229714403540095e-13
Position 3340: 1.434230007921593e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 3178: 0.9909522452820642
Position 2598: 0.967361860400391
Position 1312: 0.9222586142499668
Position 6610: 0.9030900272985322
Position 9045: 0.6466015720466741
Position 3708: 0.37234362266480386
Position 7049: 0.1855402576137861
Position 5236: 0.12342097004660399
Position 9625: 0.05088864796524128
