Gene = snsl
index = 1884
Annotated 5SS: [  64 1010 1870]
Annotated 3SS: [ 898 1782 1928]
SMsplice 5SS: [1010 1870]
SMsplice 3SS: [1782 1928]
top_k =  500
Partition function (log Z): -6.868624766925954

Sorted 5' Splice Sites (High to Low Probability):
Position 1870: 0.9796776983559201
Position 1010: 0.580964225741611
Position 2069: 0.5249872234756213
Position 49: 0.10660921674657317
Position 99: 0.07702901027056322
Position 64: 0.06470203838126218
Position 292: 0.03214083292922469
Position 496: 0.03113068878599374
Position 1449: 0.02924848693890302
Position 435: 0.02229845909480088
Position 1386: 0.0198388184231139
Position 1617: 0.016595356399060665
Position 1440: 0.015271041896753202
Position 1724: 0.013258843780840919
Position 378: 0.01324080792733627
Position 127: 0.010781292501779845
Position 613: 0.010312093380891653
Position 1594: 0.010311286803098731
Position 2540: 0.009143131321189693
Position 123: 0.006618457370293815
Position 178: 0.006180426226319084
Position 1014: 0.004943892947158907
Position 1257: 0.004401123364636064
Position 2516: 0.003638406218189456
Position 850: 0.003497028888636179
Position 300: 0.0026167585381160034
Position 2761: 0.000886652744996485
Position 766: 0.0008058129146155981
Position 2612: 0.0007851409318540201
Position 1658: 0.0007784534224057477
Position 548: 0.0006759062416196777
Position 2556: 0.0005499588068127181
Position 606: 0.00043718503466332325
Position 502: 0.00040680546779400383
Position 31: 0.00037714081221683864
Position 337: 0.0003255857456283171
Position 875: 0.00020042377650182546
Position 318: 0.00019920960669552124
Position 2543: 0.00019343879801822007
Position 2753: 0.00014846964457206684
Position 596: 0.00010698812014264667
Position 2120: 0.00010647050386878657
Position 617: 0.00010559046241275722
Position 889: 7.497223708826596e-05
Position 103: 6.4751998161176e-05
Position 601: 6.0756971692688937e-05
Position 789: 5.964004195837018e-05
Position 182: 5.508745522303633e-05
Position 518: 5.386150169542564e-05
Position 817: 4.836750296598001e-05
Position 733: 4.700731319467221e-05
Position 619: 3.588034520900712e-05
Position 663: 3.3029499248684005e-05
Position 621: 3.234139881450311e-05
Position 259: 3.163335185916967e-05
Position 474: 3.137215522007603e-05
Position 2734: 3.1173742666318655e-05
Position 1880: 2.917122911910168e-05
Position 623: 2.7803298236037975e-05
Position 1235: 2.561183861725061e-05
Position 34: 2.2292317871008936e-05
Position 778: 1.2646800769826503e-05
Position 538: 1.1112197925830346e-05
Position 526: 1.0500498782733268e-05
Position 885: 8.936847516364428e-06
Position 268: 4.472182461587581e-06
Position 141: 2.3149579614821764e-08
Position 131: 2.0159023618206523e-08
Position 136: 1.0904651537569057e-08
Position 298: 6.850547235529791e-09
Position 4: 2.8829451222886512e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1928: 0.9838024516463559
Position 1782: 0.47270377850788703
Position 2119: 0.27083710826199553
Position 1521: 0.15644534915953612
Position 898: 0.13395738070083554
Position 2116: 0.10396555328210343
Position 1552: 0.08493768003288674
Position 2384: 0.05559054527565676
Position 1095: 0.05276580136457651
Position 2670: 0.042512358538090475
Position 1046: 0.030414150426290212
Position 2690: 0.024765866428352743
Position 1589: 0.019894027501701557
Position 1542: 0.015789352478812434
Position 1187: 0.012941015664602477
Position 474: 0.012845910665730861
Position 2442: 0.011835154376894332
Position 178: 0.009643820483975557
Position 1127: 0.008643255668438796
Position 1984: 0.00847724325793857
Position 1621: 0.007024859322162047
Position 1562: 0.006559302201827806
Position 1574: 0.0062729150343112765
Position 2281: 0.005487467316959948
Position 673: 0.005431522176891618
Position 315: 0.005199823477227679
Position 2822: 0.0045528793413626145
Position 1529: 0.004458054069592443
Position 1112: 0.003962716203454515
Position 318: 0.003447392225606813
Position 2340: 0.003324324977298425
Position 2446: 0.0032212831121278033
Position 1839: 0.003121278138388668
Position 743: 0.0030815166613754113
Position 2366: 0.0028940612850958205
Position 2482: 0.0027399425228591904
Position 2209: 0.002172042103075816
Position 434: 0.001823631033210471
