Gene = Gr39b
index = 1198
Annotated 5SS: [ 885 1684]
Annotated 3SS: [1515 1741]
SMsplice 5SS: [1684]
SMsplice 3SS: [1741]
top_k =  500
Partition function (log Z): -8.31373758133581

Sorted 5' Splice Sites (High to Low Probability):
Position 1684: 0.5528718423239972
Position 1371: 0.3234697985063292
Position 1009: 0.27500628716493947
Position 528: 0.21935001594007414
Position 777: 0.17194885669339785
Position 783: 0.14671457846179475
Position 333: 0.11818092702883029
Position 1688: 0.10575838521542051
Position 1149: 0.06736939106882267
Position 83: 0.05668075207512054
Position 195: 0.053941552001429305
Position 189: 0.04076972685684408
Position 67: 0.037491189895966615
Position 98: 0.03701083275046843
Position 1680: 0.030064009788472314
Position 1435: 0.024680725179704665
Position 771: 0.020995893927034028
Position 399: 0.017550687560251552
Position 59: 0.011692227588879889
Position 1329: 0.011182771911767503
Position 96: 0.009809265369638737
Position 379: 0.008571228103215214
Position 885: 0.007498126685216237
Position 87: 0.007193668594815645
Position 163: 0.005495727434845637
Position 314: 0.0039908834588965846
Position 430: 0.0039027439010961692
Position 356: 0.0032770164130704327
Position 1356: 0.0029939311051514926
Position 219: 0.0019962333515107264
Position 341: 0.0019866715859882707
Position 1627: 0.0016798197880027923
Position 246: 0.001562469168993664
Position 129: 0.0013794254006786405
Position 635: 0.0009910316595764437
Position 723: 0.0009134028767251252
Position 293: 0.0008853457334342752
Position 221: 0.0005377969714738275
Position 1161: 0.00044148300053342004
Position 275: 0.00042036481187303603
Position 449: 0.0002589304374503858
Position 393: 0.00019139826260417046
Position 558: 9.850845726707024e-05
Position 489: 7.240421607621392e-05
Position 70: 6.504963622662457e-05
Position 742: 6.219516581113709e-05
Position 231: 4.9801035733640445e-05
Position 252: 4.6408655149394845e-05
Position 495: 3.765762039115831e-05
Position 51: 3.735855288485431e-05
Position 507: 3.6864384635070225e-05
Position 825: 2.3819665662849085e-05
Position 629: 1.8712917376088292e-05
Position 207: 1.7476975826819042e-05
Position 347: 1.1101451105643655e-05
Position 20: 7.899674294435546e-06
Position 461: 7.88420535427298e-06
Position 536: 4.5670102095299e-06
Position 201: 4.502565756694303e-06
Position 225: 1.1559359553554488e-06
Position 223: 3.266410165008127e-07
Position 417: 1.3145346703828155e-07
Position 353: 1.2054827712616823e-07
Position 532: 3.6702730095334192e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1741: 0.7227679873439665
Position 1515: 0.46037106449861614
Position 1285: 0.3319933160791104
Position 849: 0.316437221030783
Position 245: 0.14667280277579015
Position 1148: 0.12920903325074637
Position 210: 0.07067056886460857
Position 1473: 0.052082536424564695
Position 1251: 0.039427321893084386
Position 510: 0.020784943752296992
Position 161: 0.016191011513651123
Position 738: 0.01611910949873079
Position 1121: 0.013322739557460755
Position 627: 0.011894781055295097
Position 540: 0.010480350609475296
Position 1496: 0.006267171144854298
Position 1541: 0.004603122360042795
Position 274: 0.0038642395603551982
Position 372: 0.003032926392573421
Position 1788: 0.0024694168043487385
Position 884: 0.0019436218621666666
Position 129: 0.001529679966229474
Position 314: 0.0013019393453165763
Position 478: 0.0012739243502364053
Position 639: 0.001236547564114916
Position 1095: 0.0011280133587262945
Position 650: 0.0007159671075041336
Position 564: 0.0005458080739063955
Position 336: 0.00037024020024618387
Position 433: 0.00016313479177769048
Position 1588: 0.00011911189653947203
Position 1793: 0.00011005395901885367
Position 214: 6.333821393395766e-05
Position 427: 5.9908230820587195e-05
Position 283: 5.788912808507603e-05
Position 770: 2.6691831268133378e-05
Position 742: 2.5843666537927227e-06
Position 168: 1.2365856116015562e-06
Position 92: 8.10123775465891e-09
Position 105: 2.0334220546703317e-09
Position 83: 6.172264141824637e-10
Position 163: 4.168938428674967e-10
Position 63: 6.466514914603574e-11
Position 96: 1.6934440274877446e-11
Position 65: 1.3988386201306188e-13
Position 67: 5.644537987019882e-14
