Gene = mtRNApol
index = 1802
Annotated 5SS: [ 358  562 1001 1213 2018 3215 4495]
Annotated 3SS: [ 423  615 1056 1266 2074 3271 4552]
SMsplice 5SS: [ 358  562 1001 1213 2018 3215 4495]
SMsplice 3SS: [ 423  615 1056 1266 2074 3271 4552]
top_k =  500
Partition function (log Z): 16.983068516884654

Sorted 5' Splice Sites (High to Low Probability):
Position 562: 0.9992099561927751
Position 358: 0.9972110108199034
Position 4495: 0.9950753926820481
Position 3215: 0.9931269150446144
Position 1001: 0.9725447005995945
Position 1213: 0.8938557229951163
Position 2018: 0.877713686982822
Position 1418: 0.05688243009605631
Position 1355: 0.05517551646452935
Position 1576: 0.050677250117171224
Position 70: 0.028076417327935532
Position 2294: 0.023581099438010105
Position 3476: 0.01835328043271566
Position 1006: 0.01619982256861222
Position 2022: 0.015332315191402915
Position 778: 0.012751565501906616
Position 1357: 0.009798914362469878
Position 2540: 0.007034477318141489
Position 4667: 0.006129405526063575
Position 759: 0.004837196868987084
Position 897: 0.0046831956444211694
Position 4835: 0.0042197821837664795
Position 2327: 0.004212074555270051
Position 4843: 0.004023043708145643
Position 74: 0.0030230213877076684
Position 786: 0.0029450433336406633
Position 3196: 0.0028477871550278812
Position 3872: 0.0027105287874832113
Position 2510: 0.0025228424447653074
Position 273: 0.002460053827954816
Position 2397: 0.0023218760835043905
Position 1201: 0.0022688602570473918
Position 3493: 0.0021969691206149746
Position 2162: 0.002156769726632934
Position 1220: 0.0012657876282751214
Position 2878: 0.0012543553447680433
Position 918: 0.0012202337277742808
Position 3178: 0.0011288193640953438
Position 1529: 0.0007086423262350173
Position 4951: 0.0004840494664641266
Position 2467: 0.00045922726494673413
Position 3617: 0.00042920155229338175
Position 2820: 0.00029605574369415057
Position 1602: 0.0002911797930099938
Position 60: 0.00026798679038408853
Position 1705: 0.00026157252677521986
Position 3556: 0.00025486374925283954
Position 3166: 0.00023245880062802203
Position 1996: 0.00023167256243737547
Position 94: 0.00023092860067096862
Position 4117: 0.00022474260402146194
Position 32: 0.00021660337389405458
Position 362: 0.00020804509532020547
Position 3595: 0.00019477340218158255
Position 4499: 0.00019456834316768003
Position 4716: 0.0001915293006210185
Position 1699: 0.00018709040635646462
Position 757: 0.00018339543393612752
Position 2298: 0.00018131089224787607
Position 4653: 0.0001730798293304351
Position 4700: 0.00016843011842362918
Position 379: 0.0001567957511689383
Position 3675: 0.00015319897274825305
Position 2200: 0.00014832854088382043
Position 1157: 0.00014800549757595948
Position 1361: 0.00014714876042518449
Position 96: 0.00014534013854819778
Position 37: 0.00013915190931985082
Position 644: 0.00012899539813582077
Position 843: 0.00010956501849503653
Position 4036: 0.0001082480282101014
Position 2687: 9.581895877068062e-05
Position 3651: 8.278694743265023e-05
Position 3423: 7.731011378613331e-05
Position 4732: 7.060885359942958e-05
Position 884: 6.059479748665169e-05
Position 1471: 5.800141796948019e-05
Position 4015: 5.045410779487574e-05
Position 1594: 4.875602111581656e-05
Position 3908: 4.560607159945976e-05
Position 3559: 4.4751184295233255e-05
Position 3175: 3.998640626177912e-05
Position 2406: 3.85136824487634e-05
Position 3372: 3.753685125392897e-05
Position 1649: 3.7087057174621516e-05
Position 3410: 3.522433126257593e-05
Position 4417: 3.3926797497848894e-05
Position 4719: 3.277567178028422e-05
Position 4953: 2.8014967444085678e-05
Position 4225: 2.726655860293344e-05
Position 4665: 2.633270363642101e-05
Position 1832: 2.5811819286261928e-05
Position 1359: 2.486566334834909e-05
Position 323: 2.3172481524321136e-05
Position 1280: 1.913459372748573e-05
Position 5022: 1.8526003463851773e-05
Position 1286: 1.67890956552833e-05
Position 1975: 1.591117164932e-05
Position 4726: 1.3835910628598225e-05
Position 546: 1.3272498244601314e-05
Position 566: 1.160311653157915e-05
Position 173: 9.185594918672339e-06
Position 275: 8.146302921638919e-06
Position 836: 6.58273833501431e-06
Position 651: 6.360214735361042e-06
Position 4978: 5.985195760111564e-06
Position 72: 5.2748026270213895e-06
Position 595: 5.073993052364336e-06
Position 117: 4.308366826940757e-06
Position 1190: 3.848479932081135e-06
Position 277: 3.477280847032838e-06
Position 4462: 2.460768120618597e-06
Position 144: 2.4436886937332404e-06
Position 592: 1.3003124093282743e-06
Position 649: 1.2392088237623695e-06
Position 187: 9.49015288675879e-07
Position 309: 7.755955564278996e-07
Position 1172: 5.316421817746832e-07
Position 161: 3.93974416226028e-07
Position 137: 3.9355760325673026e-07
Position 1841: 2.926892524564673e-07
Position 1951: 2.8765198819278843e-07
Position 207: 2.797847752008511e-07
Position 225: 2.4604723820206357e-07
Position 1123: 2.4395640181947176e-07
Position 1444: 1.9328739511701978e-07
Position 3562: 1.1547022889832568e-07
Position 3105: 1.111184472347934e-07
Position 384: 1.0995758718612369e-07
Position 2963: 1.0652371482120891e-07
Position 128: 1.053899830544464e-07
Position 1073: 7.980388257232687e-08
Position 146: 7.944148875695469e-08
Position 1677: 6.628370137980728e-08
Position 1428: 5.867839591681691e-08
Position 1273: 4.791668040993334e-08
Position 2132: 4.210112989106252e-08
Position 386: 4.173212581716738e-08
Position 2984: 3.813110145629942e-08
Position 4199: 3.643873865340452e-08
Position 2254: 3.5639318546759874e-08
Position 4342: 3.14619492625099e-08
Position 1152: 3.078837404653383e-08
Position 2996: 2.071656719882609e-08
Position 2554: 1.983549302358036e-08
Position 1166: 1.7766230063176467e-08
Position 1131: 1.7326102342101015e-08
Position 1225: 1.6899242124774606e-08
Position 3782: 1.6571832475173596e-08
Position 3732: 1.418939133934031e-08
Position 3887: 1.0884559509428003e-08
Position 3980: 9.73008874782029e-09
Position 407: 8.012061847592487e-09
Position 1772: 5.7476945973897355e-09
Position 1561: 5.6812437454308715e-09
Position 1558: 4.726461736846399e-09
Position 3777: 3.2564265417027327e-09
Position 3899: 2.6368133700697483e-09
Position 4145: 2.252358377819029e-09
Position 1266: 3.5156211272521e-10
Position 495: 1.520660930385218e-10
Position 585: 1.0909835009889215e-10
Position 4352: 4.544701023397189e-11
Position 576: 2.0124013489573506e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 615: 0.9968225232684853
Position 4552: 0.9948914155198226
Position 1056: 0.9936576809298161
Position 423: 0.9918747264044927
Position 3271: 0.9892262046266258
