Gene = AIMP2
index = 3
Annotated 5SS: [ 244  458  802 1231]
Annotated 3SS: [ 358  648 1001 1284]
SMsplice 5SS: [ 244  802 1231]
SMsplice 3SS: [ 648 1001 1284]
top_k =  500
Partition function (log Z): 2.3415012331111824

Sorted 5' Splice Sites (High to Low Probability):
Position 1231: 0.9579115194085294
Position 244: 0.8570471082076716
Position 802: 0.6848797132247665
Position 845: 0.24032041797013473
Position 458: 0.09326683110475106
Position 306: 0.05267618569483634
Position 3: 0.028221790101045502
Position 824: 0.021148769258401905
Position 265: 0.019250160423865643
Position 575: 0.013346647269724449
Position 99: 0.012385610158335397
Position 877: 0.011541579933898578
Position 788: 0.006486536420797489
Position 1176: 0.005905812689942961
Position 62: 0.0033478645408197847
Position 1182: 0.00295240904305031
Position 272: 0.0028924754304521395
Position 10: 0.0015497991394793637
Position 169: 0.0014919484976077227
Position 600: 0.0014301743479695561
Position 1368: 0.0012591135975495414
Position 1235: 0.0011914306924184562
Position 837: 0.0006788704023109844
Position 299: 0.0005557854391823289
Position 1209: 0.0005243205490985911
Position 1319: 0.0005175322487087125
Position 1341: 0.0004637487643593017
Position 743: 0.0003366624282485511
Position 276: 0.00033223186362198756
Position 745: 0.0003233672582530183
Position 293: 0.0003218949225451923
Position 1207: 0.000302592779986634
Position 938: 0.000158910952260677
Position 408: 0.00014021432366543419
Position 343: 0.00011012814453334367
Position 248: 9.772073682269969e-05
Position 15: 8.354430070023554e-05
Position 685: 7.471230146987336e-05
Position 579: 7.183032748671138e-05
Position 920: 7.131319405454175e-05
Position 1485: 6.451913824692717e-05
Position 153: 5.667028225395291e-05
Position 281: 5.627721276074937e-05
Position 537: 5.269363952284012e-05
Position 228: 2.7276143858010754e-05
Position 1528: 2.6410825540599053e-05
Position 818: 1.952587312178482e-05
Position 577: 1.792739707130718e-05
Position 1382: 1.5137990547207508e-05
Position 345: 1.2937789717693596e-05
Position 1520: 1.0603921770265544e-05
Position 68: 9.303357736353417e-06
Position 1647: 8.935481405267776e-06
Position 1541: 6.144493768665876e-06
Position 1476: 5.556692113875059e-06
Position 1650: 4.026432137420259e-06
Position 918: 3.690756103697242e-06
Position 1253: 2.6374993343752674e-06
Position 1366: 2.6190093058230382e-06
Position 1088: 2.4679715693185064e-06
Position 749: 2.2540344051250565e-06
Position 1554: 1.5439955181540859e-06
Position 570: 1.3713048096831694e-06
Position 70: 6.606947387385313e-07
Position 310: 3.931553180736161e-07
Position 1620: 3.004635156821881e-07
Position 956: 9.537145593246672e-09
Position 1387: 1.0753944480421303e-10
Position 1002: 7.789208290120511e-11
Position 1372: 1.5984270721383138e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 648: 0.9986050017649042
Position 1284: 0.9715043405121906
Position 1001: 0.8699731841242713
Position 1013: 0.059356783787070905
Position 358: 0.045014254040788904
Position 61: 0.028489070508966884
Position 165: 0.011654985703260267
Position 928: 0.010451467033651709
Position 944: 0.006710406248950895
Position 938: 0.006421021319138917
Position 1475: 0.0031119447888356454
Position 1106: 0.0025371826692003694
Position 1306: 0.0020364514188747876
Position 906: 0.00182360281556629
Position 891: 0.0018127128332015587
Position 524: 0.0013183332167152934
Position 138: 0.0012925638282272856
Position 894: 0.0005310570037605905
Position 173: 0.0004872072818884783
Position 877: 0.00046767760194295143
Position 111: 0.00046379910666196716
Position 431: 0.00037382182357400417
Position 375: 0.0003599468134264472
Position 1202: 0.0002699169790478772
Position 952: 0.00020482686171908898
Position 1253: 0.0001343112610802592
Position 1377: 0.00012206380610076959
Position 1538: 0.00010553664589695617
Position 1587: 6.0163885435839164e-05
Position 384: 5.7378156713504504e-05
Position 367: 4.3398324157681824e-05
Position 1146: 4.1647979235643124e-05
Position 678: 3.8090983891764566e-05
Position 1143: 2.7118828206400494e-05
Position 401: 2.4533876835847376e-05
Position 1698: 2.3094431662900973e-05
Position 293: 2.1227574576595973e-05
Position 1415: 1.8356786911444567e-05
Position 1567: 1.750049367935782e-05
Position 537: 1.3245122251240653e-05
Position 543: 6.35874436540569e-06
Position 684: 5.6351636675033556e-06
Position 457: 4.869579166547867e-06
Position 1207: 4.296284013468434e-06
Position 1175: 4.294111128891159e-06
Position 288: 4.177950106707094e-06
Position 1511: 3.968006708274921e-06
Position 1226: 3.293776141726602e-06
Position 1298: 3.2798979251043982e-06
Position 1517: 3.212968771645831e-06
Position 664: 2.6980468908183235e-06
Position 445: 2.500486941675327e-06
Position 696: 2.277502388206707e-06
Position 299: 1.9846645719835558e-06
Position 265: 1.9410758559394626e-06
Position 1679: 1.3909014749239894e-06
Position 1514: 1.3607727765684598e-06
Position 197: 1.1014869954620166e-06
Position 1601: 8.430655878380605e-07
Position 248: 7.53805404697009e-07
Position 765: 7.5153424155917e-07
Position 783: 5.109167283530362e-07
Position 823: 2.803827291884778e-07
Position 272: 8.400995005968177e-08
Position 756: 7.720740871644785e-08
Position 693: 1.8597369788069818e-09
Position 681: 5.020840562361599e-10
Position 702: 4.382174156692704e-10
Position 269: 3.6597903585306784e-12
